"","0","2","4","6","12","24"
"Q9H0P0",-0.544591018445309,-0.760732950264722,-0.573344529927794,-0.448681922767744,0.49794756699809,1.82940285440748
"Q9HB58-6",-1.0149872576133,-0.716640788187187,-0.753158368744015,0.215031122050755,0.769606245896498,1.50014904659725
"Q03169",-1.01481939655643,-0.696675637056518,-0.313006202882912,-0.0991744852819352,0.312846238139889,1.81082948363791
"Q9P2E3",-1.3553716225028,-1.12052119460804,0.188299945433247,0.565378480682775,1.04722425168004,0.674990139314763
"Q14699",-0.521274493007619,-0.369062256521832,-0.195981619628303,-0.956308009496192,0.140129074596829,1.90249730405712
"P29966",-0.57706387475458,-0.628703232516701,-0.495700048483633,-0.471680562287098,0.237385147145215,1.9357625708968
"Q8IVG5",-0.829680152620614,-0.695045077231635,-0.689143369121247,-0.174528842158027,0.708944603317439,1.67945283781408
"P18510-3",-0.731667195428166,-0.830163473430934,-0.809111796012879,0.190730084211683,0.495215928747152,1.68499645191314
"O95477",-0.727655523815055,-0.790455942213397,-0.608419662683614,-0.0801088493617331,1.8225122206336,0.384127757440197
"Q8IY21",-0.938784212662727,-0.800604062895339,-0.674215442918506,-0.0347523654802888,1.11300387854525,1.33535220541162
"P09601",-1.17636058924989,-1.12320160311921,-0.240932860204034,0.88971743715998,1.09223594927166,0.558541666141488
"P29590",-0.853670758940111,-0.779949426175178,-0.484421201505435,-0.134147838436957,0.465001792956058,1.78718743210162
"P30466",-0.696828083285042,-0.725483662661441,-0.34860843326464,-0.379404979577587,0.235317666620189,1.91500749216852
"P52630",-0.815036747868742,-0.657317093037953,-0.707925264021482,-0.338005926094791,1.01689945103758,1.50138557998539
"Q15025",-0.973008432103499,-1.17011508557678,-0.231235513689985,1.02102202527403,1.25648265975706,0.0968543463391678
"Q03518",-0.731546437276119,-0.746382199190907,-0.663934807464161,-0.231942859804954,0.641161308028938,1.7326449957072
"Q07820",-1.98452579520895,0.692645474608335,0.203986828084858,0.284423152548515,0.663087580833013,0.140382759134231
"Q5K651",-0.893383086918811,-0.650730521790355,-0.577014160275944,-0.376199249937204,0.94401279841169,1.55331422051062
"Q8TDB6",-1.05632780738441,-0.797841204733951,-0.676755789770537,0.196845845199892,1.05103947492751,1.28303948176149
"Q8IXQ6",-0.934943654051092,-0.84184262898063,-0.650970460544497,0.117960328891834,0.759977687843416,1.54981872684097
"Q9BYK8",-0.767986630163706,-0.77375076832915,-0.677582537453809,-0.247876779466321,0.881877249961598,1.58531946545139
"P07711",-0.670007062416245,-0.649879971939508,-0.643576122937022,-0.346898475799906,0.474985130723513,1.83537650236917
"P12931-2",-0.618718922351896,-0.587464692623843,-0.425821327399701,-0.370442069264536,0.0141510709699138,1.98829594067006
"Q01628",0.118746807905071,-0.28605385509911,-1.39905422082823,0.263063999063529,-0.355382924494088,1.65868019345283
"Q6ZUJ8",-0.812375627063882,-0.81017505395646,-0.513393915758532,-0.250531454539038,0.688416805675624,1.69805924564229
"O95544",-0.815857595232177,-0.342431673133288,-0.771803056770649,-0.413233586477064,0.577909297255743,1.76541661435743
"Q5H9U9",-0.940073971558804,-0.747860669162644,-0.756128518897883,0.204343252596368,1.58639302553715,0.653326881485813
"Q92973",-1.00477905996233,-0.54373594294251,-0.126446572726713,-0.775678967845093,1.03259750266794,1.41804304080871
"O14657",-0.665997185225747,-0.592459975760991,-1.0520636584795,-0.0793775627039775,0.851079267357626,1.53881911481259
"Q00978",-1.31976300791371,-0.740573684700559,-0.555154144421716,0.648491683276995,0.831026960191709,1.13597219356729
"P19838-2",-1.04714642189835,-0.95644333310836,-0.347474350340678,0.14246167585757,0.652247886778464,1.55635454271135
"Q8IYM9",-0.548472414246688,-1.01109022688718,-0.696504478242949,-0.240320403810026,1.15325471208728,1.34313281109957
"Q5TEJ8",-0.805596131806714,-0.776812081496788,-0.510876135647216,-0.258921505860905,0.604654373911042,1.74755148090058
"P23381",-0.558862920724062,-0.792372981797903,-0.594454616320088,-0.457793224929778,0.65015356861396,1.75333017515787
"P83111",-0.687917932661601,-0.784091735600619,-0.440430883169869,-0.349822012369722,0.411166591409893,1.85109597239192
"P08631",-0.743574408269851,-0.621171655157403,-0.291706398924927,-0.661366979229773,0.50599300025219,1.81182644132976
"P04839",-0.894506695226285,-0.372804622403057,-0.579832520903152,-0.511069797418491,0.594773600030713,1.76344003592027
"Q53G44",-0.571040512103559,-0.754991175304614,-0.802456850158865,-0.247994268465237,0.652224779436867,1.72425802659541
"Q9H0J9",-0.958686762580553,-0.68904958006001,-0.62794778226582,-0.133922317346515,0.823505988076833,1.58610045417606
"P08670",-1.69082162052039,-0.536534254746609,-0.0414928785712446,0.889191581184779,0.456223195747643,0.92343397690582
"P43490",-0.672742878095242,-0.727298873601397,-0.608888761965541,-0.379138901198637,0.622841319652071,1.76522809520875
"O15553",-0.91364423550573,-0.923353162135786,-0.555749956845366,0.126250965052832,0.675332871468388,1.59116351796566
"P98082",-0.819057301896838,-0.584588820482161,-0.597525643325433,0.103752369230708,-0.00509830539042002,1.90251770186415
"P01892",-0.560513611757603,-0.567025233253022,-0.667489462241766,-0.37784831939428,0.245219280044188,1.92765734660248
"Q16799",-0.143635705869727,-0.626660909236671,-0.640127161060491,-0.689958034817085,0.185593270536339,1.91478854044763
"Q9BQE4",-1.44368007690563,-0.493734569225805,0.0438421026332874,-0.250051403778696,0.6781088097365,1.46551513754034
"Q03519",-0.513889441251018,-0.776633140557416,-0.732549691574955,-0.288195021875532,0.506751943914716,1.8045153513442
"Q8N1G2",-0.899357358759454,-0.664726094385151,-0.589319017390565,-0.335303473642142,0.933916506203708,1.5547894379736
"O94925-3",-0.870684722877167,-0.442444315942152,-0.836371125178663,-0.103472860066483,0.49482832707191,1.75814469699256
"Q9ULC5-3",-1.49111044508699,0.0187631873485139,-0.714718799702307,0.177133602572586,0.677762872486071,1.33216958238213
"Q14142",-0.626825083187537,-0.690465044989006,-0.737713287459643,-0.42321970377038,0.829100822160555,1.64912229724601
"P04222",-0.32950177326057,-0.814689468613088,-0.620059764693344,-0.70375830235984,0.845144257442642,1.6228650514842
"P07602-3",-0.566488539240152,-0.86637609730599,-0.468071132917213,-0.40215082999365,0.482378381680566,1.82070821777644
"Q8N884",-0.922845653046571,-0.568217564649796,-0.449201410438191,-0.553355565613788,0.923986944508727,1.56963324923962
"Q9Y6M5",-0.944971834303868,0.00856293662197479,-0.473532254468965,-0.80846390372593,0.489344587411403,1.72906046846538
"Q9NUQ6-3",-0.687524409634939,-0.655315754730386,-0.950804952551203,-0.0796083618113762,0.755733561450311,1.61751991727759
"Q96CV9",-0.896655738786373,-0.892457167278656,-0.647856293289695,-0.00259428049656171,1.17467521314732,1.26488826670396
"O60603",-0.978924294300562,-0.802445801138848,-0.373182066559495,-0.256494901547259,0.827264690750076,1.58378237279609
"Q15742",-1.80695046274407,-0.491266524128758,0.744971593510023,0.23141530580727,0.736526280962367,0.585303806593168
"Q15397",-0.70255947779883,-0.454751224208158,-0.990280190211608,-0.26870780148063,0.803487093885594,1.61281159981363
"Q9HC16",-0.798661964678361,-0.0307024854187165,-0.132699138342001,-0.734939924306432,-0.238590744009266,1.93559425675477
"Q53GL7",-0.659972454002866,-0.570082787568058,-0.643269822148047,-0.644733501513801,0.912868081552218,1.60519048368055
"Q9NPI6",-1.10963174456341,-0.783064403944295,-0.526418865041774,0.635301393851814,0.227148457768492,1.55666516192918
"O60315",-1.55520531784353,-0.610973221574942,-0.171121263452199,0.33463657738546,0.826040399636517,1.17662282584869
"Q96GX5",-1.36246756317645,-0.511473578683034,-0.369364036837596,0.478029825392405,0.190165267297609,1.57511008600706
"Q15646",-0.931768802232368,-0.750114554138321,-0.614277790753278,-0.072538006744176,0.747790160901529,1.62090899296661
"Q99805",-0.270975412533569,-1.10053640009718,-0.187966483497937,-0.79003795172492,0.790188693059587,1.55932755479402
"O15118",-0.185248042046534,-0.43970317616902,-0.534639984998163,-0.836733086182197,0.0511334295847545,1.94519085981116
"Q7Z2W4",-0.991302517381681,-1.17943809752611,-0.314487307532493,0.276465823232241,1.02824147489663,1.18052062431142
"Q8TCS8",-0.623478360050534,-0.796673298739387,-0.704784780131167,-0.186974782489908,0.534490210948735,1.77742101046226
"Q5JTH9",-1.54373898424641,-0.50715204387984,-0.0918995990226345,0.0809737867384946,0.699909839568415,1.36190700084198
"P12314",-0.656294076895939,-0.967390805859336,-0.559674605346181,-0.252434547339294,0.837155663737145,1.59863837170361
"P55265-4",-0.951914510728917,-0.619390244080028,-0.845129417661598,0.210381648495396,0.593920943849477,1.61213158012567
"Q9Y6N5",-0.777441837239822,-0.719254049741929,-0.661366055287687,-0.167239463970269,0.567096176097781,1.75820523014193
"Q9NR30",-0.722762086195836,-0.610655509481307,-0.444282587394272,-0.365862849513093,0.212700339670708,1.9308626929138
"P16671",-0.487349971160708,-0.736418722264427,-0.445524925362089,-0.477770664129479,0.210839355178624,1.93622492773808
"Q9BRZ2",-1.40736740157597,-0.378607263310824,-0.452825508629475,1.0910622790699,1.21490504679198,-0.0671671523456153
"Q9UHP3-3",-0.801721474078959,-0.479753750370184,-0.543769869771522,-0.722665980149051,1.45175008915758,1.09616098521213
"O95379-4",-1.04325254097159,0.251956881541775,-0.625279855174543,-0.386459778870669,-0.0156376489648898,1.81867294243992
"Q8NB16",-1.00442157352749,-0.985047399104347,-0.215974175330091,-0.164383357930284,0.921177251078965,1.44864925481325
"Q9Y5Q8-3",-0.94943485727438,0.257658274019182,0.847591692025557,1.41992652452551,-0.955354855781551,-0.620386777514315
"Q9Y4A5",-1.85216267194646,-0.243580161708706,0.93957674131039,0.338476219251392,0.110111632929401,0.707578240163987
"P08571",-0.735905297091984,0.0347934636874739,-0.647426822180027,-0.199289333194989,-0.409401123989218,1.95722911276874
"P28838",-0.580424331467776,-0.674346520438125,-0.644634540187123,-0.380487079571616,0.415693028551387,1.86419944311325
"Q9UL63",-0.811236426404131,-0.146742196728911,0.693888991865509,-1.29608125171759,1.46637512232383,0.0937957606612942
"Q9BZQ8",-0.70078744488682,-0.728661751622994,-0.440626596015573,-0.584827040796884,0.764579629056646,1.69032320426562
"Q9GZR7",-0.953338301070225,-0.296235879320811,-0.714062560036712,-0.23443303304105,0.383915723108519,1.81415405036028
"P13995",-0.582322557050351,-0.603263929824081,-0.681243469100864,-0.351118769819378,0.318421473874599,1.89952725192007
"O00560",-0.492795844425848,-0.597185040377367,-0.540478951324986,-0.638653080791087,0.384193108484506,1.88491980843478
"Q9Y5A7",-0.769320025413141,-0.684211702004201,-0.62713767738211,-0.48659763584157,1.36875722665179,1.19850981398923
"Q96EQ0",-0.504263068237572,-0.487875921523951,-0.412902223769481,-0.80306540412025,0.312085463499016,1.89602115415224
"P23469",-0.874931962139788,-0.527759102616133,-0.650076858064038,0.231716080052835,-0.0438212955830387,1.86487313835017
"Q16719",-0.687324529602851,-0.62169943201285,-0.550070943297228,-0.383907508965148,0.354825957954845,1.88817645592323
"Q9UKK3",-1.1511087691537,-0.722005236721196,-0.73587900469136,0.45863746829905,0.863309505728327,1.28704603653888
"O75113",-0.97295415042252,-0.732654839779791,-0.779437028649682,0.0759482225340648,1.23110823431936,1.17798956199857
"P48163",-0.613912691828527,-0.85393983699653,-0.351832821579592,-0.441824802421666,0.41742191948074,1.84408823334558
"Q8NBZ7-2",-1.17722645340266,-1.08693474841145,-0.190976839176957,0.815926785620023,0.379721956902598,1.25948929846845
"P17535",-0.13075250052757,1.11215679670755,0.828228735377017,0.510223053983986,-0.926631545356485,-1.39322454018449
"Q9NZR1",0.168564805267722,0.834423291501486,0.0341740118241717,0.890185287191472,-0.0624545302119906,-1.86489286557286
"Q9Y3Z3",-0.838588121595011,-0.784467095315705,-0.567978793383489,-0.304856177907619,0.973072192595667,1.52281799560615
"Q9H223",-0.806517654702393,-0.521268293395908,-0.601531097480662,-0.424588045792477,0.558381862782337,1.7955232285891
"Q15582",-0.0938073621970283,-0.695633715916227,-0.654493467037301,0.44185961956506,1.80134804339223,-0.799273117806739
"P30405",-0.790203912035186,-0.785789631080093,-0.35272551428649,0.181611369674498,-0.144906223789905,1.89201391151718
"Q9UIA0",-0.430070863292458,-0.397232195286774,-0.91990732450212,-0.739620737929799,0.950317623195131,1.53651349781602
"O15533-3",-0.513108065713506,-0.891694755915158,-0.378990618616704,-0.455498245492105,0.383685787016245,1.85560589872123
"P17844",-1.33387434624933,-0.494285707448754,-0.336563834183944,-0.1340890336384,0.830866541493788,1.46794638002663
"P41226",-0.601704508619387,-0.655314903369891,-0.471532147764837,-0.72239368434457,0.745497328212887,1.7054479158858
"Q8IZH2",-0.878691820905394,-0.832836244213442,-0.627836367904149,-0.131644123796141,1.04864316679371,1.42236539002541
"P54920",-0.634713469788793,-0.737624325581136,-0.538150948177536,-0.452085061088798,0.56153520650808,1.80103859812818
"Q01432-4",-0.678690216563723,-0.305560021299105,-0.583591084969524,-0.30804556011343,-0.122968016415762,1.99885489936154
"P40763",-0.916384264654514,-0.530218349841144,-0.629816832349335,-0.318572464388211,0.69105859711499,1.70393331411821
"O75410-2",-0.698175735053123,-1.16864466024924,-0.6073749861862,0.237954157249296,0.785775655964526,1.45046556827475
"Q99836-6",-1.12501774986278,-0.99357579657344,-0.438417908456878,0.95433695980954,1.22553657276947,0.377137922314082
"Q99541",-0.709187965508214,0.267627893394916,0.914568930458601,1.21338304669796,-0.253817396335807,-1.43257450870746
"P43304",-0.717408314471482,-0.841366081867273,-0.658639794967516,0.00297356108053433,0.439485505239638,1.7749551249861
"Q86WV6",0.424860422546013,1.11470354582961,0.374114846320918,0.236264636990163,-0.34352852688193,-1.80641492480477
"P02545",-0.660074534630938,-0.743118367987266,-0.708824612423691,0.409478080116647,-0.121523119394298,1.82406255431955
"P08567",-0.596158193396097,-0.828131567789263,-0.625735398539092,-0.243288800109976,0.483929725894852,1.80938423393958
"A8CG34",-1.10949045888106,-0.631846123120426,-0.784768751630895,1.33360893959268,0.959843285100607,0.232653108939102
"Q9P2R3-4",-1.10049408543799,-0.572296238020187,-0.0909512917236833,-0.579211807561668,0.739668908173364,1.60328451457017
"P50281",-0.814215327642017,-0.772198044134865,-0.451592981955163,-0.0476587840025429,0.218345920569514,1.86731921716507
"P06213",0.635375690809911,1.08140368412243,0.527702972239193,-0.120489688220209,-0.399348910414345,-1.72464374853697
"P19971",-0.441909101098522,-0.602953901824148,-0.666593392282132,-0.518382303796393,0.326882020646121,1.90295667835508
"Q6BDS2",-0.557635356827849,-0.328663761205012,-0.920896263424713,-0.00307393590040771,-0.118199612986595,1.92846893034458
"O94885",-0.998536329574488,-0.580348947541263,-0.415977349992068,-0.138547826422139,0.292700200915829,1.84071025261413
"P51153",-0.959777979816283,-0.60092832115763,-0.430669343692126,-0.0583239731432654,0.179805623306287,1.86989399450302
"Q9H939",-1.10400290658392,-1.15857996853816,-0.15031519436113,0.406215357892506,0.65846694995007,1.34821576164064
"O75191",0.731251761203836,1.10561960957146,0.792821794952836,-1.07210118753812,-0.423928125987117,-1.13366385220289
"Q9H4M9",-1.02891125743292,-0.814088356716791,-0.225215216775777,0.0209968008848983,0.271316458560525,1.77590157148007
"Q9NZT2",-0.618875861523579,-1.07451790932745,-0.251914966421053,-0.392043986596698,0.661904512412316,1.67544821145647
"P04233-2",-0.233207961183077,-0.869625189625722,-0.36621954348157,-0.692608066602255,0.293698000897785,1.86796275999484
"Q9H0Q0",-0.876586286546432,-0.312169272175209,-0.391559984891524,-0.00324674789018787,-0.375905091872232,1.95946738337558
"P31689",-0.908067425668525,-0.831061327084898,-0.815449372047811,0.197559826483442,1.13980883683558,1.21720946148221
"P49662",-0.639088441039463,-0.826982410064687,-0.284546050560494,-0.633429289091738,0.651824604555373,1.73222158620101
"Q9H6R4",-0.508571912382154,-0.803436869151792,-1.08579621428706,0.57396211876238,0.232121300845278,1.59172157621335
"O60879-2",-0.810057515269654,-0.857574068399737,0.141554914002099,-0.679855383847347,0.514296216856451,1.69163583665819
"P19474",-0.799793866334231,-0.799421442135667,-0.6039400861466,-0.226838843665354,0.795104489093568,1.63488974918828
"P30273",-0.602270493841428,-0.33402736433156,-0.429450211908447,-0.621954931077006,-0.000874326199034323,1.98857732735747
"Q9BXK5",-0.319009929183084,-0.367700984335406,-0.0692680462992666,-0.869688064568713,-0.344853108231568,1.97052013261804
"P53004",-0.919977520614822,-0.211820721165549,-0.797394439287811,-0.184328956099562,0.280400260467889,1.83312137669986
"Q9Y678",-0.965820011451269,-0.792738231121569,0.206363914635596,-0.760973567829816,0.890390306716575,1.42277758905049
"Q7Z4G1-2",0.203899552637115,1.25742580828191,-0.0495437503938768,0.727761483124376,-0.542328836766714,-1.59721425688282
"Q9Y3I0",-0.528489472723894,-0.817231234213044,-0.609736745571854,-0.524541473055655,0.833359575541506,1.64663935002294
"Q9UDY2-7",-0.869675891010159,-0.858276039863413,-0.591935629753825,0.0617529501732878,0.579868385026215,1.67826622542789
"Q8TC07-3",-0.264978917875347,1.23052745813891,0.781006911344574,-0.0216055603935742,-0.0508642974392821,-1.67408559377527
"P61769",-0.616104526442342,-0.671723598802485,-0.517454807866862,-0.322660048748384,0.188396546381459,1.93954643547861
"Q8IY37",-0.949566063213364,-0.899339807649381,-0.203416555718855,0.00495345031456992,0.26465566533765,1.78271331092938
"A1X283",-0.429500835801384,0.340740817849314,-0.335851432963891,-0.739798676108756,-0.714213269615933,1.87862339664065
"Q10589",-0.687536230434389,-0.685405495670964,-1.12561360253077,0.203559377433715,1.38788061638761,0.907115334814794
"P16615",-1.29995267622123,-0.453358219096306,-0.67368081175248,0.143030896337764,1.03698707497787,1.24697373575439
"P07355-2",-0.708684891701265,-0.724634850767163,-0.480762030959509,-0.401361583133729,0.486972903486087,1.82847045307558
"Q9UJ70-2",-0.347967134865765,-0.408931539800431,-0.670666931157656,-0.603336936659449,0.0574320364161827,1.97347050606712
"O00499-2",-0.481165574186489,-1.01278181507297,-0.637826554846793,0.340252489004281,-0.00295603898022441,1.79447749408219
"Q13287",-0.504162801595597,-0.890097943437867,-0.591230939862422,-0.330933322814808,0.521202996861394,1.7952220108493
"Q03188",-0.538849419704574,0.477982846333605,0.970652964215644,1.14295175020731,-0.77556946587365,-1.27716867517833
"Q9Y696",-1.28294262497534,-0.692663881613787,-0.330244333915695,-0.0312868793011638,1.29727087729065,1.03986684251533
"Q13075",-1.10629945664029,-0.00476928432534042,-0.707190795317659,-0.591809615741598,1.30872803078948,1.1013411212354
"Q9Y305-4",-1.05819408331152,-0.546466425267199,-0.643788642778026,-0.192662471578418,0.946234735207536,1.49487688772762
"P49006",-0.314946010947025,-0.337439972032399,-0.708289119762241,-0.0451263677411895,-0.580667440201227,1.98646891068408
"Q14258",-0.721565077755444,-0.994619393652033,-0.489699053265102,-0.3030688883625,1.18031731953913,1.32863509349595
"O00571",-1.33474334821073,-0.708701435005673,-0.479951609919276,0.443263640571057,0.789177821974178,1.29095493059045
"Q8IV50",-0.978541561865638,-0.496561365575086,-0.772259640973247,0.0274604973629069,0.50383158054994,1.71607049050112
"Q9UI08-2",-0.978753394430799,-0.542931886267377,-0.84729338463793,0.0271316148476364,0.792439211402742,1.54940783908573
"Q13617-2",-0.382294260121431,-0.795742525804855,-0.621525319053066,-0.753522664833254,1.33750910426184,1.21557566555076
"Q14241",-0.866673856380329,-0.0804833605096317,-0.555644394427232,-0.230432352097287,-0.223912501486517,1.957146464901
"P09543",-0.632685579998428,-0.894181892771671,-0.836640066929772,0.0398713596515509,0.715192506356012,1.60844367369231
"Q96HA7",0.137172868426664,0.87825922153496,0.377218547280821,0.820623854958824,-0.41931090028597,-1.7939635919153
"P07339",-0.344349667685875,-0.754444646244927,-0.560200473877776,-0.524637413787924,0.27357322752851,1.91005897406799
"Q00403",-1.29522613577934,-0.840031430863403,-0.379510754562856,0.358737335499407,0.978565108281154,1.17746587742504
"P17029",0.148563700282012,0.294295983287118,0.0772578391374319,1.61426974128664,-1.09616459581895,-1.03822266817425
"P17813",-0.34617301455231,-0.671097118717097,-0.274062029485249,-0.549580392275375,-0.16539932523165,2.00631188026168
"Q8TD55",-0.576311739904652,-0.396111705514463,-0.521796579499688,-0.566697690474733,0.0833972341410273,1.97752048125251
"Q969Q5",-0.780756067314075,-0.867741321455202,-0.474191503658914,0.0908517684122369,0.197336774047608,1.83450034996835
"Q9NXW2",-0.495203121596894,-0.849900363063575,-0.765756281019281,0.00581796983595386,0.268165675651092,1.8368761201927
"Q14764",-0.400313742488971,-0.761101344330468,-0.528281084724649,-0.521335702894551,0.310132112657051,1.90089976178159
"Q8TE77",-0.571642970978638,1.01690686134319,1.13485948170001,0.140294976985276,-0.207669375953808,-1.51274897309603
"Q6WKZ4",-0.0846756819155874,0.544946435667754,0.817805778590554,0.958333957016345,-0.566894439406856,-1.66951604995221
"P48507",-1.22871522540251,-0.958316957149728,-0.424528817543647,0.617841431819993,1.1028689682728,0.890850600003093
"Q96RT1-8",-0.0479761250688015,-0.17056826508724,-0.977795802295439,-0.442618790457656,-0.292616605986308,1.93157558889545
"Q9NUL5",-0.569474802572023,-0.875545216717746,-0.831230700971105,-0.0750519304014142,0.702243639124747,1.64905901153754
"P02792",-0.68180531178927,-0.928649162456424,-0.639081137027838,-0.158211395267892,0.791154542697714,1.61659246384371
"Q14108",-0.525097362057196,-0.345130262421368,-0.859284050836718,-0.127856833299431,-0.102221300067289,1.959589808682
"O60784",-0.781606649605782,-0.695717052567852,-0.164723247833392,-0.4319569554884,0.159333972164626,1.9146699333308
"P07204",-1.33886971388506,-0.643339824021945,-0.499365472821632,0.461526086336301,0.628664574567589,1.39138434982475
"O60488",-0.712678435124803,-0.475101111415595,-0.457154665607397,-0.511489790147491,0.220694086031464,1.93572991626382
"Q6IAA8",0.737803238104777,0.881826920110655,-0.304252474555353,0.977238684468179,-1.11153934448533,-1.18107702364292
"P10153",0.356668229654358,0.716877771416853,0.730794179538627,0.583219841553518,-0.630553995765427,-1.75700602639793
"Q08722",-0.0335666753354803,-0.943759669377754,-0.53803978524436,-0.594396232359405,0.267528445566197,1.8422339167508
"Q9UHD1",-0.581856858798844,-0.590831673885762,-0.51289436443256,-0.706399686643714,0.608833288385053,1.78314929537583
"Q8WZA9",-0.353604409859183,-0.51236734949568,-1.09190867949238,0.0606457936966176,0.0495201380409911,1.84771450710964
"O14880",-0.304650165971466,-0.72973963591571,0.806009280835287,1.59699798620771,-0.339302987380594,-1.02931447777522
"Q9Y2J2-2",-0.613213818954441,-0.468739532584622,-0.401934805732931,-0.543169122413221,0.0405982282327818,1.98645905145243
"Q96P16",-0.184090650986058,1.37484591787543,0.597295288157398,0.431326897078125,-0.922223204669121,-1.29715424745577
"Q7L9L4-2",-0.527222516316541,-0.824052533405493,-0.691003389867334,-0.434275893143289,0.844429529065535,1.63212480366713
