	X0.hr.rep.1	X2.hr.rep.1	X4.hr.rep.1	X6.hr.rep.1	X12.hr.rep.1	X24.hr.rep.1	X0.hr.rep.2	X2.hr.rep.2	X4.hr.rep.2	X6.hr.rep.2	X12.hr.rep.2	X24.hr.rep.2	X0.hr.rep.3	X2.hr.rep.3	X4.hr.rep.3	X6.hr.rep.3	X12.hr.rep.3	X24.hr.rep.3	GN	logFC	AveExpr	t	P.Value	adj.P.Val	B	Significance
O75477	5.38884854939492	5.30752640323015	5.19201674477087	5.31503987573574	4.80371275308146	4.90438132291379	5.69859857353898	5.500600932129	5.70219156470331	5.55528667568299	5.58993181361213	5.49433498820104	5.74412005626433	5.85602627627941	5.67849483002676	5.71073753254938	5.55731244007377	5.19782704229264	ERLIN1	-0.411674608596922	5.40468508876762	-3.3208541335893	0.0101065579454825	0.0537513589863829	-3.5592300289	Not significant
O75489	4.38142228088755	4.27876274165593	4.59650561986034	4.69393657740366	4.32209885944485	4.3306160068765	5.19008125023542	4.96161777896002	5.03182666882809	5.13802007663103	5.1303687168818	5.05349563411572	5.31102584733285	4.93823377864592	5.05978924372439	5.23248653206829	5.14888680224383	5.05981474925307	NDUFS3	-0.146200996070177	4.88774262811685	-1.25845742233912	0.242735807428554	0.399318545604965	-6.65381064477543	Not significant
O75494	4.95712880963656	5.18601991164263	5.0199861329356	5.03058549141632	4.67956825577737	4.96815941810997	3.90932872778766	3.53738403738517	3.93575784307551	4.00043084488696	3.48920596411041	3.70256495553506	4.89177092312289	4.91255130157696	5.06691648857772	4.8808478854689	4.73216789734019	4.80377594716145	SRSF10	-0.0945760465802106	4.5387881302256	-0.809769410960577	0.440844552508414	0.596311572670422	-7.11056379149396	Not significant
O75528	4.29743385432123	4.67583921729094	4.53212962239422	4.59516328165995	3.76201012690001	3.66902231333752	2.60515260576777	2.70354690255172	2.47232408329457	2.97866245863485	2.02710874688567	2.61171835603575	4.34009341754321	4.92560864253817	4.74646405219089	4.09565138277422	4.28036799385768	3.58289177087802	TADA3	-0.459682479126973	3.51771871964725	-2.83915337236433	0.0212146161674033	0.0824080329036544	-4.32627119243023	Not significant
O75530-2	3.61789506048742	3.13574868070808	3.22737964186678	3.68665363232388	3.59699215574984	3.72464747798859	1.66593651167921	1.63349110714334	1.54260160433382	1.81364213788014	1.93614445607902	1.84062021379934	4.27565629455999	4.05230255099473	3.89485249453774	3.97670409746008	3.87173360070724	4.19763631770826	EED	0.0678053809231897	3.22039864603714	0.571780547692158	0.582739209335216	0.713699166428608	-7.28397020110906	Not significant
O75531	5.18230729569646	4.96776961477395	4.99214772486437	4.9464237305752	5.05514962560627	4.96517675233227	5.84435938444144	5.81145795660088	5.57649434379804	5.95511974926413	5.63274945651433	5.28247665612596	5.93493483511226	6.28623126472626	6.02717450803563	5.95370882446056	6.00871544633641	5.33741927429766	BANF1	-0.458842944164759	5.42444569966768	-3.59929432690823	0.00666228664689446	0.0414413540412624	-3.12251295971116	Not significant
O75533	4.60302132212294	4.36864607888343	4.4410569541426	4.84113912083028	4.67897702664676	4.71273722979606	4.90281591324807	4.93649121314431	4.84916717081184	5.06387695929091	4.95840579998007	4.94972824701336	5.09543372142663	5.3307265489703	5.09880717443525	5.16675322827908	5.13956568746246	5.05858789144222	SF3B1	0.0399274704846654	4.88705405417488	0.34863795623384	0.736108291188889	0.832510351984904	-7.3957148575325	Not significant
O75534-4	5.4308486478904	5.21834254874554	5.49743521813931	5.01381606373178	5.32324925217753	5.0144009263305	4.60464380391383	4.5733929301648	4.57901682496536	4.63798695819231	4.60218149713584	4.69265729499692	4.43299095782054	4.68126628476052	4.78346517680426	4.43240847661013	4.42155090983435	4.32371552698163	CSDE1	-0.145903220438575	4.74987619298897	-1.09021231737355	0.306493272318065	0.467143746612986	-6.84276829605786	Not significant
O75569	4.87229201809493	4.69941440011015	5.06852950296091	4.76492924429529	4.55274255779924	4.8285497904367	4.62661213525564	5.13023209717884	5.24524028590259	5.09220837448024	4.82816817876741	4.8959182264613	5.33399184454469	5.30139301873636	5.45910062059411	5.27263883639972	5.34665863948136	4.91245409812892	PRKRA	-0.0653246276227804	4.9116363521537	-0.436793092415674	0.67348998298343	0.783578523898424	-7.35773820913743	Not significant
O75586-2	5.59770330545114	5.98580787841391	5.84222386164817	6.20467935232895	5.80836379986477	5.95153104111273	6.84912478231501	6.81478057707685	7.06038749647266	7.08765884298785	6.7592995677609	6.91136781703962	4.45014195692785	4.09954832309059	4.28917648439093	4.34332431795851	4.27192208763369	4.44501385875317	MED6	0.136980890737174	5.70081379359992	1.09583730004162	0.304163904342179	0.464745986983493	-6.83676925825601	Not significant
O75592	4.31823118208476	4.7804329188546	4.63339238277924	4.48827942118478	4.76330654636666	4.27482118329034	3.90873815466958	3.84769807603494	4.51995855281369	4.37494740188444	4.68525443070323	4.34186976250703	3.86845916776733	4.2552764729891	3.72370920935872	4.02677927759939	4.06102200463037	3.84362493823173	MYCBP2	0.121629126502476	4.09262406475846	0.892373932456923	0.397521128526926	0.55738669834615	-7.03836468994497	Not significant
O75608	5.07199342439564	4.84448765686878	4.96774057352804	4.55538696071789	4.79837924130139	4.71303685996345	4.30554301666343	4.85260233021648	3.83018659182507	4.86848657296692	4.12249505125444	3.39643684192286	5.34075834534828	5.2734241070427	5.18820798066006	4.99626631910391	5.01611990440286	4.9136222872612	LYPLA1	-0.565066265753281	4.62356512925914	-3.9996668765202	0.00372633828427352	0.0281574716832781	-2.5085311725067	Not significant
O75616	3.50879811528774	3.54065657397089	3.45962803400225	4.15323179539342	3.24560864586476	3.47587894920076	4.80580436568148	5.2018027111274	4.83261025625539	5.09575732972381	4.86484921717425	4.97219899096639	5.28205008404302	5.51081807838983	5.32531053864232	5.19371403284575	5.37736061453198	5.44528422347741	ERAL1	0.0989031995441073	4.5816691214428	0.843957781075401	0.4225332791403	0.581440472609865	-7.08139516897021	Not significant
O75643	4.81830356368462	4.74123808966122	4.71015838779884	5.01920779902138	4.62310500263157	4.76447994970919	5.32674833085215	5.11860360451538	5.19727954948803	5.26158513245299	5.33572298302516	5.3355984930081	4.93245122123562	4.5485453830254	4.6280579190823	4.86279405470565	4.64941356486241	5.00685835749547	SNRNP200	0.00981122814678813	5.03073998599753	0.0860140499533141	0.933510154349006	0.959048024297681	-7.45901859315459	Not significant
O75663	4.76523793226813	4.68413860175904	4.85365450284176	4.53328276610336	4.88131484677826	5.02195029541279	5.09139186318336	4.85026712207715	5.42735038378425	4.90786152358788	5.32987869791025	5.60951636763543	5.9709046247489	5.21894214389838	5.42407306276876	5.66008009341163	5.63989098974923	6.07586519026066	TIPRL	0.293265811036163	5.42247771225154	2.30308852689547	0.0493375284606616	0.140422196388037	-5.17696112844398	Not significant
O75676	5.90319149925117	5.78611311083054	5.94938555033845	5.77502297235065	5.09746176639092	5.01943825289805	4.18135686988297	4.42527415238003	4.85778416808572	3.92747190840861	4.45969602923189	3.45785452239099	3.60450355149907	3.16433437151841	3.22414152765375	3.39415677019504	2.8797512513884	2.38798448068497	RPS6KA4	-0.941258221553067	4.0923881961012	-7.0552734384846	9.25992762746573e-05	0.00246977869896918	1.46169677558477	Downregulated (FDR < 0.01, log2FC < -0.6)
O75683	5.28182354000596	5.20702416990769	5.48172786642454	5.76602016271433	5.464651382482	5.60592587696208	4.31825290424516	4.54638952926489	4.5071823881012	4.55975052284253	4.19148743935411	4.81128365081154	5.23755141338084	5.50179633094013	5.37752882022745	5.36470000372247	5.31743518080174	5.28936131926733	SURF6	0.289647663136329	5.09069978411215	2.24199289777878	0.0543346089393077	0.14945346261566	-5.27214450707528	Not significant
O75688	4.40460745527903	4.41055001772905	4.57065559571869	3.91993581956744	4.45670726673313	4.1390018865294	5.30223179517842	5.19812212321618	5.37959073502944	5.72841439663844	5.38447388830703	5.48162116996956	4.63795012291197	4.38992824682383	5.02339613690758	4.63076251718509	4.56825537685134	4.35800641290153	PPM1B	-0.122053301322978	4.72056980712832	-0.904719284142502	0.391316327876978	0.551750880173452	-7.02707567820926	Not significant
O75689	4.39863691462483	4.22475220268867	3.83909427481215	4.23713303860642	3.80644881733066	4.25800183193302	5.4364076575374	5.4356401370503	5.30048583999214	5.47794371383882	5.34734152020179	5.48946403973785	5.22318475782959	5.07178047736832	5.27918537671348	5.13735048398816	5.03817994212899	5.03367194040382	ADAP1	-0.0923638393057107	4.97322785701108	-0.780323977374578	0.457043796152508	0.60809354083396	-7.13486045422898	Not significant
O75694	3.27765818132515	3.69159499773773	3.44142476484872	3.63745589043201	3.85773343103455	3.84089207751027	4.34238339401247	4.81717919456328	4.79069206143936	4.87340255322991	4.86886899331745	4.60227653978248	3.93394729477796	3.74011966065411	3.80979095104743	3.96419482137555	4.03053251360097	4.1616603866248	NUP155	0.350280044600656	4.02646964567219	2.81781375488086	0.0219337236896988	0.084181447469092	-4.36038516290676	Not significant
O75695	4.50411779362287	4.48091712106088	4.40215144860775	4.09038894027403	4.47689980269644	4.39138946107592	5.93903102218863	5.56008509911021	5.89693610369741	5.71912875815344	5.82505129667968	5.84397230570126	6.35080455385663	6.1604598816662	6.36210109385898	6.26900919724605	6.23547542720415	6.30164333004133	RP2	-0.0856494242832084	5.55515974441444	-0.758072298050306	0.469546552666984	0.618567772881122	-7.15270613461205	Not significant
O75717	5.22840961609707	5.30406514739383	5.09666203302921	4.97496427835428	5.09709681576047	4.64995119038016	4.80652997754082	5.08315274448622	4.62398951595122	5.18774302603954	4.56201040431474	4.05092191623844	4.82414029311576	4.62880404430424	4.76836593136732	4.60852415412904	4.51311583023139	3.99787339058909	WDHD1	-0.720111129848654	4.59297106399356	-6.08658495938173	0.000261629972194734	0.00494256799979762	0.340465712490725	Downregulated (FDR < 0.01, log2FC < -0.6)
O75718	4.1722919013796	4.23516060564169	3.97898555169339	4.2800624197188	4.3501864513257	4.34349617459063	5.39303267096387	5.3843680043992	5.25000710198211	5.50956908079458	5.27592755625824	5.21100309434874	4.44371647751953	4.49553557578825	4.55956481983117	4.12052271931033	4.43336629848792	4.4103501875029	CRTAP	-0.0147305311402429	4.66231508438421	-0.119383435570895	0.907833100393638	0.940936891303911	-7.45519285059451	Not significant
O75746	4.3091495430299	4.54096129121159	4.09570945512439	4.55216169740354	4.16438198917742	4.52069974667269	5.21812373343858	4.91875502362141	5.18478569172728	5.51675557349276	5.10216308466343	5.23046363689559	5.21541192926324	5.1345145940183	5.07390958809591	5.39399718267839	5.43258406781145	5.27898353063184	SLC25A12	0.0958205694894658	4.96213868665531	0.823337749961058	0.433513223405757	0.590678969796035	-7.09910985841222	Not significant
O75781	6.40349627564796	6.44791777557602	6.29482967875679	6.22463466940211	6.04967823985016	5.7716074270829	4.55991818956487	5.11470687768757	4.57082903869119	4.97931441505195	4.13570021425037	3.65624522812526	3.2325816583419	2.96847437157875	3.27413387661272	2.68432337829749	2.69404088804214	2.37456946032584	PALM	-0.797858002673577	4.33306970651479	-6.65045407685919	0.000141047425043429	0.00329008450155651	1.00740130668459	Downregulated (FDR < 0.01, log2FC < -0.6)
O75787	5.10275682488948	4.6988108517527	4.7018139803289	5.065969040505	4.49826334347523	5.09536342702176	4.4449927239253	4.08274215919928	4.16992338013657	4.02774256483294	4.45058492792534	4.73228594784671	3.63910786282746	3.54042523904204	3.93400548278578	3.55330402089506	3.61768873948056	4.03509287159306	ATP6AP2	0.225294944939763	4.50826660968396	1.76981300419947	0.113651032839347	0.240191179485037	-5.98040893484803	Not significant
O75792	4.43841606052998	4.24026625561019	4.25825770186429	4.123027896901	4.24685328542357	3.77833752701764	4.79051454653467	4.76837342925952	4.82876259036137	4.56893541533517	4.40851083258899	4.1093062519505	5.0663864224364	4.99445830783949	5.3878751481033	5.28105253510813	4.64160568214995	4.45185080263649	RNASEH2A	-0.651940815965474	4.43913526851761	-5.76870276936034	0.000377141046748588	0.00616800183661947	-0.0540070984862542	Downregulated (FDR < 0.01, log2FC < -0.6)
O75794	4.25871582967277	4.24476663996723	4.52335608573703	3.48114064320478	4.22472036354114	4.48488855359763	3.11061153107384	2.46609945153384	3.28762025166202	1.83324988646196	2.68140408274674	3.99114210813504	5.54305266215538	5.70420168331277	5.66548004431999	5.54973596717518	5.42896131770264	5.48628541386965	CDC123	0.349978684233443	4.47911601641739	1.97532037791122	0.0826299413336671	0.196589638694068	-5.67929444998384	Not significant
O75821	5.23154810353333	5.48378606873386	5.44724093603828	5.03074477895208	5.25181861768108	5.40957488714334	4.58170093688022	4.29095133972044	4.73893974561816	4.18459089883972	4.55531145303986	4.60460819172739	5.36313312208345	4.95329325411415	4.95168641115263	5.05751598944205	5.01030851382423	5.40784189569055	EIF3G	0.0818809373547586	5.09973452284305	0.71136338676935	0.496514518993658	0.641879613108668	-7.18869773608579	Not significant
O75822	5.35875882076534	5.47641256097536	5.47317737325776	5.16155674176793	5.82940259147669	5.4367036958703	5.00720040102813	4.95401523502075	5.02497112617397	4.82204243833858	4.92208359829814	4.97219899078056	5.20640528057323	5.19385271108756	5.19832934660068	5.2704958631887	5.20710144006365	5.08248892037554	EIF3J	-0.0269909651134339	5.17729268489885	-0.232243471138757	0.822017473388587	0.889810591622652	-7.43310428219071	Not significant
O75832	5.44056956498127	5.47524994222127	5.26786998857326	4.93247211867408	5.21223424997452	4.80297874866413	5.44183009575329	5.41037588656816	5.32440646843357	5.51685680854132	5.32694767787739	5.07273233848995	4.80797881202082	4.8789253455454	5.03153435460379	4.66990562685893	4.62101798685809	4.76249666328675	PSMD10	-0.35072357410485	5.0547643705327	-2.49280249090933	0.0365609760594592	0.116000840222317	-4.87829585068247	Not significant
O75843	5.37745800702363	5.7582158100149	5.84597897968166	5.54742507592816	5.60909589586506	5.16751910593895	5.02631710103669	5.02538545117764	5.13176542004027	4.87452578258938	5.04224870018386	4.85376908749257	4.77553364955046	4.78341523552194	4.71458208094967	4.63578102000043	3.94338295941902	4.35315549884837	AP1G2	-0.268288355110297	4.92562540831511	-2.25554907059761	0.0531842214069193	0.147745422833979	-5.25107514048226	Not significant
O75844	4.54672403188758	4.65434528546384	4.52759168021679	4.46462795747788	4.41838033217527	4.97086575063136	6.01521523985002	5.8543187968096	5.82703119021243	5.71750898101048	6.14087640103556	6.08257673088527	6.26783898533176	5.86779337926372	6.0015422790276	6.26827730725169	6.27542224222789	6.53319416252817	ZMPSTE24	0.252286128991812	5.73606915018569	2.04195291337608	0.0744445344925646	0.18372382130869	-5.57904776954905	Not significant
O75874	5.47889988116907	5.54421460383984	5.68460143736088	5.39653659521692	5.29982760705566	5.24704844770694	5.579903290837	5.37148802944626	5.24949053171506	5.36307084980792	5.13251337154399	5.08064988916673	5.64332637191369	5.95508426923901	5.90224510196946	5.37917705344281	5.18778535196118	5.23962479411463	IDH1	-0.378268804310488	5.37824211248468	-3.178321845209	0.0125550796346326	0.060478565422944	-3.78511635787044	Not significant
O75879	4.81732339095622	4.70245600781641	4.86095839168813	4.85509267113061	4.60478491630372	4.7735136073311	5.36317359156063	5.42014662666732	5.21090989246331	5.20827290828292	5.12107974623834	5.09304808408991	4.02430582713936	4.09378649574526	4.23420375531368	3.6923989577881	3.7522499469746	3.88281792501353	GATB	-0.15180773107389	4.65903040434846	-1.29597723327636	0.230128031995971	0.384728189626455	-6.60913074409454	Not significant
O75886	5.06703148177619	5.24328362822397	5.23420210936997	4.98909261312265	5.03343869529252	4.99379424162832	4.63203040093674	4.70181038649969	4.68678317833671	4.81236222133003	4.64144339998096	4.51066129260768	4.36974771766198	4.51932983732748	4.17028363948893	4.20363403730272	3.89365840386287	3.82997317983332	STAM2	-0.24479362876853	4.5672063857407	-1.82414295723953	0.104520613797657	0.228296424640988	-5.90212036625985	Not significant
O75909-4	3.86182078013899	3.53636626279011	3.43222686153939	3.84417185953225	3.75493506924125	3.23873073484737	3.45587492525871	3.55263371391051	3.54359583764373	3.83009367417175	3.30279861179451	3.67831064088758	3.56480565705284	3.48566469642298	3.60748504071357	3.80561008302701	3.64361496947724	3.95444626596217	CCNK	-0.00367124025114061	3.62566483402461	-0.0192050256672301	0.985134793719773	0.990624722033572	-7.4629456664981	Not significant
O75915	5.68463585943651	5.55438319595645	5.67232231595891	5.49668315160773	5.5063481903737	5.65637570578718	3.71377850848985	3.52491727103357	3.18238398042285	3.4679916505679	2.96521430374824	3.47782876663664	4.21444977270274	4.27424190706974	4.35056822115624	3.84439532347632	3.92498938676428	3.73234030958655	ARL6IP5	-0.248773119539577	4.41323482043991	-1.91606271725419	0.0906311942107723	0.209584636612411	-5.76744972321667	Not significant
O75934	4.701709697739	4.65740982226527	4.73486754173911	5.1864037323821	4.62802734004445	4.8046198004751	3.89394633868028	3.88209205312108	3.47486141035918	4.23050495417854	3.78289299259897	3.82248146472007	5.25017192121229	5.39216717449541	5.37876586267569	5.42883169943819	5.52172360988847	5.21283383149847	BCAS2	-0.0019642869793103	4.61429384238753	-0.0169882099477187	0.986850471517216	0.990831328343272	-7.46299050844227	Not significant
O75935	4.89406500291753	4.70971921187203	4.64206089200656	4.30686585669759	4.54656434313566	4.26643543808519	5.04647778745233	4.87115109199163	4.93480341699626	4.71734507880455	4.95273025252092	4.85623810495052	4.52367128754361	4.15421750157174	4.17532423940956	4.2006963366573	4.17730140534202	4.23258909705718	DCTN3	-0.369650479273527	4.63657945300106	-2.84134639835074	0.0211421043955548	0.0822682792980246	-4.32276527766932	Not significant
O75937	6.16529002747786	6.06768130007844	5.98005637320981	5.65905027248588	5.72277584997328	5.6756964303551	5.61370332772669	5.39757723333933	5.53641536138252	5.35243740524763	5.2547748602643	5.46580707305665	6.07716934877412	6.87671579183111	6.71590433005165	6.18625339376327	6.2968750276211	5.30470953996131	DNAJC8	-0.46998322020187	5.71706262455862	-3.27476252229263	0.0108382850025414	0.0560456858203709	-3.63213108132115	Not significant
O75940	4.2388116576883	3.83548746324273	4.17622858103489	4.22626782959729	4.07991084652603	4.13458957252596	5.41134245920688	5.39260795349911	5.33999057817185	5.3089644888116	5.06621836089313	5.30793185503609	5.74668858816592	5.41714076675249	5.45130659572777	5.64929964107415	5.42196502186435	5.53055050264563	SMNDC1	-0.141256924951141	5.06165243921146	-1.2380228980144	0.249842328765468	0.407371195395856	-6.67777158954306	Not significant
O75947	4.52568903618666	4.41365343772554	4.38439749846181	4.82627160335475	4.44407890191002	4.60323915892471	5.11011696867352	5.21643317258147	5.11116525849771	5.4622243873647	5.1592228364649	4.99798656219795	6.09547897729101	6.25786888549002	6.11855592838098	6.08665284785777	6.12579577841141	5.8341296555444	ATP5H	-0.0986432018280437	5.19444005980304	-0.805047183850338	0.443415847425546	0.597157457530732	-7.1145121166473	Not significant
O75955	4.60328869712678	4.81281856474846	4.55185636012292	4.73764740328317	4.63219779373322	4.65023720384872	3.64080157353182	3.91024191575963	3.854563376294	3.69711195003236	3.82304274321437	4.37005353636509	3.3910043306911	3.87888920912405	3.50074145691601	3.45705313200283	3.64645634303706	3.38282595704966	FLOT1	0.25600736530459	4.00636854976886	1.5774336656372	0.1522763756069	0.291772412546792	-6.24851769931564	Not significant
O75964	4.64253901833247	4.67859723568491	4.58183011961049	4.7992212583229	4.51177563861246	4.27239788595555	5.19894856996299	5.07114202066054	5.3111853688551	5.04857790979237	5.13599706049993	4.82370419487915	5.73783307366212	5.41157182899642	5.51557535534557	5.6875846058364	5.43194029229538	5.39115268923072	ATP5L	-0.364021963964054	5.01109590533717	-3.23057670389735	0.0115921091779487	0.0576696093943014	-3.70215265714198	Not significant
O75976	4.52621035435936	4.71694658802913	4.1538745945591	4.6391588034112	3.88273496301004	3.58558042173088	4.9593917503218	4.92320930718272	4.9861752783561	5.27955559728608	4.79899140260818	4.65391838731487	4.59675665566753	4.29009279847782	4.50810576567731	4.64650165021683	4.44508823875326	3.42578444742772	CPD	-0.805691834625074	4.29127366947036	-4.73558625895008	0.00136042040051652	0.0151659367560806	-1.4336712473082	Not significant
O76003	5.06496009627264	5.08110279844918	4.96803893322466	4.96231354667344	5.15284324891567	5.3151106088107	5.24815359949633	5.25237966061523	5.46824060981774	4.99864829138561	5.26399442876342	5.37561654568312	5.73781902466722	5.14509867963464	5.15199269232274	5.49149215212964	5.43463222101868	5.93436859745317	GLRX3	0.191387677170266	5.4460047453972	1.67959373354252	0.130474746390394	0.264025276524078	-6.10802089172375	Not significant
O76021	4.1688975652749	4.40645703490522	4.07049200167112	4.43313974844032	4.18372115292422	4.53767761059895	5.39550051844193	5.33516293489699	5.56011470600664	5.44404393252012	5.38632921648656	5.73255225651969	5.42404548810948	5.46666437713065	5.46605221753615	5.6465930504397	5.68585115875355	5.41094533764725	RSL1D1	0.230910544313192	5.11160312943203	1.80785687387458	0.107182550570886	0.231635199924593	-5.92569565755072	Not significant
O76031	4.9315184687933	4.99207181125487	4.94822130208801	5.168164400145	4.76810362437866	5.28411271119415	5.28832371139516	5.42148299093971	5.30174343075516	5.25771239846389	5.57701682570984	5.57182310414664	4.32713668063528	4.18953130760096	4.36787159746627	4.18026561936333	4.31271282812207	4.47988282991346	CLPX	0.26294659481017	4.980466251013	2.26207026120486	0.0526394515237865	0.146706835026033	-5.24092919562891	Not significant
O76071	3.42128684281933	3.20588319395754	3.8055315282898	3.32778923270535	3.41058059813416	3.5720555664071	5.11227956291335	4.96369935888402	5.11321279249896	4.95215008868482	5.11887006849221	5.07757267824438	4.13197458369696	4.22134787345232	4.24260115970304	3.96539506263619	4.54447596827406	4.30334959346742	CIAO1	0.0958122828964195	4.26975313792476	0.81795085312433	0.436413817567113	0.592937038619199	-7.103676645841	Not significant
O76080	4.6895023694663	4.88047003261282	4.83924268359287	4.59450759318743	5.08656394498497	5.31835839026833	4.09207879347402	3.97874628807278	3.84653123035495	4.14920400386144	3.87848156523266	4.3304463048871	4.06540238080303	4.55255442080009	4.39694140830998	4.17028620568261	4.32887680788797	4.4033612342224	ZFAND5	0.40172746187816	4.48319157885353	3.17480746969114	0.0126227786014853	0.0606480797054144	-3.79070163734052	Not significant
O76094	4.70141228370437	4.79323736018921	4.63346766570389	4.63447570105426	4.56547905931667	4.31887513099614	4.89746598067038	4.9625394726179	5.00945151417706	4.65553230363967	4.90212517018635	4.89266431546326	5.47424905319829	5.44885353573036	5.41028531252214	5.48008046281086	5.38399974827679	5.32904711261471	SRP72	-0.17751358616631	4.93561897944119	-1.41990311802377	0.192369758506858	0.339774075519109	-6.4555930538013	Not significant
O94759	4.9329135937753	5.13105426746503	5.10519149598695	5.27891814202838	5.33833623282878	5.70215283611792	3.85900376258658	4.28440443136677	4.49629152279489	4.36452015574224	4.65119641832799	4.9436285673471	3.90755584570894	3.72279867000861	3.47885767176886	3.8359196216481	4.12241143776139	4.27705771374517	TRPM2	0.741121971713122	4.60371871988017	4.87861278373454	0.0011288213253708	0.0135332433756745	-1.23357431680773	Not significant
O94761	4.10583998475126	3.74109033876575	4.13084795817148	4.27057700416944	4.03580458541222	3.43264816735244	3.20454112643937	3.16976877895165	3.26382229600559	2.79863525967349	2.79551798687929	3.21211315889188	4.70840103676874	4.5771956107201	4.40554544032973	4.57470937935323	4.58958742338913	4.1225232338401	RECQL4	-0.417165862624983	3.79767778467397	-2.70482320940563	0.0261812487906947	0.0942700669544142	-4.54091347785399	Not significant
O94766	4.4270453572724	4.19421450844181	4.8326921233854	4.94639252265392	4.51858238903339	4.52775832742753	2.33271479489033	2.07072524540541	2.38706237419041	2.37693990289586	2.1943505802934	2.31063181815349	5.34446137400821	5.42507568951924	5.49281520399793	5.42342063398387	5.17171370603067	5.21061922703545	B3GAT3	-0.0184040511848241	4.02553848313124	-0.156708582500475	0.87924898678745	0.926701896434066	-7.44944673091763	Not significant
O94768	3.67989798284978	3.45087866334453	3.82462224014852	3.93445863384281	4.14371048643309	3.49002563714313	4.24788768244732	4.72851281338556	4.76463636859924	4.9135895408377	5.07102758569949	4.71271174339185	3.50227422834524	3.40010354380462	2.93427113839863	3.5225442106288	3.61768873948056	3.91662844483184	STK17B	0.22976864390816	3.92490428650153	1.50130976948721	0.170611751019291	0.314797649447477	-6.35013079765498	Not significant
O94776	4.72815894428421	4.86100384254502	4.87443954673963	5.31045394984627	4.82350391888775	4.62316734339149	5.09573066279937	4.90080190017631	5.20918670548951	5.01284778835565	5.05862678574438	5.13792367570058	4.83145153497957	4.9222029374204	4.69817874193263	4.84069356343183	4.72602739179469	4.73646524497692	MTA2	-0.0525949593313876	4.85881623435536	-0.457336291474424	0.65925497069069	0.773093533935639	-7.34771612266424	Not significant
O94804	4.95453273555224	5.09410069266994	5.13241534345536	4.89064014268249	4.92604130080941	5.12388507373335	4.62396673291418	4.79550836722593	4.75870120715716	4.87772244428836	4.75627973260164	4.76069396306835	4.47683699174403	4.86331660318667	4.76036880851263	4.70134515642016	4.74866665913066	4.73175328072189	STK10	0.186998619104379	4.77861146295567	1.64136936579695	0.138273709548614	0.274308194058161	-6.16111383857934	Not significant
O94819	4.98763372327314	5.2231802141321	5.00350904594001	4.5518413882721	4.8883832993115	4.74217996868273	2.83490103339318	2.08455357191474	3.22989743467141	2.28780205338852	2.91727466835015	2.28531006901441	2.68447741973269	3.627597896258	3.15653207058171	2.98680861842937	2.53876533141098	3.20892108006783	KBTBD11	-0.0902003528780144	3.457237215694	-0.465849185145674	0.653398499320112	0.768114587532709	-7.34343479206007	Not significant
O94822-3	5.65947471153117	5.92120937417893	6.0661391899173	6.00662588305173	6.21686458354888	6.17404926453001	2.18700202616395	2.60320285024923	2.88931562540373	2.36958448788498	3.18466462050607	3.33566665272459	2.51245339922561	2.9630965460735	2.86589368688685	2.86750700630899	2.50493233202403	2.85683058800935	LTN1	0.669205456114405	3.78757944036411	4.05589890643905	0.00344056559442727	0.0268001951565914	-2.42383207737756	Not significant
O94826	5.218541229892	5.23359212696612	5.45393396557495	5.60226450616286	5.41332731889649	5.42486908864618	5.10380311534575	5.13793311251164	5.27628915948641	5.25464520548741	5.22046170816343	5.1667989390828	4.8787404188468	4.85797091577118	4.85817756390674	5.11129418826176	5.15404617692786	5.30216270054749	TOMM70	0.230915321397306	5.1824859153935	1.8641479119999	0.0982442802927848	0.219502577312146	-5.84383681380875	Not significant
O94829	3.72399831080939	3.88689421147895	4.11903796913282	3.94721612594957	4.25399124133488	4.02986955512589	2.73026005997553	3.19142896111864	2.88179421539834	2.5655479787509	2.81756643609635	2.87738325079756	3.07008815649146	2.70216966188807	2.64854575958091	3.22708833620585	1.90722100675802	3.23884311827524	IPO13	0.207249798974103	3.27840707524584	1.79856409602199	0.108729889620474	0.23374387020578	-5.93910699817385	Not significant
O94830	4.31067439620083	4.08763203084388	3.61321267839661	3.63770487109633	3.4228375538068	3.66300208119659	2.5356371081895	2.39078562705128	2.45242410042868	2.4436898339742	2.75050076872056	2.52700885880588	3.20055975059963	2.82463054719506	2.78885261090262	2.46021642106752	2.26254312045931	2.7658021045846	DDHD2	-0.363686070134297	3.16711404992951	-2.49481938905325	0.036444749415355	0.115872778056431	-4.87510051847316	Not significant
O94842	4.03525330609171	4.1993480400833	3.85312294192648	4.5614692336357	3.76680761478769	4.29969632631442	5.00359603842527	4.95401523502075	4.88583671551515	5.12728544593383	4.77779056946035	5.20533003291757	4.77562640507727	4.82787796561252	5.05425958273827	4.91836245720693	4.94124002211446	4.60840426603114	TOX4	0.0996516252229594	4.65465106247623	0.762446246407318	0.467071255377677	0.617176239440865	-7.14923358531446	Not significant
O94855-2	5.76241877291069	5.819726727992	5.8239028055068	5.76675234462492	5.87518092743716	6.16457759356299	4.05015569813378	3.84030489112932	3.8968775007614	4.00814997584013	4.37580178585261	4.07555961886556	3.51930625853685	3.42263963411078	3.67021852317727	3.90947186605252	3.67809635600527	4.1951237588301	SEC24D	0.367793413892442	4.62785695013999	2.51933827396579	0.0350612949915616	0.113315570861282	-4.83622869855267	Not significant
