"","logFC","AveExpr","t","P.Value","adj.P.Val","B","Significance","GN"
"ISG15",0.98983974682412,4.42878379152136,7.92293557482074,2.62022673484935e-05,0.00501487690706691,3.09239637789938,"Upregulated (FDR < 0.01, log2FC > 0.6)","ISG15"
"MCL1",1.12920480988494,4.83543914582252,7.89746890370317,2.68737578896875e-05,0.00501487690706691,3.06702996067788,"Upregulated (FDR < 0.01, log2FC > 0.6)","MCL1"
"IL4I1",1.86889906930056,3.67373605877693,7.76650686985147,3.06393331396666e-05,0.00543658921688802,2.93540752680752,"Upregulated (FDR < 0.01, log2FC > 0.6)","IL4I1"
"KDM4A",-0.930076584965374,4.14365544192393,-7.73382518125778,3.16669921766543e-05,0.00543658921688802,2.90225131661455,"Downregulated (FDR < 0.01, log2FC < -0.6)","KDM4A"
"SP140L",1.52444078812338,3.22845388810035,7.50312361816622,4.00944327200995e-05,0.00638150227586818,2.66461619573589,"Upregulated (FDR < 0.01, log2FC > 0.6)","SP140L"
"PLIN2",0.928941936549832,5.10764504246944,7.50191549753295,4.01445856124047e-05,0.00638150227586818,2.66335503826064,"Upregulated (FDR < 0.01, log2FC > 0.6)","PLIN2"
"IFI16",0.947902135308302,4.10288923473871,7.35546130918361,4.67663832640123e-05,0.0071686184631836,2.50915782281146,"Upregulated (FDR < 0.01, log2FC > 0.6)","IFI16"
"CLEC11A",-0.866590568290247,4.7672125074285,-7.30379708267434,4.93810742654135e-05,0.0073083989912812,2.45413471736192,"Downregulated (FDR < 0.01, log2FC < -0.6)","CLEC11A"
"IRF7",1.55023078240907,3.61882351605985,7.08002494678114,6.27114873798976e-05,0.00884508686497407,2.21196441661594,"Upregulated (FDR < 0.01, log2FC > 0.6)","IRF7"
"ZNFX1",1.06476997535973,3.59185759182084,7.03838834527194,6.56029193035163e-05,0.00884508686497407,2.16620454613192,"Upregulated (FDR < 0.01, log2FC > 0.6)","ZNFX1"
"DDX60",0.86329719185669,4.06815422652411,7.03357351027732,6.59465935878775e-05,0.00884508686497407,2.16089856411407,"Upregulated (FDR < 0.01, log2FC > 0.6)","DDX60"
"PARP9",0.935158338479903,4.40290727666044,6.83260673201606,8.22100410286013e-05,0.010469391203405,1.93675301222075,"Not significant","PARP9"
"HELZ2",0.799852669960899,3.44136228020471,6.82468296096042,8.29355314342431e-05,0.010469391203405,1.92780715498267,"Not significant","HELZ2"
"IFIT5",1.04161441168616,3.77005870028112,6.53003093710724,0.00011558728319176,0.0141743034131152,1.5891984504088,"Not significant","IFIT5"
"DAPP1",1.08335356123454,3.94565649747844,6.48921138267185,0.000121126269911051,0.0144409430682841,1.54136293987793,"Not significant","DAPP1"
"DDX58",1.5257563662554,4.05778705478259,6.4409618598159,0.000128050293527136,0.0148538340491478,1.4845253279123,"Not significant","DDX58"
"ITIH2",0.781999449183072,4.25465800782517,6.34919404387067,0.000142442949486438,0.0160885562946261,1.37553520097332,"Not significant","ITIH2"
"IL1RN",0.908889787428983,5.02487214160966,6.30090980600964,0.000150717417048175,0.016246104620222,1.31771862278493,"Not significant","IL1RN"
"PYCARD",-0.802702881154087,4.83640746789001,-6.29701013091197,0.000151408244363672,0.016246104620222,1.31303483003028,"Not significant","PYCARD"
"ICAM1",1.54398263010948,3.00292559030501,6.25431173896212,0.000159202469492699,0.016665780464943,1.26161128548524,"Not significant","ICAM1"
"EEF2K",-0.827343046057999,4.53048405169841,-6.23240263497373,0.00016337083221178,0.0166949431393562,1.23512558489083,"Not significant","EEF2K"
"ACSL1",1.40124569973373,4.03027807559322,6.13224501217768,0.000184003194275677,0.0183660862751443,1.11318085556425,"Not significant","ACSL1"
"IRF8",-0.800131179242258,4.24509342713656,-6.0061077634733,0.000214126009715615,0.0208870189477141,0.957568769010815,"Not significant","IRF8"
"GC",0.995174405425006,3.81051857386297,5.98050466470915,0.000220873617173129,0.0210664347757127,0.925703548044265,"Not significant","GC"
"HIST2H3A",0.693463211538669,3.81926600564561,5.81727486302947,0.000269730087695793,0.0251669899215292,0.720313119965234,"Not significant","HIST2H3A"
"PARP12",1.00089361831596,3.4659381668577,5.62331461217148,0.000343609470232463,0.0313781243880369,0.471175265961921,"Not significant","PARP12"
"UXS1",0.740505133536413,4.55630137315753,5.59935032771297,0.000354167613891371,0.0316684874754534,0.440007254014597,"Not significant","UXS1"
"DDX60L",0.663426908821492,4.67002807399036,5.56978438768025,0.000367681686872147,0.032205914286842,0.401436008066418,"Not significant","DDX60L"
"HBA1",1.01736065367611,4.52090406144847,5.45511841190543,0.000425638220423119,0.0362664444292155,0.250610892654803,"Not significant","HBA1"
"GBP2",0.840700440199053,3.73076075019435,5.44548820210009,0.000430938645361135,0.0362664444292155,0.237854339532706,"Not significant","GBP2"
"OASL",1.08922024439869,3.79174695304039,5.39197392901242,0.000461726902300434,0.0374350530588665,0.166713855412701,"Not significant","OASL"
"VIM",0.81768338459545,4.83764253028624,5.39106695893271,0.000462268828546115,0.0374350530588665,0.165504448757289,"Not significant","VIM"
"PML",0.947755885366736,3.55021218003968,5.36114273811919,0.000480541179788833,0.0381941248824754,0.125532443323205,"Not significant","PML"
"TJP2",0.77196472247659,3.58324810934131,5.30218541119038,0.000518873010669109,0.0403827686988717,0.046384720043088,"Not significant","TJP2"
"ZFAND6",-0.640239750626841,4.12317225466734,-5.29044376853438,0.000526895397748559,0.0403827686988717,0.0305595786926656,"Not significant","ZFAND6"
"ST14",-0.6253294218177,4.98794092747113,-5.26706040354679,0.000543274780782567,0.0409076378792768,-0.00101790210082342,"Not significant","ST14"
"TAP1",0.674879428734103,3.8855876050407,5.23180105929109,0.000569024020434927,0.0416751273175928,-0.0487888293678918,"Not significant","TAP1"
"CD99L2",-0.626777116803724,4.78463960682802,-5.22666016534097,0.000572887351290302,0.0416751273175928,-0.0557695992459477,"Not significant","CD99L2"
"SSBP1",0.725378265777712,5.0317770568469,5.13751239345271,0.000644595901740648,0.0459161921748128,-0.177456534896176,"Not significant","SSBP1"
"IFI44L",1.27404115397768,2.9672537621366,5.12825231899462,0.000652583346380145,0.0459161921748128,-0.190165314399412,"Not significant","IFI44L"
"PHF14",0.63102273261619,3.78992375531158,5.11554106401079,0.000663722356813781,0.0459467154103991,-0.207631662245297,"Not significant","PHF14"
"APOL2",1.27400791545997,3.95394027468078,5.09900361290919,0.000678522880773511,0.0462257175282525,-0.230392026866888,"Not significant","APOL2"
"GTSF1",-0.621866008448348,4.0943329725997,-5.07354203748479,0.000702011866393767,0.0463308437234003,-0.265515274403866,"Not significant","GTSF1"
"SAMD9L",0.613730908996199,4.02249580492538,5.06837856770118,0.000706881598636634,0.0463308437234003,-0.272650008198883,"Not significant","SAMD9L"
"MYD88",0.634971883251589,4.9099434807335,5.06252109360843,0.000712450066576053,0.0463308437234003,-0.280748566479246,"Not significant","MYD88"
"EIF4A2",-0.600224719211467,4.86011189610008,-5.03811290884944,0.000736169221730925,0.0471587805920766,-0.314551097140207,"Not significant","EIF4A2"
"GLTSCR2",0.868926199210717,4.19717505296194,5.01375472304812,0.000760692023750191,0.0480130906755268,-0.348373946430514,"Not significant","GLTSCR2"
"RET",-0.611530620360374,3.83812726403978,-5.00126576758109,0.000773606123655728,0.0481205432279766,-0.365750318069572,"Not significant","RET"
"HIST2H2AC",0.725168248550649,6.29979476394411,4.95924229863699,0.000818827120321405,0.0492547553399769,-0.424391764253511,"Not significant","HIST2H2AC"
"LACTB",0.623458702959752,4.90700205123822,4.95367577288659,0.00082502798483777,0.0492547553399769,-0.432179489024901,"Not significant","LACTB"
"NFKB1",0.590365268694092,4.48529633868606,4.95256799799563,0.000826268029934374,0.0492547553399769,-0.433729853339012,"Not significant","NFKB1"
"POLR2H",-0.846305604260387,2.97333224275145,-4.79376265420671,0.00102665938324369,0.0603619462038617,-0.657889353303509,"Not significant","POLR2H"
"DENR",-0.567546063732637,5.33413017877543,-4.77775409025823,0.00104959372965039,0.0608764363197226,-0.68069551419909,"Not significant","DENR"
"FKBP1A",-0.607027472529703,3.91058371366304,-4.76182268883704,0.00107296587557517,0.0611992396699043,-0.703429691369533,"Not significant","FKBP1A"
"UBE2E2",-0.668420719135711,3.80875710668434,-4.75464582156076,0.00108367712369821,0.0611992396699043,-0.713683466271285,"Not significant","UBE2E2"
"TMSB4X",-0.635200031900023,5.98325074454349,-4.74515991412649,0.00109801142188001,0.0612034418533635,-0.727247991654583,"Not significant","TMSB4X"
"HERC5",1.09148356022151,2.56249348183706,4.73393583505756,0.00111523628028448,0.0613665912177049,-0.743315333369679,"Not significant","HERC5"
"NUP160",0.574366840735926,4.4848108304931,4.72235044247224,0.00113332088755607,0.0615723196125399,-0.759919536251218,"Not significant","NUP160"
"PLSCR1",0.841908318500856,4.12762053626338,4.68445829865831,0.00119470651477238,0.0633561029920385,-0.814365703112381,"Not significant","PLSCR1"
"DBI",-0.616540183771384,5.33184559615195,-4.68387635981214,0.001195676687408,0.0633561029920385,-0.81520353336844,"Not significant","DBI"
"SAP130",0.633458331876912,4.46445389497613,4.60793358012999,0.00132985039925564,0.0696063160195755,-0.924968909901231,"Not significant","SAP130"
"ENSA",-0.644104240916071,4.84040102609048,-4.55892748761716,0.0014249598079587,0.0736858734428765,-0.996250613837965,"Not significant","ENSA"
"PMM2",-0.571970828482041,4.35134527618073,-4.51402559929546,0.00151853034680619,0.0775389368719297,-1.06187013232421,"Not significant","PMM2"
"SIPA1",-0.613700962916965,3.95121616828567,-4.50615348913469,0.0015356033630275,0.0775389368719297,-1.07340457827283,"Not significant","SIPA1"
"PAIP1",-0.645791058642291,5.26846336339475,-4.42777934816742,0.00171725374924253,0.0847965059573707,-1.18872812183404,"Not significant","PAIP1"
"RRP12",0.533569494365346,4.75699913514552,4.41872904300682,0.00173966819087716,0.0847965059573707,-1.20210194079219,"Not significant","RRP12"
"GGCT",-0.562069791402894,5.13349564673293,-4.41851548408223,0.00174020087001228,0.0847965059573707,-1.20241766232316,"Not significant","GGCT"
"ZEB2",0.529736020079282,4.45947656906737,4.41127605365473,0.00175836184301165,0.0847965059573707,-1.21312414790779,"Not significant","ZEB2"
"OAS3",0.516857728502386,3.95048390122137,4.34630682124236,0.00193072400961745,0.0920740827697568,-1.3095408741325,"Not significant","OAS3"
"NAB2",0.675988764171573,4.71733003776124,4.33405922559745,0.00196519588941691,0.0926881401909601,-1.32778348351735,"Not significant","NAB2"
"HOMER3",-0.509902373046227,4.53888874701217,-4.29050475848299,0.00209321345301747,0.0976529580472934,-1.39282720150394,"Not significant","HOMER3"
"REPS1",-0.510290453791481,4.84712364963809,-4.26951621564299,0.00215805974388571,0.0995956174274995,-1.42426542654739,"Not significant","REPS1"
"TYMS",-0.5064385594081,3.85897871552051,-4.24475926028796,0.00223731823472173,0.101535374701283,-1.46142643289498,"Not significant","TYMS"
"TBCA",-0.511406813572014,5.25867691758806,-4.24167603487192,0.00224740461244685,0.101535374701283,-1.46606035580588,"Not significant","TBCA"
"RXRA",-0.578378230688268,4.52591405501737,-4.22484526369685,0.00230332670628788,0.102977898160287,-1.49137905095931,"Not significant","RXRA"
"BARX1",0.532640943246689,5.02453929609442,4.2067969339068,0.00236494799358905,0.104642853489528,-1.5185722796693,"Not significant","BARX1"
"PIK3AP1",0.491274600559476,4.44834168877718,4.16946540370299,0.00249805719192697,0.108481156138841,-1.57495939015229,"Not significant","PIK3AP1"
"PKIB",-0.504652860817987,5.14389071664973,-4.16712175416444,0.00250667598079286,0.108481156138841,-1.57850560168675,"Not significant","PKIB"
"PGM3",-0.574102509113634,4.70297975118473,-4.16148911590408,0.0025275199473169,0.108481156138841,-1.58703144487405,"Not significant","PGM3"
"MAK16",0.513191257183863,4.75254486579897,4.12022093015272,0.00268598582357017,0.113430832755442,-1.64962616942193,"Not significant","MAK16"
"CD40",1.06487909475127,4.13215877948655,4.11777605508975,0.00269570012606131,0.113430832755442,-1.65334159723621,"Not significant","CD40"
"PRC1",0.494641264697184,4.73046418593785,4.1034376260863,0.0027534297354144,0.114735149751443,-1.67514728762405,"Not significant","PRC1"
"PARP4",0.559886279985176,4.68562842766721,4.07613052931708,0.00286704554600347,0.118320764263912,-1.71675014807932,"Not significant","PARP4"
"USF1",0.539426148690145,4.41388150173804,4.05773055945056,0.00294640825576403,0.119805628347907,-1.74483760627974,"Not significant","USF1"
"TMOD2",0.667918591305669,6.39336664399046,4.05489319423902,0.00295885289023255,0.119805628347907,-1.74917273009372,"Not significant","TMOD2"
"SH3BGRL",-0.51227129683215,5.19407015667318,-4.04760532803665,0.0029910742447361,0.119978417368293,-1.76031239801979,"Not significant","SH3BGRL"
"ABCA1",0.773459464231038,4.37058643655598,4.03680997516054,0.00303949053861545,0.120791605479051,-1.7768258951374,"Not significant","ABCA1"
"TNFAIP2",0.648980640532646,4.13227644927407,4.01519691056071,0.00313894502776646,0.123599560175905,-1.8099319098522,"Not significant","TNFAIP2"
"NUP153",0.592969331293662,4.26940347971145,3.98984757449303,0.00326001719247352,0.125790770441889,-1.84883656859841,"Not significant","NUP153"
"ITGA4",-0.516191157359367,4.84947956483369,-3.98518507996078,0.00328282107873233,0.125790770441889,-1.85600110789413,"Not significant","ITGA4"
"PSMB7",-0.517393701781391,5.42290080458736,-3.9744124864359,0.00333615932065224,0.125790770441889,-1.87256503981754,"Not significant","PSMB7"
"LRRC20",-0.567908509934164,3.54969726706068,-3.97382554130784,0.00333909176682814,0.125790770441889,-1.87346794296372,"Not significant","LRRC20"
"CALM1",-0.632717470507373,4.38101279273988,-3.97341706766453,0.00334113416364757,0.125790770441889,-1.87409632713613,"Not significant","CALM1"
"PAICS",-0.464411309256157,5.3761660776505,-3.95387818330812,0.00344039571114572,0.127560052857762,-1.90417863137887,"Not significant","PAICS"
"SLC2A1",-0.489257088748207,4.6767447780549,-3.9480468948447,0.00347062273413214,0.127560052857762,-1.91316572011824,"Not significant","SLC2A1"
"NUDT2",-0.473558297040057,3.91828897677235,-3.94676803656343,0.00347728941853639,0.127560052857762,-1.91513723714269,"Not significant","NUDT2"
"PSMA4",-0.504980981749857,5.27475398274928,-3.94045045099384,0.00351042292643151,0.127684196612238,-1.92487952568631,"Not significant","PSMA4"
"ARID2",0.5624121200026,4.25257247776136,3.92437395660876,0.00359625831835617,0.129226413014197,-1.94969301779262,"Not significant","ARID2"
"SAMD9",0.516691345903436,4.27418375452313,3.9194587403439,0.00362294379311145,0.129226413014197,-1.95728577866052,"Not significant","SAMD9"
"PAXBP1",0.606203232280509,4.36346821742281,3.90937373998532,0.00367835646195884,0.129226413014197,-1.97287373407454,"Not significant","PAXBP1"
"CMTR1",0.691293561352116,4.16873796648436,3.90732293924708,0.00368973426898188,0.129226413014197,-1.97604507720161,"Not significant","CMTR1"
"OAS1",1.65803917835013,3.21430160224428,3.90487460806544,0.00370336644938168,0.129226413014197,-1.97983182417108,"Not significant","OAS1"
"TMEM126A",0.478773468601949,3.8317754262256,3.89888710894033,0.00373692998042016,0.129345995773898,-1.9890955236379,"Not significant","TMEM126A"
"EFR3A",0.457360045993596,4.32134178571277,3.88542799461162,0.00381355895584748,0.130506876195776,-2.00993483716831,"Not significant","EFR3A"
"PSAT1",-0.472811584985414,5.56944760553009,-3.8823557634352,0.00383128294516956,0.130506876195776,-2.01469474233986,"Not significant","PSAT1"
"GHITM",-0.537785829173297,4.0712004472956,-3.83786735532334,0.00409795612782597,0.137882388177124,-2.0837473179004,"Not significant","GHITM"
"TM9SF4",0.584339731646606,4.32948897708345,3.83560107897956,0.00411205631096735,0.137882388177124,-2.08727112874139,"Not significant","TM9SF4"
"EIF2AK2",0.464010326650636,4.66356115260695,3.82477112241359,0.00418015004403598,0.138579239525797,-2.10411875005598,"Not significant","EIF2AK2"
"NASP",-0.476208204029687,4.97059526823717,-3.82205502822638,0.00419741405833028,0.138579239525797,-2.10834616962017,"Not significant","NASP"
"TRIM14",0.575490374607189,3.69949279512177,3.79691428933579,0.00436084040558287,0.14265957042112,-2.14751624206198,"Not significant","TRIM14"
"BASP1",-0.445028377577724,4.92106186790367,-3.79071256756822,0.00440218038947394,0.14265957042112,-2.15718979826951,"Not significant","BASP1"
"ADAR",0.526113646896036,4.94972780780667,3.78795152809779,0.00442071828192194,0.14265957042112,-2.16149791691467,"Not significant","ADAR"
"MYDGF",-0.485511387024377,5.16472168396945,-3.77021126730086,0.00454181386572007,0.144038345801946,-2.18919894604269,"Not significant","MYDGF"
"SLBP",-0.468372921373274,3.75456755836799,-3.76533058304134,0.00457574095412924,0.144038345801946,-2.19682620378513,"Not significant","SLBP"
"APP",-0.790670822665471,3.94552596727574,-3.75521050113106,0.00464694478161677,0.144038345801946,-2.21264972671009,"Not significant","APP"
"WDR12",-0.445031846321311,4.76621528017106,-3.75307268290052,0.00466213544766964,0.144038345801946,-2.21599381880811,"Not significant","WDR12"
"PLBD2",-0.443594868663794,4.90613736856394,-3.7508868416337,0.00467772159475871,0.144038345801946,-2.21941355223632,"Not significant","PLBD2"
"CCL5",0.476337100450296,3.78128209777109,3.74983015362312,0.00468527603656303,0.144038345801946,-2.22106692194195,"Not significant","CCL5"
"APOE",0.786145779658012,5.54858708927608,3.7480040296144,0.00469836169903831,0.144038345801946,-2.22392449584307,"Not significant","APOE"
"ANLN",0.447197535736906,4.83122551964153,3.74160412934272,0.00474452769825311,0.14442207716952,-2.23394214210671,"Not significant","ANLN"
"BICD2",-0.446120431338127,4.21277721977671,-3.72343558240667,0.00487821632294166,0.147445806042716,-2.26240538115861,"Not significant","BICD2"
"TAB2",0.471676876963399,4.59717915085564,3.7045639039662,0.00502129679140029,0.149725917001424,-2.29200788967002,"Not significant","TAB2"
"LAPTM5",0.908887919898766,3.76234845210151,3.70428774705239,0.00502342312399931,0.149725917001424,-2.29244135794893,"Not significant","LAPTM5"
"ATF6",0.458173958858933,3.91685778813405,3.68988315568239,0.00513566202738306,0.152015596010538,-2.31506266387292,"Not significant","ATF6"
"PDCL3",-0.454663468867421,4.83054976021319,-3.68504761036866,0.00517393047403896,0.152099380784762,-2.32266142532462,"Not significant","PDCL3"
"MTMR3",0.527785630056792,3.91541369708499,3.66465918693093,0.00533862110463776,0.15531115072798,-2.35472742605246,"Not significant","MTMR3"
"INTS7",0.484786273746036,3.58527045538926,3.66260025646594,0.0053555569216545,0.15531115072798,-2.35796801508079,"Not significant","INTS7"
"TCEB2",-0.469872616616814,6.07476279693702,-3.65052386833456,0.00545603826041561,0.157163196065126,-2.37698403043461,"Not significant","TCEB2"
"GBP3",0.564917674317149,3.24172945582729,3.63251163201858,0.00560961491034299,0.160509781301281,-2.40537446469362,"Not significant","GBP3"
"PEX19",-0.43333760844067,4.39223605205608,-3.62610023302841,0.00566537293771177,0.161031659924893,-2.41548783268793,"Not significant","PEX19"
"WDR6",-0.48163913613684,3.19452408627941,-3.62181735876074,0.00570294465554521,0.161033147773685,-2.42224594272454,"Not significant","WDR6"
"EHD1",0.426318397469562,4.76164286329576,3.61627226589244,0.00575197927325193,0.161356176737237,-2.43099846211573,"Not significant","EHD1"
"POM121C",0.537030311793235,3.88276950995939,3.60830667897047,0.0058231959757844,0.16165706951051,-2.44357686872306,"Not significant","POM121C"
"REXO2",-0.502393741981908,5.1398594482214,-3.59884042470225,0.00590903771299868,0.16165706951051,-2.45853306293925,"Not significant","REXO2"
"PNPT1",0.429983692663093,4.74794915942097,3.59578582434943,0.00593702066019509,0.16165706951051,-2.46336103802816,"Not significant","PNPT1"
"LRCH3",0.421151302926476,4.2184145766055,3.59171662495854,0.00597451496776623,0.16165706951051,-2.46979405166329,"Not significant","LRCH3"
"DCPS",-0.461201009000588,4.22793165900362,-3.58271186287544,0.00605837446452353,0.16165706951051,-2.48403539352319,"Not significant","DCPS"
"MTA3",0.434046613632066,5.15699032017385,3.58087853178722,0.00607559903977811,0.16165706951051,-2.48693582344671,"Not significant","MTA3"
"NUDT16",-0.51132940083155,4.0504954148229,-3.5793698214456,0.00608981234609795,0.16165706951051,-2.48932292661294,"Not significant","NUDT16"
"C1orf123",-0.502581923991004,4.56082010680072,-3.56844595564044,0.00619377281050558,0.16165706951051,-2.50661328443422,"Not significant","C1orf123"
"FAM60A",0.518569021507506,3.81579636731946,3.56325784399512,0.00624379891559957,0.16165706951051,-2.51482901030791,"Not significant","FAM60A"
"GRB2",-0.459978660843757,5.54233154085967,-3.56226741949209,0.00625339720686522,0.16165706951051,-2.51639770222168,"Not significant","GRB2"
"PPIAL4C",-0.491908281966154,5.54462562308975,-3.56024205359873,0.00627307351175168,0.16165706951051,-2.5196058808331,"Not significant","PPIAL4C"
"FAM192A",-0.41787310074142,4.53653025447859,-3.54683601899908,0.00640496349782189,0.16165706951051,-2.5408506763212,"Not significant","FAM192A"
"AAMDC",-0.52133114275025,4.95327336844221,-3.54481437905147,0.00642510399016531,0.16165706951051,-2.54405585213883,"Not significant","AAMDC"
"MTPN",-0.429197597764168,5.78166897723929,-3.54432304471845,0.00643000892592329,0.16165706951051,-2.544834886957,"Not significant","MTPN"
"MFN2",0.57208344251248,4.96048580999113,3.54183386420323,0.00645491863806866,0.16165706951051,-2.54878194658215,"Not significant","MFN2"
"P4HA1",-0.490273568403762,4.86700435860156,-3.53725155227839,0.00650104009229099,0.16165706951051,-2.55604954211594,"Not significant","P4HA1"
"ATP5J",0.590587796001799,4.81368288990705,3.53299970572546,0.00654414494403574,0.16165706951051,-2.56279473143754,"Not significant","ATP5J"
"AKAP8L",0.41704434686203,4.78425501414667,3.53228218562314,0.00655144864455636,0.16165706951051,-2.56393317771305,"Not significant","AKAP8L"
"NAXE",-0.415410685239854,4.73056898078072,-3.53109904267873,0.00656351065810331,0.16165706951051,-2.56581050203869,"Not significant","NAXE"
"KDM5C",-0.449615473963484,3.92928111424228,-3.53092046125126,0.00656533330055144,0.16165706951051,-2.56609387296475,"Not significant","KDM5C"
"NME2",-0.491449823637847,5.3982862724408,-3.52971826899614,0.00657761698408165,0.16165706951051,-2.56800157285461,"Not significant","NME2"
"TK1",-0.42580199167624,4.89951360620388,-3.52837899773147,0.00659132972142107,0.16165706951051,-2.57012695082435,"Not significant","TK1"
"ACYP1",-0.499323302337088,5.03694011351842,-3.52239798615763,0.00665293630570773,0.162240924000554,-2.57962058914429,"Not significant","ACYP1"
"TRIM56",0.541295745492886,3.99930945851204,3.51522987716013,0.00672756754211698,0.163134010682294,-2.59100273426778,"Not significant","TRIM56"
"ZNF644",0.467848601438966,4.74748057837422,3.50535778329272,0.00683179264413382,0.164730640610238,-2.60668598678925,"Not significant","ZNF644"
"GIMAP1",0.48283400345841,4.0374061565422,3.49799967852377,0.00691057726185768,0.165699427977057,-2.61838099139777,"Not significant","GIMAP1"
"TRRAP",0.493943845941861,4.08630654003244,3.48965329354923,0.00700109837584567,0.166321464046677,-2.63165249214666,"Not significant","TRRAP"
"CALCOCO2",-0.43697803361233,4.63890362505678,-3.4855194268235,0.00704639203010498,0.166321464046677,-2.63822794411978,"Not significant","CALCOCO2"
"RACGAP1",0.419945006081052,4.68137806882198,3.48493918718682,0.00705277410449563,0.166321464046677,-2.63915100839198,"Not significant","RACGAP1"
"PSMB6",-0.420316723395028,4.49098599740586,-3.4806745762896,0.00709986704483623,0.166517100308399,-2.64593617771516,"Not significant","PSMB6"
"PNPO",-0.438262817787973,4.05426919953743,-3.47435807421672,0.00717022504673182,0.167150990074491,-2.65598884279997,"Not significant","PNPO"
"LMNA",0.468465922800872,3.82847808095969,3.47094800615578,0.00720851237311292,0.167150990074491,-2.66141734798644,"Not significant","LMNA"
"SASH1",0.462942897445656,3.86676478181935,3.464776752694,0.00727834724604916,0.167150990074491,-2.67124389130096,"Not significant","SASH1"
"TNIP1",0.522941030738126,4.40923132958305,3.46439647830793,0.00728267361228561,0.167150990074491,-2.67184951025998,"Not significant","TNIP1"
