"","0","2","4","6","12","24"
"P02795",-0.91776590384612,-0.728580474615049,-0.794113980802479,0.0477041131724691,1.45264196581659,0.940114280274591
"P04179",-0.74645400963382,-0.739559618019631,-0.558814601183075,-0.321323582179997,0.599552905298552,1.76659890571797
"O14879",-0.893772721870234,-0.895724094363935,-0.445317198897005,-0.0849583745736008,0.658562264965423,1.66121012473935
"Q9BYX4",-0.82923982506311,-0.835612587896578,-0.673025609123659,-0.101607049784698,0.923700525028188,1.51578454683986
"P00973",-0.881450415699544,-0.817299608933122,-0.618122364096865,-0.0636745670901902,0.780740266815343,1.59980668900438
"P05362",-0.818874541952236,-0.805489359094833,-0.493647367297398,-0.196994751854262,0.558124046232782,1.75688197396595
"P01584",-1.11383352369698,-0.37662509374299,0.0780847204547677,-0.445193257813798,0.0101007451373311,1.84746640966167
"P20591",-0.718267816287543,-0.730395348193901,-0.642006231207755,-0.301487562892133,0.654626832931792,1.73753012564954
"P09913",-0.910065743237809,-0.921743836523028,-0.468829695394372,0.00966325258561015,0.656617674135824,1.63435834843377
"Q96J88-2",-0.969848724047462,-0.739035682137962,-0.573207061128057,-0.0528635974729054,1.64489309604804,0.690061968738348
"Q9UII4",-0.600453945248056,-0.557338995101196,-0.706181798072851,-0.387029567476031,0.368259294428905,1.88274501146923
"P17275",-1.89431746694026,0.0319428941562695,-0.133370003574926,0.80817987779671,0.462550195078508,0.725014503483698
"Q8IV20",-0.723111352173371,-0.648167752838309,-0.644622196773453,-0.425306437547833,0.730288878637098,1.71091886069587
"Q8WXG1",-0.787164017431355,-1.00379568979265,-0.813863497034969,0.360124602267932,0.947181388751101,1.29751721323994
"P33121",-0.767852415608151,-0.720339374449071,-0.58356736420914,-0.193103560464125,0.443638049637536,1.82122466509295
"O95786",-0.855684314165489,-0.758676428316186,-0.63681040119679,-0.135973179628683,0.735877269389628,1.65126705391752
"P20592",-0.720958515573849,-0.790045917570757,-0.665105890121937,-0.267014172460468,0.798504803317845,1.64461969240917
"Q96RQ9-2",-0.93409288811793,-0.925584037750142,-0.42683760499851,-0.0435893874522691,0.733785130729572,1.59631878758928
"P14780",-0.570830108591346,-0.582632733922637,-0.59591653996978,-0.327403147793139,0.112143484665713,1.96463904561119
"Q5EBM0",-0.865734154410203,-0.773811301611113,-0.599256970051106,-0.143489656395009,0.725117896887328,1.6571741855801
"P32455",-0.552264002972187,-0.553542092964402,-0.553096115316126,-0.427290287631539,0.114655689025031,1.97153680985922
"P09914",-0.831427347943684,-0.812585723643085,-0.584235187206019,-0.144263650245946,0.700517407147669,1.67199450189106
"P02778",-0.919932594456205,-1.24452851923925,-0.21810993027786,1.23652829595008,0.141980988468744,1.00406175955449
"Q13501",-1.14986525637341,-1.1584737710818,-0.227926962791598,0.54133926335144,0.97644917006801,1.01847755682736
"Q9Y6K5",-0.673903953198988,-0.589445554261967,-0.613430018544127,-0.454241753940518,0.495083411270848,1.83593786867475
"P25942",-0.95576152074419,-0.841913190135051,-0.53528019072079,0.0721693408356746,0.615420391061,1.64536516970336
"Q9BQE5",-0.733579087039655,-0.725568647709644,-0.802478090351835,-0.0687460119094115,0.630677587651234,1.69969424935931
"P32456",-0.672357522252997,-0.72767813801195,-0.585166318214507,-0.257532414253156,0.38151972992723,1.86121466280538
"Q13325",-0.958672189306823,-0.651587569206003,-0.601012428233315,-0.10283788705963,0.606129912064944,1.70798016174083
"O15162",-0.926508228747298,-0.787262052940251,-0.421959819843433,-0.230124200361537,0.686862419274152,1.67899188261837
"P14598",-0.587201136610634,-0.598122504474845,-0.540883001139355,-0.49968658712218,0.313602241356801,1.91229098799021
"Q13571",-1.91673457098885,-0.114856480240791,0.536231203332134,0.0710820898085444,0.657109612690789,0.767168145398173
"Q96PP9",-0.637015123110746,-0.84713425410844,-0.746574786784279,-0.270584937113198,1.00805245006736,1.49325665104931
"P29728-2",-0.722372612850644,-0.612588915666295,-0.58548389724664,-0.411673050758475,0.506037178143927,1.82608129837813
"Q92985-4",-1.0578758107242,-0.888564601167644,-0.625072745378959,0.324510375571765,0.935328535095174,1.31167424660386
"Q16666",-0.643800610845885,-0.769877781866945,-0.643760499356399,-0.267927224432695,0.529069371352284,1.79629674514964
"Q9UN19",-1.49996302855948,0.0459260934686918,-0.447240107720774,-0.147316582123598,1.48684837581388,0.56174524912128
"P05161",-0.869114813073515,-0.817064767434705,-0.663865262224671,-0.101920824885222,0.981164688045538,1.47080097957258
"P19525",-0.95095109964972,-0.460333867304795,-0.663706354227694,-0.277820661905857,0.62949092593431,1.72332105715376
"Q96AZ6",-0.675879185848282,-0.691038892071802,-0.643627525524535,-0.454091139149145,0.78066569221536,1.6839710503784
"Q9H930",-1.28207561490882,-0.682865623514839,-0.588480013047007,0.54904605371898,0.660532512321732,1.34384268542996
"P13501",-0.551139246869664,-0.48696749999625,-0.475206526936729,-0.292210219238386,-0.219277153668599,2.02480064670963
"Q460N5",-0.929685748843815,-0.932002627362451,-0.718509496441615,0.26516035820683,1.13764097678167,1.17739653765937
"Q9H0P0",-0.735164576763759,-0.72372283704589,-0.533425357982083,-0.220967154350222,0.347335943379721,1.86594398276223
"Q9HB58-6",-0.860373395650008,-0.915037722720692,-0.77864618095336,0.41415854943303,0.648604458646831,1.4912942912442
"Q03169",-0.908492708693998,-0.578011909694131,-0.360399261489841,-0.403183034537758,0.412073092372257,1.83801382204347
"Q9P2E3",-1.44983470918176,-0.862181171100913,0.0385855382612305,0.583723173026412,0.40619300997357,1.28351415902146
"Q14699",-0.667521065839069,-0.45534133287321,-0.492558625176001,-0.538246493033817,0.212075201401001,1.9415923155211
"P29966",-0.571907767558571,-0.547012295904647,-0.663348337613272,-0.43190157369667,0.30214563297351,1.91202434179965
"Q8IVG5",-0.715054523810071,-0.621105453644406,-0.628126668313033,-0.342500985675021,0.471323284724136,1.8354643467184
"P18510-3",-0.833979168010709,-0.646026739109061,-0.74471061971677,-0.174941002707615,0.740072411589209,1.65958511795495
"O95477",-1.033682815889,-0.947857751596857,-0.668532970652503,0.574302236091626,1.2635988301289,0.81217247191783
"Q8IY21",-0.802041262031519,-0.864379200520256,-0.75825864135406,-0.027591202829201,1.10984641488006,1.34242389185497
"P09601",-0.908398853653401,-1.27871246537291,-0.197567261231393,1.30189990910067,0.872693525257745,0.210085145899285
"P29590",-0.909221079809893,-0.870021875938079,-0.734485074158631,0.628336532515347,0.349082536264469,1.53630896112679
"P30466",-0.987042687460157,-0.465049857693176,-0.213347421316051,-0.330223885531491,0.0858085378294506,1.90985531417143
"P52630",-0.7717580147823,-0.609114906984618,-0.683837993272046,-0.397512271791676,0.797264455267639,1.664958731563
"Q15025",-1.59897569105061,-0.358665948253363,0.224131661688306,-0.157515832226917,0.470328766363396,1.42069704347919
"Q03518",-0.971277049309319,-0.385508740509865,-0.845135652990768,-0.118642248636631,0.666740699349608,1.65382299209697
"Q07820",-1.37180556516993,0.804341543074783,-0.147792120760994,1.45375858606531,-0.547063913252667,-0.191438529956506
"Q5K651",-0.851593789001953,-0.643818922961014,-0.600352271074873,-0.302891573338103,0.683895246328361,1.71476131004758
"Q8TDB6",-0.957573242689203,-0.798380325182954,-0.58458533162489,-0.092112767857261,0.955059205543848,1.47759246181046
"Q8IXQ6",-0.795028686761058,-0.824311280618725,-0.78977705144942,-0.00659765491953914,0.936923500539156,1.47879117320959
"Q9BYK8",-0.758283088220104,-0.707154776091546,-0.87104162670695,-0.128566204394237,0.99643922251718,1.46860647289566
"P07711",-0.754926096832607,-0.863201749414885,-0.28359773411164,-0.491332173159818,0.696643068241981,1.69641468527697
"P12931-2",-0.470383166853915,-0.618078467487772,-0.53671012713896,-0.471956586592207,0.130156788933887,1.96697155913897
"Q01628",-0.822372905385553,-0.540087349402243,-0.535579938155554,-0.339622456952303,0.368414071443706,1.86924857845195
"Q6ZUJ8",-0.823840877725082,-0.792131537950778,-0.403715086150179,-0.405039794507666,0.750238395632457,1.67448890070125
"O95544",-0.513694139965861,-0.63044353801618,-0.619724996441545,-0.502392399195922,0.38005182594099,1.88620324767852
"Q5H9U9",-1.00963403208447,-0.842302928048872,-0.685879245519221,0.196297107682069,1.2728530396164,1.0686660583541
"Q92973",-1.33643349914561,-0.583999061687678,-0.149709323437275,-0.149688111103605,0.68315477109722,1.53667522427695
"O14657",-0.65112421299888,-0.83750780320489,-0.745354778092988,-0.132185186955529,0.681984031186099,1.68418795006619
"Q00978",-0.973101720210366,-1.19846593404903,-0.420533629608107,0.499232916671982,1.06406096894879,1.02880739824673
"P19838-2",-1.05365718160801,-1.00846712611497,0.00289903693632533,-0.24143825795247,0.860527152486133,1.44013637625299
"Q8IYM9",-0.497936401582644,-0.736055926856502,-0.937815984636557,-0.341027872452443,1.08714119824026,1.42569498728788
"Q5TEJ8",-0.67856866634884,-0.698562231201852,-0.645668929337016,-0.367757585652695,0.628692881021454,1.76186453151895
"P23381",-0.555899586975874,-0.623198748604343,-0.59070669675709,-0.624586666219647,0.60685685316448,1.78753484539247
"P83111",-0.865689911009125,-0.801814589749607,-0.583546817480784,0.225664075267357,0.249435330805174,1.77595191216699
"P08631",-0.920083473962407,-0.714936064538889,0.00778547178711296,-0.588985906876764,0.460216350918106,1.75600362267284
"P04839",-0.63718211233783,-0.655349356084583,-0.494551704862042,-0.40942151455531,0.279719391014967,1.9167852968248
"Q53G44",-0.634256586519517,-0.885342698682253,-0.774302425511803,-0.125167724095799,0.840260281636797,1.57880915317257
"Q9H0J9",-0.716757140408715,-0.539966441776401,-0.951727641035386,-0.0919707260037759,0.586970016389283,1.71345193283499
"P08670",-1.21623566651339,-0.752968106415862,-0.297679650555553,1.60944680728732,0.157303340519461,0.500133275678029
"P43490",-0.671695838453432,-0.648854925681605,-0.419970424712291,-0.438360528648619,0.257120576076124,1.92176114141982
"O15553",-0.842651816308274,-0.717863292598302,-0.558198300336465,-0.302410604280893,0.741173069365105,1.67995094415883
"P98082",-0.959773353817644,-0.640870645502361,-0.431189722568879,-0.00140391536786644,0.175439369156108,1.85779826810064
"P01892",-0.583060127516431,-0.765691108210501,-0.613366444136245,-0.326822896359015,0.44765541549683,1.84128516072536
"Q16799",-0.482846118443218,-0.590334267924606,-0.443163667711375,-0.577085391331415,0.125378716870678,1.96805072853994
"Q9BQE4",-1.06381423069521,-0.385979307874383,-1.0396820506941,0.451905372451483,0.595514609754769,1.44205560705744
"Q03519",-0.54933290119824,-0.749697662722872,-0.719796049234838,-0.29677272986414,0.50626064206271,1.80933870095738
"Q8N1G2",-1.03505461666883,-0.474266031562081,-0.476807652801246,-0.204201031050872,0.375470709739544,1.81485862234349
"O94925-3",-0.879516186672736,-0.919873416313257,-0.900034981676583,0.597424836464863,1.09629502374298,1.00570472445474
"Q9ULC5-3",-1.59074819281363,-0.509847327145445,0.00633445080413697,0.599699209188919,0.14187237096626,1.35268948899976
"Q14142",-0.656769333176848,-0.793965802353133,-0.557123372134379,-0.466542240322872,0.819531424292759,1.65486932369447
"P04222",-0.847348222879892,-0.534548435545763,-0.444050831592792,-0.427587407526254,0.392929230941373,1.86060566660333
"P07602-3",-0.634729194452766,-0.754995340520533,-0.708486841459859,-0.236624586948204,0.55773503216611,1.77710093121525
"Q8N884",-0.968473293546538,-0.802946709206994,-0.799076839402579,0.355934337688788,0.791069716431348,1.42349278803598
"Q9Y6M5",-1.13260577447699,-0.850487570447313,-0.175535420949673,0.35248480008237,0.125981633819139,1.68016233197247
"Q9NUQ6-3",-0.71340688336347,-0.805832948877665,-0.73497204568217,-0.170535478705003,0.804502529479512,1.6202448271488
"Q96CV9",-0.767977432116906,-0.81363767141611,-0.702445253568134,-0.229094695302997,1.10772099960166,1.40543405280248
"O60603",-0.823575731264731,-0.959105847052797,-0.269119238971003,-0.326422464751702,0.744764249262902,1.63345903277733
"Q15742",-1.51658504088143,-0.731705246056442,1.33932548780156,0.295216977511967,0.525149225847615,0.088598595776735
"Q15397",-1.30574408459483,-0.718205350490699,-0.385414213491574,0.566985551596979,0.368008154805612,1.47436994217451
"Q9HC16",-0.895992981845545,-0.426438084863918,-0.817826096343036,-0.346206361428853,0.983041122113568,1.50342240236779
"Q53GL7",-0.670492746495759,-0.587989263682907,-0.665411115110705,-0.65567355593414,1.24005303201242,1.3395136492111
"Q9NPI6",-0.905980720895128,-0.737880613359501,-0.494104082610549,-0.192340151200709,0.600159184379467,1.73014638368642
"O60315",-1.17018143973432,-0.844303352712376,-0.690809587822026,0.895914470412436,0.927259765327879,0.882120144528407
"Q96GX5",-1.24933674015394,-0.773322721331029,-0.633572944277208,0.763220603396991,0.765588141885743,1.12742366047944
"Q15646",-0.547445245750468,-0.981887237201151,-0.694016371885853,-0.0184179627347797,0.512013973543321,1.72975284402893
"Q99805",-0.822383779463165,-0.470954039008561,0.187540420288044,-0.741630449569326,-0.0276548934389815,1.87508274119199
"O15118",-0.8883586426152,-0.432244856561054,-0.691727714376131,0.269750650934538,-0.117253383114906,1.85983394573275
"Q7Z2W4",-1.17093125380066,-0.964675855665695,-0.13376165715516,0.0373826043287445,0.809276813234173,1.42270934905859
"Q8TCS8",-0.668449714621572,-0.745095415417788,-0.819682833794005,0.0262147812834069,0.436428243478868,1.77058493907109
