"","logFC","AveExpr","t","P.Value","adj.P.Val","B","Significance","GN"
"C11orf68",-0.451169969600767,4.33330310140742,-3.24717806710074,0.0119164792245602,0.890794307786762,-2.59369463753746,"Not significant","C11orf68"
"LRCH1",0.374064645704527,4.82002261754815,3.22073871810182,0.0123952665020769,0.890794307786762,-2.63043144664611,"Not significant","LRCH1"
"PYCARD",-0.466209407476591,5.00465420472876,-3.20533263281645,0.012683556597292,0.890794307786762,-2.65187466954781,"Not significant","PYCARD"
"SLC30A1",0.578082461380153,3.55492731684104,3.19746833356051,0.0128334313626703,0.890794307786762,-2.66283100921687,"Not significant","SLC30A1"
"TYMS",-0.414691069545667,3.90485246045173,-3.19155975356476,0.0129472598542931,0.890794307786762,-2.67106721420515,"Not significant","TYMS"
"SDE2",0.432665559181823,4.57065586752683,3.18657837962143,0.0130440506661741,0.890794307786762,-2.67801394395448,"Not significant","SDE2"
"PDCD4",-0.421919009483594,4.84961005437972,-3.17897576959444,0.0131932428574198,0.890794307786762,-2.68862133859145,"Not significant","PDCD4"
"NUDT16",-0.369742584108204,4.12128882318458,-3.14806968988645,0.0138184499512246,0.890794307786762,-2.73180659218793,"Not significant","NUDT16"
"ITGA4",-0.389791930397134,4.91267917831481,-3.14569744732922,0.0138677073730358,0.890794307786762,-2.73512552684563,"Not significant","ITGA4"
"PBXIP1",0.488390479423489,4.42571853986812,3.13667464262182,0.0140567477431585,0.890794307786762,-2.74775442383229,"Not significant","PBXIP1"
"MED15",-0.817459494379812,3.43457189467598,-3.13426906932455,0.0141076031628446,0.890794307786762,-2.75112284271797,"Not significant","MED15"
"NFKBIE",-0.387826435056734,4.17289896359727,-3.104428571498,0.0147547447392455,0.890794307786762,-2.79295613806811,"Not significant","NFKBIE"
"IFT27",-0.382116524224308,4.66557285439286,-3.08699068020602,0.015147252791871,0.890794307786762,-2.81744327104279,"Not significant","IFT27"
"GLRX5",-0.365256581231207,5.09733120037304,-3.08580493176817,0.0151743368256105,0.890794307786762,-2.81910943027821,"Not significant","GLRX5"
"NLE1",-0.350700782187337,3.66044361978158,-3.07225504366219,0.0154874593010408,0.890794307786762,-2.83815866768864,"Not significant","NLE1"
"TRRAP",0.562878731474302,4.12077398279866,3.07143711914554,0.0155065757733089,0.890794307786762,-2.83930911270093,"Not significant","TRRAP"
"SEMA4A",-0.408571680797664,4.27558953165263,-3.0663663608162,0.0156256416058251,0.890794307786762,-2.84644275048886,"Not significant","SEMA4A"
"GCA",0.478087549891586,3.19808690230484,3.06620087535529,0.0156295434324121,0.890794307786762,-2.84667559916016,"Not significant","GCA"
"C16orf58",0.431348117261663,3.2104526746046,3.06163251919688,0.0157376599310663,0.890794307786762,-2.85310457843175,"Not significant","C16orf58"
"SP110",0.361495531605979,3.86173001215483,3.05238026788207,0.0159590311957542,0.890794307786762,-2.86613105453209,"Not significant","SP110"
"SNX9",-0.45526775915311,4.15979756058518,-3.0381964027118,0.0163047408898679,0.890794307786762,-2.88611603767586,"Not significant","SNX9"
"P4HA1",-0.378182970610354,4.92304965749826,-3.03734311530052,0.0163257865064389,0.890794307786762,-2.88731889228188,"Not significant","P4HA1"
"VMA21",-0.45479763720203,4.32330993250887,-3.00207996028288,0.0172208179847783,0.890794307786762,-2.9370840632645,"Not significant","VMA21"
"PLSCR1",0.519416114098363,3.96637443406213,2.99939074742801,0.0172911438463366,0.890794307786762,-2.94088358215239,"Not significant","PLSCR1"
"OAS1",0.880358423122826,2.82546122463063,2.99027774329641,0.0175316952282499,0.890794307786762,-2.95376357593307,"Not significant","OAS1"
"SSBP1",0.368467833393476,4.85332184065479,2.97588295776585,0.017918802488672,0.890794307786762,-2.9741224712294,"Not significant","SSBP1"
"LAPTM5",0.909309997386549,3.7625594908454,2.97352264376265,0.0179831219817291,0.890794307786762,-2.97746230867461,"Not significant","LAPTM5"
"RCN2",-0.358123646321251,4.49710191780061,-2.95874125501112,0.0183914296376154,0.890794307786762,-2.99838788896407,"Not significant","RCN2"
"PROS1",-0.391611203632714,5.04537170036641,-2.95863656293424,0.0183943557534167,0.890794307786762,-2.99853615899718,"Not significant","PROS1"
"SEC11A",-0.50061301036419,4.7043713410643,-2.94554748865436,0.0187640382513041,0.890794307786762,-3.01708011863511,"Not significant","SEC11A"
"CCDC94",0.390695519121787,3.53355305420583,2.94077394383762,0.0189007777339547,0.890794307786762,-3.02384624629339,"Not significant","CCDC94"
"IAH1",-0.405503820815764,4.8905561430653,-2.93373897438563,0.0191041893142838,0.890794307786762,-3.03382082986298,"Not significant","IAH1"
"STAG1",-0.348238849361477,4.20677348290764,-2.92785852131957,0.0192759658275673,0.890794307786762,-3.04216123605954,"Not significant","STAG1"
"BID",0.46883291086136,3.44114550687257,2.91083345723584,0.0197824071417033,0.890794307786762,-3.06632219706337,"Not significant","BID"
"MRPS11",-0.373377774971118,4.07170958032747,-2.89491344825625,0.0202684914650325,0.890794307786762,-3.08893296982382,"Not significant","MRPS11"
"POLR1A",-0.363215111885154,3.73703512833088,-2.88851137307418,0.0204674474249497,0.890794307786762,-3.09803042099925,"Not significant","POLR1A"
"ECM1",-0.33102739540721,4.11318182261369,-2.88253075652328,0.020655137467997,0.890794307786762,-3.10653137269278,"Not significant","ECM1"
"TNIP1",0.541386735581413,4.4184541820047,2.87787117471117,0.0208026068012934,0.890794307786762,-3.11315616424588,"Not significant","TNIP1"
"PHLDB1",0.368801576907909,3.73764379136008,2.87715745002817,0.0208252914970284,0.890794307786762,-3.11417102810125,"Not significant","PHLDB1"
"UNC13D",0.364416616563773,3.82152291124127,2.86649230779951,0.0211673406755043,0.890794307786762,-3.12933984447111,"Not significant","UNC13D"
"ARPC3",-0.363970898683044,4.77989499120898,-2.86347522644844,0.021265156976124,0.890794307786762,-3.13363224291967,"Not significant","ARPC3"
"RBM8A",-0.408613179341197,5.11127021741739,-2.8583767503053,0.0214315202517739,0.890794307786762,-3.14088708332597,"Not significant","RBM8A"
"PNPLA6",0.344204658463629,3.5979924719984,2.85290693890205,0.0216115008241222,0.890794307786762,-3.14867202608922,"Not significant","PNPLA6"
"UPF3B",-0.342216520380557,3.88527329745483,-2.85149574612698,0.021658188882788,0.890794307786762,-3.15068079913492,"Not significant","UPF3B"
"NOTCH1",0.327277943826486,4.23507601206778,2.85126035213538,0.0216659868478461,0.890794307786762,-3.1510158837554,"Not significant","NOTCH1"
"KPNA6",0.414386283141997,3.96272388769826,2.83066198876639,0.0223597419973725,0.890794307786762,-3.18034993393322,"Not significant","KPNA6"
"FXR2",0.368591499491103,4.16667603335627,2.82709762460829,0.0224821051955703,0.890794307786762,-3.18542830719409,"Not significant","FXR2"
"CD99L2",-0.348452061940284,4.92380213425974,-2.79719494948313,0.0235363332351954,0.890794307786762,-3.22805840339471,"Not significant","CD99L2"
"FAM60A",0.329499782415669,3.72126174777354,2.79161555521427,0.0237386264830023,0.890794307786762,-3.23601741319975,"Not significant","FAM60A"
"ZC3H7A",0.421373506412976,3.97441506423218,2.79076466769161,0.023769634762036,0.890794307786762,-3.2372313328569,"Not significant","ZC3H7A"
"TTC1",-0.324821118984207,5.16602297315398,-2.78908726879441,0.023830885579856,0.890794307786762,-3.23962449399467,"Not significant","TTC1"
"RAB27A",-0.41544094110178,4.81748200085804,-2.78613945174017,0.0239389213998925,0.890794307786762,-3.24383048577733,"Not significant","RAB27A"
"CLIC4",0.425086904543833,4.48961597318651,2.77688574258123,0.0242813616510443,0.890794307786762,-3.25703636204441,"Not significant","CLIC4"
"LRCH3",0.33880184284281,4.17723984656367,2.76637826839714,0.0246763347233406,0.890794307786762,-3.27203598323641,"Not significant","LRCH3"
"EDEM1",-0.32493839728906,3.51462136258,-2.76195270289748,0.0248446685802183,0.890794307786762,-3.27835494400499,"Not significant","EDEM1"
"KHNYN",0.379206681322376,3.62047081025558,2.76170189365977,0.0248542439198427,0.890794307786762,-3.27871308117706,"Not significant","KHNYN"
"COIL",0.316860774672865,4.73235385394191,2.76060721908614,0.0248960807363726,0.890794307786762,-3.28027622579941,"Not significant","COIL"
"VPS45",-0.385874597376634,4.15029617624487,-2.76001840891744,0.0249186142041894,0.890794307786762,-3.28111703940492,"Not significant","VPS45"
"NKX2-4",-0.424648768469944,4.03705845072482,-2.75151518569581,0.0252463828762802,0.890794307786762,-3.29326106449152,"Not significant","NKX2-4"
"DDHD2",-0.397460621754018,3.15022677411964,-2.74391293687084,0.0255431840968847,0.890794307786762,-3.3041206965449,"Not significant","DDHD2"
"ARPC5L",-0.322598455295637,5.08360951125028,-2.73232257569908,0.0260026210375296,0.890794307786762,-3.32068130559256,"Not significant","ARPC5L"
"EPSTI1",0.587325299574939,2.30368870019621,2.73221473896399,0.0260069353665556,0.890794307786762,-3.32083540765007,"Not significant","EPSTI1"
"SEC24C",0.425071162279703,4.60986970667874,2.72791147715285,0.0261797029623099,0.890794307786762,-3.32698522523974,"Not significant","SEC24C"
"LYZ",-0.359045138510737,5.45495511050772,-2.72312635620703,0.0263732040352932,0.890794307786762,-3.3338243947382,"Not significant","LYZ"
"UBE2K",-0.314475226712344,5.09260127858286,-2.72187449513626,0.0264240693601097,0.890794307786762,-3.33561374947766,"Not significant","UBE2K"
"PSMC4",-0.322473228354407,5.11254772176441,-2.71618817719347,0.0266563880987877,0.890794307786762,-3.34374214615053,"Not significant","PSMC4"
"CD81",-0.384000211129934,3.89988708509132,-2.71091598395498,0.0268736645292902,0.890794307786762,-3.35127945679921,"Not significant","CD81"
"MRPL21",-0.351919879130384,4.68517346878243,-2.70858578882159,0.0269702755615682,0.890794307786762,-3.35461104944568,"Not significant","MRPL21"
"ENOPH1",-0.373349634017487,4.33292756134854,-2.70793885741751,0.0269971609373168,0.890794307786762,-3.3555360267575,"Not significant","ENOPH1"
"PNO1",-0.374568646159707,2.97018005283138,-2.6998580800546,0.0273353151403648,0.890794307786762,-3.36709086157576,"Not significant","PNO1"
"ANLN",0.340448418567751,4.77785096105695,2.6956131556523,0.0275146922860814,0.890794307786762,-3.37316146828448,"Not significant","ANLN"
"GGCT",-0.319043602740871,5.25500874106394,-2.66053409992148,0.0290440753052111,0.890794307786762,-3.42334410484251,"Not significant","GGCT"
"GMPS",0.307305935436509,5.00312775527273,2.64503583911585,0.0297472846826223,0.890794307786762,-3.44552307187579,"Not significant","GMPS"
"RBM33",0.33052466845386,5.43194389894316,2.64342204889391,0.0298215037543177,0.890794307786762,-3.44783272499777,"Not significant","RBM33"
"SURF4",-0.314303393697677,4.32789837977757,-2.64340778436419,0.0298221606325896,0.890794307786762,-3.44785314053171,"Not significant","SURF4"
"CCDC59",-0.302202091125807,4.61314389773825,-2.63192910597509,0.0303555837845446,0.890794307786762,-3.46428243204971,"Not significant","CCDC59"
"IFIT5",0.424874646488176,3.46168881768213,2.62998039959756,0.0304471069274769,0.890794307786762,-3.46707175535754,"Not significant","IFIT5"
"TSN",-0.303247086206483,5.76636305328886,-2.62511956062163,0.0306766342390277,0.890794307786762,-3.47402960646103,"Not significant","TSN"
"C14orf142",0.972106863047768,4.42202223564744,2.61165911067513,0.0313215135062773,0.890794307786762,-3.49329819062937,"Not significant","C14orf142"
"EEF2K",-0.312348362467851,4.78798139349349,-2.6097699520953,0.031413124340413,0.890794307786762,-3.49600262813014,"Not significant","EEF2K"
"TMSB4X",-0.344828245555067,6.12843663771597,-2.60849643374009,0.0314750354700241,0.890794307786762,-3.49782575493325,"Not significant","TMSB4X"
"RNASEH2C",-0.301100104163014,4.67815962277514,-2.60534172761069,0.0316289367156224,0.890794307786762,-3.50234197006183,"Not significant","RNASEH2C"
"ACSL5",0.33192039149512,3.69604621128282,2.59921879905965,0.0319298397030854,0.890794307786762,-3.5111075807227,"Not significant","ACSL5"
"WDR11",0.310348318000006,4.34945540968217,2.59540762374256,0.0321186096279709,0.890794307786762,-3.51656375332783,"Not significant","WDR11"
"BCL2L13",-0.388163942019657,4.15101821068262,-2.59080813453254,0.0323479435952509,0.890794307786762,-3.52314855208423,"Not significant","BCL2L13"
"MRPS31",0.334464466761586,4.44035346970224,2.58204505901813,0.0327895140132234,0.890794307786762,-3.53569418360712,"Not significant","MRPS31"
"ATP6V1E1",-0.295097246970777,4.76165717558357,-2.57864289168938,0.0329626020069827,0.890794307786762,-3.54056488932678,"Not significant","ATP6V1E1"
"SNX3",-0.318337945001451,4.78579752353026,-2.57853324958449,0.0329681956141433,0.890794307786762,-3.54072185804659,"Not significant","SNX3"
"COX7A2",-0.331662682294024,4.44958802518448,-2.56369341583334,0.0337342809557069,0.890794307786762,-3.56196698462928,"Not significant","COX7A2"
"MRPS26",-0.320860319953494,4.84048982593046,-2.56356674359556,0.033740897758087,0.890794307786762,-3.56214832871469,"Not significant","MRPS26"
"FUCA2",-0.298187878265727,3.65908015852262,-2.56326959563769,0.0337564246552757,0.890794307786762,-3.56257372567685,"Not significant","FUCA2"
"EXOSC4",-0.309723969870785,4.95578020715269,-2.56226884337906,0.0338087706198459,0.890794307786762,-3.56400639913218,"Not significant","EXOSC4"
"GC",0.352140207843182,3.48900147507206,2.55980649278054,0.0339379202440912,0.890794307786762,-3.56753146870426,"Not significant","GC"
"PRDX6",-0.312827347828356,5.27199394347894,-2.55732229120566,0.0340687253143886,0.890794307786762,-3.57108778363954,"Not significant","PRDX6"
"IQGAP3",0.363586675188963,3.81797718359778,2.55663490236265,0.0341050102492484,0.890794307786762,-3.57207182373526,"Not significant","IQGAP3"
"RICTOR",0.50508323914832,3.25299657372584,2.55520006333964,0.0341808774420795,0.890794307786762,-3.57412587518926,"Not significant","RICTOR"
"DIS3L",-0.403779266347181,4.23982230530781,-2.5512153034993,0.0343924745665125,0.890794307786762,-3.57983020076102,"Not significant","DIS3L"
"CCDC47",-0.295056511385127,4.37783408440002,-2.54902410573918,0.0345093985705173,0.890794307786762,-3.58296692470605,"Not significant","CCDC47"
"BLMH",-0.48864728771368,4.10783828152394,-2.54716108450606,0.034609129093588,0.890794307786762,-3.58563382776505,"Not significant","BLMH"
"CYBB",0.333226189018029,3.56040531058941,2.54530618870456,0.0347087161288106,0.890794307786762,-3.58828906786484,"Not significant","CYBB"
"HMGCL",-0.298851431816637,4.88800955662331,-2.54343249094891,0.0348096087445279,0.890794307786762,-3.59097118898274,"Not significant","HMGCL"
"ECH1",-0.300758115720951,5.23044183519492,-2.54290421360466,0.0348381086882648,0.890794307786762,-3.59172738990548,"Not significant","ECH1"
"EMB",-0.40640697254879,3.72849739886872,-2.54090205177762,0.0349463386756495,0.890794307786762,-3.59459335186953,"Not significant","EMB"
"SLC43A3",-0.381976413118047,5.82436127206419,-2.52864679722271,0.0356163113891977,0.890794307786762,-3.61213492103979,"Not significant","SLC43A3"
"CALCOCO2",-0.371535131182797,4.67162507627154,-2.52375298564131,0.0358874830409675,0.890794307786762,-3.61913912493219,"Not significant","CALCOCO2"
"PPA2",-0.318559453271411,5.29814622517499,-2.51612271428425,0.0363144777183995,0.890794307786762,-3.63005911281974,"Not significant","PPA2"
"MAP3K4",0.287969052341316,4.24745215864819,2.51074712480595,0.0366183945764323,0.890794307786762,-3.63775173965045,"Not significant","MAP3K4"
"DSTN",0.330436404223618,4.70610017291588,2.506787797669,0.0368438916386239,0.890794307786762,-3.64341731094966,"Not significant","DSTN"
"CHRAC1",-0.399699380710524,3.88064404762184,-2.50643080946232,0.036864292481422,0.890794307786762,-3.64392812577221,"Not significant","CHRAC1"
"MRPL49",-0.401801750798937,4.66248820076054,-2.49553891219527,0.0374922747276079,0.890794307786762,-3.65951208260376,"Not significant","MRPL49"
"LRSAM1",0.461887660164492,3.72660163677159,2.49379261677671,0.0375939638635003,0.890794307786762,-3.66201041304143,"Not significant","LRSAM1"
"PAICS",-0.370961846064658,5.42289080924625,-2.48912050786655,0.0378674045050606,0.890794307786762,-3.66869419469155,"Not significant","PAICS"
"FKBP1A",-0.289469465545167,4.06936271715531,-2.48372311655698,0.0381858046498435,0.890794307786762,-3.67641487705182,"Not significant","FKBP1A"
"DDX58",0.45412555598759,3.52197164964869,2.48101482579518,0.0383465917934196,0.890794307786762,-3.68028866137706,"Not significant","DDX58"
"CST3",-0.325860373653794,4.92187036665476,-2.48096400831255,0.038349615299251,0.890794307786762,-3.68036134594576,"Not significant","CST3"
"IFIT1",0.51044005771209,3.64012703816952,2.48082527983588,0.0383578705066606,0.890794307786762,-3.68055976981729,"Not significant","IFIT1"
"POLR3A",-0.393829816063894,3.03539610331484,-2.4741872613935,0.0387549852373075,0.890794307786762,-3.69005353811686,"Not significant","POLR3A"
"PML",0.342680622583783,3.2476745486482,2.47380220853788,0.0387781481365474,0.890794307786762,-3.69060420716878,"Not significant","PML"
"DNAJA1",0.330550182762466,4.38857094004694,2.46370249434613,0.0393907292719088,0.890794307786762,-3.70504637285395,"Not significant","DNAJA1"
"NACC1",0.315780459750626,3.60643303850941,2.45063192652306,0.0401980655660099,0.890794307786762,-3.72373192517637,"Not significant","NACC1"
"ELMO2",-0.284479488810543,4.19308190387733,-2.44207219166676,0.040735826073704,0.890794307786762,-3.73596562153181,"Not significant","ELMO2"
"LMO7",0.443210918599823,3.32284199910526,2.43925402524801,0.0409144620055294,0.890794307786762,-3.739992791931,"Not significant","LMO7"
"EED",-0.298218041996094,3.03738693457749,-2.438163941959,0.0409837715118276,0.890794307786762,-3.74155044365339,"Not significant","EED"
"SPG20",-0.332627501612587,4.62071719673781,-2.43767726010661,0.0410147539270615,0.890794307786762,-3.74224586268884,"Not significant","SPG20"
"CDS2",0.38233642036954,3.89047739329805,2.42740325234531,0.0416743512240128,0.890794307786762,-3.75692418061244,"Not significant","CDS2"
"CEP55",-0.310771186598537,4.76149680633973,-2.42250621735965,0.041992501945044,0.890794307786762,-3.76391896706284,"Not significant","CEP55"
"NIF3L1",-0.407846085024558,5.24281012920699,-2.41885438369749,0.0422313486333742,0.890794307786762,-3.76913447081008,"Not significant","NIF3L1"
"RPL22",-0.335071577151767,5.09558155944988,-2.40751824829459,0.0429815474503548,0.890794307786762,-3.7853207767654,"Not significant","RPL22"
"BCKDK",-0.285887869046204,4.03184149192861,-2.40603588326405,0.0430806350885903,0.890794307786762,-3.78743692957483,"Not significant","BCKDK"
"FAM213A",-0.295189666969107,5.10315685452318,-2.39714678823245,0.0436796672685983,0.890794307786762,-3.80012432662299,"Not significant","FAM213A"
"PRKAR1A",0.325597561385966,3.82492759001442,2.39275118037797,0.0439789780990414,0.890794307786762,-3.80639670837638,"Not significant","PRKAR1A"
"ATF6",0.299332364260606,3.83743699083489,2.38433886724764,0.0445575677244685,0.890794307786762,-3.81839797152327,"Not significant","ATF6"
"FUBP3",0.278371495646002,4.86045520662518,2.38396768044004,0.0445832732521379,0.890794307786762,-3.8189274305199,"Not significant","FUBP3"
"IRF9",0.301378561886776,4.44135239623518,2.38273023146078,0.0446690772144788,0.890794307786762,-3.82069246713213,"Not significant","IRF9"
"ADO",-0.299886772379691,3.68064267985157,-2.37914239715159,0.0449187955789701,0.890794307786762,-3.82580950069814,"Not significant","ADO"
"GSPT1",0.356348181296466,4.93084332652569,2.37319832074703,0.0453356049940433,0.890794307786762,-3.83428545538082,"Not significant","GSPT1"
"UBE2N",-0.312329627888924,5.78273379380974,-2.37318817571071,0.0453363196959073,0.890794307786762,-3.83429991996554,"Not significant","UBE2N"
"IGFBP4",-0.520976659212557,3.71026924491462,-2.36960150181898,0.045589706252185,0.890794307786762,-3.83941335077725,"Not significant","IGFBP4"
"CCNYL1",-0.360614424383324,4.30555866413988,-2.36726389897443,0.045755615622159,0.890794307786762,-3.84274560539254,"Not significant","CCNYL1"
"IRF8",-0.289136456537827,4.50059078848877,-2.35890848656729,0.0463536078131102,0.890794307786762,-3.85465356144566,"Not significant","IRF8"
"UBE2E2",-0.291496957057371,3.99721898772351,-2.35547773671103,0.0466014115673621,0.890794307786762,-3.85954174631019,"Not significant","UBE2E2"
"RPS17",-0.337747422948923,4.63346837047014,-2.3533720019572,0.0467541673204691,0.890794307786762,-3.86254166159992,"Not significant","RPS17"
"PGM3",-0.331184250163244,4.82443888065993,-2.35014876806594,0.0469889633300742,0.890794307786762,-3.86713306195412,"Not significant","PGM3"
