"","logFC","AveExpr","t","P.Value","adj.P.Val","B","Significance","GN"
"JUND",0.600527155011042,5.1598464684648,4.19658038541375,0.00307711491549264,0.612982942304409,-1.68544504019343,"Not significant","JUND"
"CALCOCO2",-0.530277821002427,4.59225373136173,-4.14979859135502,0.00327940384020676,0.612982942304409,-1.72711471239221,"Not significant","CALCOCO2"
"FAM60A",0.583576981359539,3.84830034724548,4.13284706728954,0.00335620908064277,0.612982942304409,-1.74231950334117,"Not significant","FAM60A"
"RPS19BP1",-0.63475028874862,3.49164925383774,-4.09916446505301,0.00351464158085733,0.612982942304409,-1.77269825730042,"Not significant","RPS19BP1"
"UVRAG",0.78911733546363,4.46122033910209,4.06891476529663,0.00366381233193627,0.612982942304409,-1.80017014794354,"Not significant","UVRAG"
"GGPS1",-0.524924577663194,4.7700910109144,-4.05510359102939,0.00373417577533516,0.612982942304409,-1.81277262709074,"Not significant","GGPS1"
"CCDC25",0.553882795004087,4.31779732733968,4.05274163288125,0.00374635428643928,0.612982942304409,-1.81493161641776,"Not significant","CCDC25"
"CD99L2",-0.604396864453301,4.79582973300324,-3.9359085851398,0.00440553140120357,0.612982942304409,-1.92308730914909,"Not significant","CD99L2"
"RAB32",-0.476511849023944,4.83191398969383,-3.89228600104156,0.00468275251022725,0.612982942304409,-1.9641536455267,"Not significant","RAB32"
"FKBP1A",-0.480509128456104,3.97384288569984,-3.87890022920159,0.00477153046586711,0.612982942304409,-1.97682936124743,"Not significant","FKBP1A"
"ATF6",0.500899269837649,3.93822044362341,3.87009620287651,0.00483090472665524,0.612982942304409,-1.9851853782975,"Not significant","ATF6"
"RAB44",0.498645878583102,3.55523429847126,3.82304415935439,0.00516195221921466,0.612982942304409,-2.0300983373006,"Not significant","RAB44"
"ETNK1",-0.470412826573968,4.99648552274747,-3.81082945057741,0.00525181274018158,0.612982942304409,-2.04182791808902,"Not significant","ETNK1"
"PYCARD",-0.641080872642284,4.91721847214592,-3.79779968037485,0.00534952016851158,0.612982942304409,-2.05437200661455,"Not significant","PYCARD"
"REPIN1",0.563695397185802,3.10719780075518,3.68069788706577,0.00632021703811353,0.612982942304409,-2.16857520130846,"Not significant","REPIN1"
"SMYD5",-0.642204559338507,3.90331478651079,-3.65385165879114,0.00656828145467116,0.612982942304409,-2.19512623954176,"Not significant","SMYD5"
"NARF",0.515162996618633,4.660975606466,3.64210497177736,0.00668007320170856,0.612982942304409,-2.20678675142213,"Not significant","NARF"
"NAB2",0.530217095243906,4.6444442032974,3.63851402085464,0.00671465165331615,0.612982942304409,-2.21035656855849,"Not significant","NAB2"
"KDM4A",-0.446302798123508,4.38554233534487,-3.63246456986007,0.00677333631972648,0.612982942304409,-2.21637592633955,"Not significant","KDM4A"
"VPS25",-0.471871375775939,4.21835651255203,-3.59863865656036,0.00711171482327378,0.612982942304409,-2.25016065441425,"Not significant","VPS25"
"CYB5R1",-0.709802695545009,3.50951735189901,-3.59451519510907,0.00715418016310084,0.612982942304409,-2.25429379704329,"Not significant","CYB5R1"
"LDLR",0.747088120283206,4.10970233533682,3.5489964161804,0.00764131930076636,0.612982942304409,-2.30013052844991,"Not significant","LDLR"
"SMG9",0.458410233209139,3.57186230926853,3.53143921775906,0.00783854648116874,0.612982942304409,-2.31791330254687,"Not significant","SMG9"
"PRSS12",-0.610991782136047,3.81693421493544,-3.52671587129292,0.00789252511205987,0.612982942304409,-2.32270706537039,"Not significant","PRSS12"
"LMO7",0.517549020504086,3.36001105005739,3.51877824914535,0.00798412889513531,0.612982942304409,-2.33077229208898,"Not significant","LMO7"
"PRDX4",-0.508595448362973,4.96770975074137,-3.47244872426816,0.00854183595728151,0.612982942304409,-2.37807732470999,"Not significant","PRDX4"
"P4HA1",-0.505499473373565,4.85939140611666,-3.43012312040955,0.00908757443847149,0.612982942304409,-2.42163543133484,"Not significant","P4HA1"
"BID",0.721268672971099,3.56736338792744,3.42167633009497,0.00920084696564138,0.612982942304409,-2.43036682488262,"Not significant","BID"
"NUP37",-0.43184798389979,4.10657407542705,-3.40319912587974,0.00945387864578719,0.612982942304409,-2.44951108462218,"Not significant","NUP37"
"NME2",-0.462181866733031,5.41292025089321,-3.40107730500245,0.0094834039207389,0.612982942304409,-2.45171340285271,"Not significant","NME2"
"TSPO",-0.513186649297403,4.88398138013181,-3.39281416868255,0.00959932018222668,0.612982942304409,-2.46029764984778,"Not significant","TSPO"
"MACF1",0.450947365555402,3.55476904466332,3.36370335377055,0.0100197893844546,0.612982942304409,-2.49063595781354,"Not significant","MACF1"
"PKIB",-0.449061746113624,5.17168627400191,-3.36045262232466,0.0100679378155247,0.612982942304409,-2.49403301947976,"Not significant","PKIB"
"PRDX6",-0.463669307642683,5.19657296357178,-3.35411883855404,0.0101624555330722,0.612982942304409,-2.50065723331524,"Not significant","PRDX6"
"TMSB4X",-0.656102521631256,5.97279949967788,-3.34560962467867,0.0102909167029279,0.612982942304409,-2.50956766786341,"Not significant","TMSB4X"
"SDE2",0.423459343008624,4.56605275944024,3.34425887381229,0.0103114660263352,0.612982942304409,-2.51098326995488,"Not significant","SDE2"
"PHF14",0.640352032680139,3.79458840534356,3.3346093975895,0.010459533897666,0.612982942304409,-2.52110526335372,"Not significant","PHF14"
"CALM1",-0.658663771371751,4.36803964230769,-3.32105692458117,0.0106712978221704,0.612982942304409,-2.53534864095723,"Not significant","CALM1"
"TSC2",0.444940817648933,4.39466228525953,3.31524217145817,0.0107635406224044,0.612982942304409,-2.54146955637549,"Not significant","TSC2"
"LCLAT1",0.413414893572866,4.82243785136888,3.30591676231644,0.0109132377078963,0.612982942304409,-2.55129811901257,"Not significant","LCLAT1"
"RPS8",0.598732499450646,4.54236627598521,3.30031321784707,0.0110042453127324,0.612982942304409,-2.55721117875373,"Not significant","RPS8"
"AVEN",-0.568436510035237,4.04010824061872,-3.29785469175822,0.0110444270105159,0.612982942304409,-2.55980719893861,"Not significant","AVEN"
"PPP2R1B",0.402316118856329,4.7997579209271,3.2827180016922,0.0112952549076508,0.612982942304409,-2.57581312528135,"Not significant","PPP2R1B"
"C1QBP",-0.607320152260408,4.5760313782233,-3.27899685006423,0.0113578334832629,0.612982942304409,-2.57975393180909,"Not significant","C1QBP"
"SF3B5",-0.412472436439423,4.34039181913001,-3.27805914661336,0.01137366046342,0.612982942304409,-2.58074735695547,"Not significant","SF3B5"
"DENR",-0.440459578953501,5.397673421165,-3.2679730831479,0.0115453759831533,0.612982942304409,-2.59144217225321,"Not significant","DENR"
"KEAP1",0.417461993170013,3.97212326160162,3.26686524548067,0.0115644029224901,0.612982942304409,-2.5926179209456,"Not significant","KEAP1"
"RPL35",-0.493520852815427,5.43787412529854,-3.26410953826621,0.0116118753293995,0.612982942304409,-2.59554345110119,"Not significant","RPL35"
"CD81",-0.487364162415624,3.84820510944848,-3.26192174551057,0.0116497106201119,0.612982942304409,-2.5978669785441,"Not significant","CD81"
"UBE2N",-0.484350061440174,5.69672357703411,-3.25641752129823,0.0117454756690445,0.612982942304409,-2.60371625137933,"Not significant","UBE2N"
"TTK",0.408742536650663,4.18906762968546,3.24084642075168,0.0120209097200334,0.612982942304409,-2.62029093580429,"Not significant","TTK"
"SDF4",-0.48426716263444,4.4476446463467,-3.23709795386035,0.0120882266319667,0.612982942304409,-2.62428703381324,"Not significant","SDF4"
"GTF2H4",-0.455291044565286,4.02748418702533,-3.23195484156481,0.0121812361896897,0.612982942304409,-2.62977370642984,"Not significant","GTF2H4"
"TRRAP",0.563977307223705,4.12132327067336,3.22684455154911,0.0122743989751318,0.612982942304409,-2.6352297036436,"Not significant","TRRAP"
"AK6",-0.630985114694261,4.64723093813856,-3.21449664749761,0.0125026165839023,0.612982942304409,-2.64843071799108,"Not significant","AK6"
"LTF",1.19099850393396,4.91929095562451,3.20997491435097,0.01258730213899,0.612982942304409,-2.65327112422943,"Not significant","LTF"
"RNPEP",-0.39164003972729,4.82909583391007,-3.20881913998616,0.0126090448526262,0.612982942304409,-2.6545088903681,"Not significant","RNPEP"
"SLC25A1",-0.469520285835838,5.17024043271315,-3.20812770321638,0.0126220712233344,0.612982942304409,-2.65524948285944,"Not significant","SLC25A1"
"APP",-0.441322463853765,4.1202001466816,-3.20113261554367,0.0127546547072278,0.612982942304409,-2.66274625912941,"Not significant","APP"
"RAB11A",-0.485813846016611,5.06029059875481,-3.19436314425387,0.0128843574439236,0.612982942304409,-2.67000883059032,"Not significant","RAB11A"
"ANLN",0.425421150723812,4.82033732713498,3.18507928332386,0.0130644957117035,0.612982942304409,-2.67998103752986,"Not significant","ANLN"
"MRPS7",-0.4136691887798,4.45026706313194,-3.18446887836893,0.013076432034173,0.612982942304409,-2.68063718912245,"Not significant","MRPS7"
"IFIT2",0.589064242680196,2.01132894681515,3.18408866544432,0.0130838728012178,0.612982942304409,-2.68104592741287,"Not significant","IFIT2"
"LRCH3",0.458664224683422,4.23717103748398,3.18402865636385,0.0130850475855869,0.612982942304409,-2.68111044078983,"Not significant","LRCH3"
"RAI14",0.660079454613013,4.1293306470398,3.18261578694661,0.0131127390796027,0.612982942304409,-2.68262952845493,"Not significant","RAI14"
"CLEC11A",-0.430289445272827,4.98536306893721,-3.17279928956202,0.0133068461147258,0.612982942304409,-2.69319289707868,"Not significant","CLEC11A"
"CHTF8",-0.410316166171993,4.06921716450938,-3.16748773665264,0.013413131180278,0.612982942304409,-2.69891501974824,"Not significant","CHTF8"
"SEPHS2",0.402444316576416,4.83580897412678,3.16237959244724,0.0135161875799319,0.612982942304409,-2.7044222659897,"Not significant","SEPHS2"
"PAIP1",-0.471023613926831,5.35584708575248,-3.14874724968383,0.0137953110618655,0.612982942304409,-2.71914003872496,"Not significant","PAIP1"
"ZNF511",0.393389112221982,3.7956035085285,3.14566992836103,0.0138591528315186,0.612982942304409,-2.72246645505429,"Not significant","ZNF511"
"C14orf142",0.893952514584799,4.38294506141595,3.13616612167273,0.0140582829370964,0.612982942304409,-2.73274897253566,"Not significant","C14orf142"
"GTF2H2",-0.4650675924045,4.36620126198936,-3.1259225152909,0.0142762795023574,0.612982942304409,-2.74384776949223,"Not significant","GTF2H2"
"ZDHHC3",-0.490418208489834,4.45865571616898,-3.12389904173539,0.0143197593601512,0.612982942304409,-2.74604211090354,"Not significant","ZDHHC3"
"NF1",0.391529164264302,5.05900212247517,3.12011870517523,0.0144013627475766,0.612982942304409,-2.750143376524,"Not significant","NF1"
"SPCS3",-0.498724237731967,5.19647837383088,-3.11356399714199,0.0145440123589417,0.612982942304409,-2.75725979740507,"Not significant","SPCS3"
"COG1",0.455660033152146,4.07810810847537,3.09870109368764,0.0148729876502257,0.612982942304409,-2.77342095166161,"Not significant","COG1"
"ARL14EP",0.721899393902449,4.66018983262309,3.09356680768275,0.0149884341569198,0.612982942304409,-2.77901158284365,"Not significant","ARL14EP"
"IDE",-0.444140766805922,4.33708847396528,-3.08687200531414,0.0151403812523625,0.612982942304409,-2.78630746800188,"Not significant","IDE"
"M6PR",-0.384445803677351,4.69315418789962,-3.08539595304723,0.0151740986820063,0.612982942304409,-2.78791696178562,"Not significant","M6PR"
"MTHFD2",-0.501433164778324,4.30109169763925,-3.08268637462588,0.0152361983354716,0.612982942304409,-2.79087235734605,"Not significant","MTHFD2"
"MCCC1",0.389048886352306,4.03566453141391,3.07614192047338,0.0153872878577975,0.612982942304409,-2.7980151126041,"Not significant","MCCC1"
"IQGAP3",0.479439619897843,3.87590365595222,3.06935083476142,0.0155457304040864,0.612982942304409,-2.80543386631815,"Not significant","IQGAP3"
"PARP4",0.375393323586702,4.59338194946798,3.06096910460012,0.0157436413456208,0.612982942304409,-2.81459980616859,"Not significant","PARP4"
"BCL2L13",-0.608422473579234,4.04088894490283,-3.0575267310966,0.0158256852690458,0.612982942304409,-2.81836728912308,"Not significant","BCL2L13"
"NUP153",0.401940832706059,4.17388923041765,3.05685771204126,0.0158416821943672,0.612982942304409,-2.81909969705605,"Not significant","NUP153"
"GC",0.7681162701088,3.69698950620487,3.054904772632,0.015888475774308,0.612982942304409,-2.82123805550859,"Not significant","GC"
"PLEC",-0.403284260388417,3.20838395002407,-3.04344924586372,0.0161658831129639,0.612982942304409,-2.83379256940241,"Not significant","PLEC"
"MASTL",0.397663740206199,4.18666572786378,3.03253521948986,0.0164348894909339,0.612982942304409,-2.84577157468469,"Not significant","MASTL"
"ITIH2",0.627742882144826,4.17752972430605,3.02109723273216,0.0167218347750652,0.612982942304409,-2.85834428810756,"Not significant","ITIH2"
"PIK3CD",0.404975341429499,4.92330420261942,3.01626797178444,0.0168445531473782,0.612982942304409,-2.86365832453073,"Not significant","PIK3CD"
"GHITM",-0.41143225101214,4.13437723637618,-3.00915473780907,0.0170270257398756,0.612982942304409,-2.87149170824478,"Not significant","GHITM"
"PBXIP1",0.452873539599719,4.40796006995624,3.0057217852837,0.0171158267678562,0.612982942304409,-2.87527480530539,"Not significant","PBXIP1"
"FTL",-0.377361519094454,5.03299824595295,-3.00523577738817,0.0171284374569964,0.612982942304409,-2.87581051946014,"Not significant","FTL"
"LTN1",0.376192877860309,3.64107315123707,2.9997420440197,0.0172716622128092,0.612982942304409,-2.88186845827168,"Not significant","LTN1"
"PPP6R2",0.422673409786756,4.23998472785497,2.99775542111396,0.017323761758729,0.612982942304409,-2.88406016135158,"Not significant","PPP6R2"
"GTF3C5",0.424845581592372,4.58610410352175,2.99628672389447,0.0173623840039774,0.612982942304409,-2.88568083211771,"Not significant","GTF3C5"
"TDP2",0.38875566579286,3.78997528212283,2.99455150181031,0.0174081308191839,0.612982942304409,-2.88759599925974,"Not significant","TDP2"
"WDR12",-0.461611872994741,4.75792526683434,-2.98965270135485,0.0175379609062305,0.612982942304409,-2.8930051033721,"Not significant","WDR12"
"ARHGAP30",0.443856256361746,4.29969018708308,2.98511045458542,0.0176592437876718,0.612982942304409,-2.89802352494892,"Not significant","ARHGAP30"
"TARBP1",0.405583313911582,3.84937395691282,2.96122889991942,0.0183114470730954,0.612982942304409,-2.92445585948833,"Not significant","TARBP1"
"KHNYN",0.458446255229999,3.66009059720939,2.96020188848812,0.0183400513020105,0.612982942304409,-2.92559432906436,"Not significant","KHNYN"
"NSMCE2",0.399225655534436,4.429311680848,2.95927522031237,0.0183659007179332,0.612982942304409,-2.92662168925803,"Not significant","NSMCE2"
"TTC1",-0.368316746616348,5.14427515933791,-2.95427639352114,0.0185059988956737,0.612982942304409,-2.93216571087634,"Not significant","TTC1"
"AP3S1",0.373318278854259,4.33926725821771,2.9454942737436,0.0187548293513818,0.612982942304409,-2.94191386702459,"Not significant","AP3S1"
"SLC25A3",-0.422341027701335,5.56065258134326,-2.94515705240955,0.0187644532464903,0.612982942304409,-2.9422883906997,"Not significant","SLC25A3"
"PPP2R2D",0.36463777528804,4.10205078350771,2.94173198887415,0.0188624921677636,0.612982942304409,-2.94609319122403,"Not significant","PPP2R2D"
"CDS2",0.445259006417693,3.92193868632213,2.93570022751143,0.0190364430795988,0.612982942304409,-2.95279752174815,"Not significant","CDS2"
"OAS1",0.481602788744853,2.62608340744164,2.93092682825686,0.0191752864374981,0.612982942304409,-2.95810662136014,"Not significant","OAS1"
"PPP6R1",0.368234079129256,4.14599181776844,2.92521632819173,0.0193427719137039,0.612982942304409,-2.96446196475413,"Not significant","PPP6R1"
"ZEB2",0.414801720618629,4.40200941933704,2.92426412310626,0.0193708471466623,0.612982942304409,-2.96552211477752,"Not significant","ZEB2"
"AAMP",0.358352110822113,4.9857613744171,2.91554485651232,0.0196299084061546,0.612982942304409,-2.97523537311387,"Not significant","AAMP"
"CAMK2G",0.356283321375996,4.16008979122021,2.90026173304985,0.0200927129176598,0.612982942304409,-2.9922846890422,"Not significant","CAMK2G"
"FAM213A",-0.421188848261161,5.04015726387715,-2.89751997982086,0.0201769307335636,0.612982942304409,-2.99534648494561,"Not significant","FAM213A"
"WDR6",-0.534109357280004,3.16828897570783,-2.89680273013106,0.0201990227628232,0.612982942304409,-2.99614761778312,"Not significant","WDR6"
"SUPT4H1",0.365021286807529,5.01435966064634,2.89651974255148,0.0202077459802259,0.612982942304409,-2.99646371920807,"Not significant","SUPT4H1"
"OSBPL1A",0.402643606403562,4.75619634602628,2.89326722218208,0.0203082876567267,0.612982942304409,-3.00009756939713,"Not significant","OSBPL1A"
"HECTD3",0.366756229169816,4.49950938734384,2.8913671266915,0.0203672634596488,0.612982942304409,-3.00222105957222,"Not significant","HECTD3"
"ARAP1",0.356556625579656,4.41365017982682,2.88896200898604,0.0204421693596542,0.612982942304409,-3.00490960664044,"Not significant","ARAP1"
"LYRM7",0.494729396473576,4.94349175927216,2.88516111350859,0.0205611294181204,0.612982942304409,-3.00915991278212,"Not significant","LYRM7"
"SRF",-0.471984861839384,5.71433197986618,-2.8847818776839,0.0205730380572939,0.612982942304409,-3.00958408907661,"Not significant","SRF"
"CD4",-0.35286903894755,4.1382154312574,-2.88312051133113,0.0206252921603102,0.612982942304409,-3.01144254594982,"Not significant","CD4"
"CAMK2D",0.373348112944785,5.0987960534246,2.8830603655216,0.0206271864768065,0.612982942304409,-3.01150983348623,"Not significant","CAMK2D"
"KPNA3",-0.451386508566917,4.31499874720445,-2.88032220807618,0.0207136173146283,0.612982942304409,-3.01457360307414,"Not significant","KPNA3"
"SEC63",-0.523747590838811,4.58467751575434,-2.87809093834899,0.0207843258913924,0.612982942304409,-3.01707090481535,"Not significant","SEC63"
"NUDT16",-0.560607052290271,4.02585658909354,-2.8752625337172,0.0208743176248564,0.612982942304409,-3.02023743435446,"Not significant","NUDT16"
"PRMT1",-0.426960701045579,4.71314710423317,-2.8672543094015,0.0211313149561543,0.612982942304409,-3.02920842349181,"Not significant","PRMT1"
"PPM1A",0.456648835947905,4.56138482564982,2.86640360084463,0.0211588077351711,0.612982942304409,-3.03016187379647,"Not significant","PPM1A"
"SMPD4",0.403267091490076,3.76898705026146,2.86241641685007,0.0212881586666632,0.612982942304409,-3.03463178921223,"Not significant","SMPD4"
"THUMPD3",0.36623171446063,4.77960369482239,2.85851672859972,0.021415464152623,0.612982942304409,-3.03900550858449,"Not significant","THUMPD3"
"POFUT2",-0.35935285264522,4.95240951811484,-2.85808880212867,0.0214294817929349,0.612982942304409,-3.03948556574284,"Not significant","POFUT2"
"TP53BP2",0.61511033962507,3.20820321024927,2.85767421432462,0.0214430715661359,0.612982942304409,-3.0399506806796,"Not significant","TP53BP2"
"VPS11",0.375845331568789,4.95928269320575,2.84277715284172,0.0219373544614385,0.612982942304409,-3.05667716757508,"Not significant","VPS11"
"KIF22",0.404852738118043,4.43935582315428,2.83863607383687,0.0220768405739774,0.612982942304409,-3.06133154561152,"Not significant","KIF22"
"SAP18",0.417567321584742,4.79922065465531,2.83784563386493,0.0221035695777813,0.612982942304409,-3.06222019614804,"Not significant","SAP18"
"SLC25A5",-0.473551478339011,5.77941358163858,-2.83272597701709,0.0222775057329426,0.612982942304409,-3.06797776217202,"Not significant","SLC25A5"
"HTT",0.358315977301426,4.37973112805252,2.82060104286175,0.0226951136586547,0.612982942304409,-3.08162581868728,"Not significant","HTT"
"PGRMC1",-0.432981056900217,4.73485686214588,-2.81898135126086,0.0227515092899124,0.612982942304409,-3.08345027891311,"Not significant","PGRMC1"
"NAGA",-0.371751684129727,3.93549601281419,-2.8186332033133,0.0227636502802293,0.612982942304409,-3.08384248116718,"Not significant","NAGA"
"SYNGR2",-0.358011496227668,4.841664116941,-2.81747689238802,0.0228040225099117,0.612982942304409,-3.08514521171762,"Not significant","SYNGR2"
"ZNF644",0.364196550307867,4.69565455280867,2.81638525215573,0.0228422047401775,0.612982942304409,-3.08637522507011,"Not significant","ZNF644"
"TAF7",0.409113820975972,4.59192577236734,2.81637298256777,0.0228426342683036,0.612982942304409,-3.08638905070094,"Not significant","TAF7"
"NCF4",-0.470175586650046,4.69934193594891,-2.81308140340067,0.0229581665861876,0.612982942304409,-3.09009870128603,"Not significant","NCF4"
"PDE3B",0.36367813975988,3.88739479604377,2.81277375050887,0.0229689958370613,0.612982942304409,-3.09044549392259,"Not significant","PDE3B"
"PPM1F",0.552689612795053,4.10951902463113,2.81178732902248,0.0230037530822985,0.612982942304409,-3.09155748204382,"Not significant","PPM1F"
"CAT",-0.346748000648463,4.86020880632267,-2.80762453192585,0.0231510321329434,0.612982942304409,-3.09625141617958,"Not significant","CAT"
"PPP1R7",-0.3664190887544,4.84430743165247,-2.80600355616024,0.0232086453515855,0.612982942304409,-3.09807975221359,"Not significant","PPP1R7"
"STK39",-0.406970421706564,3.86247775423036,-2.79863139676746,0.0234725443606535,0.612982942304409,-3.10639876032971,"Not significant","STK39"
"PPA2",-0.406058567746937,5.25439666793723,-2.79564259865667,0.023580415026855,0.612982942304409,-3.10977318204498,"Not significant","PPA2"
"GLRX5",-0.374339765609427,5.09278960818393,-2.79000960339426,0.0237851134157838,0.612982942304409,-3.11613569456217,"Not significant","GLRX5"
"VHL",-0.427192738567827,4.63071007469884,-2.78922857397715,0.0238136399103235,0.612982942304409,-3.11701815389894,"Not significant","VHL"
"KIAA0430",0.404669235758122,4.00297113423108,2.78870001333604,0.0238329652223159,0.612982942304409,-3.11761539572678,"Not significant","KIAA0430"
"HMOX1",0.409836618422316,3.0403527037276,2.78394111486384,0.0240076917342424,0.612982942304409,-3.12299406533278,"Not significant","HMOX1"
"ACSL5",0.342399485925373,3.70128575849794,2.78131010963477,0.0241048582309482,0.612982942304409,-3.12596879460516,"Not significant","ACSL5"
"CREBBP",0.358607256358659,3.2991220606497,2.77853341933951,0.0242078454436985,0.612982942304409,-3.12910906951459,"Not significant","CREBBP"
"ZMIZ2",0.414446854113589,3.60185107864223,2.77661189833777,0.0242793802869873,0.612982942304409,-3.13128269360958,"Not significant","ZMIZ2"
"USF1",0.428749756970192,4.35854330587806,2.75844998253578,0.0249663855961085,0.623289952969505,-3.15184724729345,"Not significant","USF1"
"NEURL4",0.406284083123533,3.75418609468412,2.75814559314244,0.0249780689447239,0.623289952969505,-3.15219220619062,"Not significant","NEURL4"
"PSMB1",-0.395476555889584,4.92250878354706,-2.74537543335051,0.0254733369308058,0.631088792989358,-3.16667321063171,"Not significant","PSMB1"
"IRF7",0.405385116573629,3.04640068314213,2.74239924859481,0.025590210034668,0.631088792989358,-3.17005057414028,"Not significant","IRF7"
"COX17",-0.446313960949227,4.70157509346108,-2.73218760286412,0.0259954309742784,0.631088792989358,-3.18164565959677,"Not significant","COX17"
"MRPL47",-0.381449717469524,4.5483215408496,-2.73190066508512,0.0260069122696076,0.631088792989358,-3.18197162496466,"Not significant","MRPL47"
"ELANE",-0.385169076652861,4.61096447093072,-2.73000128508548,0.0260830442778802,0.631088792989358,-3.18412955852327,"Not significant","ELANE"
"NEDD8",-0.499781581038397,4.85075983830369,-2.72352915917234,0.0263441905846095,0.631088792989358,-3.19148544402869,"Not significant","NEDD8"
"TCEB2",-0.344753903949194,6.13732215327083,-2.72248409277071,0.0263866100074649,0.631088792989358,-3.19267360782325,"Not significant","TCEB2"
"DECR1",-0.333688336265141,5.04527575372147,-2.72051047751653,0.0264669111691716,0.631088792989358,-3.19491776142083,"Not significant","DECR1"
"DPYSL2",-0.37762300872868,4.73154474535899,-2.71167623937987,0.0268294455529952,0.633358088113799,-3.20496771554882,"Not significant","DPYSL2"
"COMMD10",-0.349491970976507,4.20131699505736,-2.7110045934484,0.0268572162247697,0.633358088113799,-3.20573210421227,"Not significant","COMMD10"
"PELP1",0.450210437455638,5.20764298847098,2.70050341903002,0.0272952738435182,0.637482481071111,-3.21768902274744,"Not significant","PELP1"
"TM9SF4",0.386535893727646,4.23058705812397,2.69969820578213,0.0273291650785378,0.637482481071111,-3.21860630007228,"Not significant","TM9SF4"
"PNP",-0.343153195675854,4.75433262087702,-2.69198409364263,0.0276560496954967,0.638578300600077,-3.22739714692267,"Not significant","PNP"
"LRSAM1",0.717006160335205,3.85416088685695,2.69156999770351,0.0276737101378412,0.638578300600077,-3.2278692020632,"Not significant","LRSAM1"
"DENND4B",0.672709919515873,3.33340276475977,2.66702199345127,0.0287415972656427,0.655256052558992,-3.25588153857274,"Not significant","DENND4B"
"SNX9",-0.369769267030344,4.20254680664656,-2.65837277760697,0.0291278502131681,0.655256052558992,-3.26576440043795,"Not significant","SNX9"
"PAICS",-0.371116099175004,5.42281368269107,-2.6566105607654,0.0292071968884016,0.655256052558992,-3.26777877580563,"Not significant","PAICS"
"OGFOD1",-0.392255340142061,3.96435498690419,-2.65207214078546,0.029412568138824,0.655256052558992,-3.27296785721048,"Not significant","OGFOD1"
"YARS2",-0.404797892110721,4.95582261996734,-2.6513550093875,0.0294451546910626,0.655256052558992,-3.27378796594018,"Not significant","YARS2"
"BAZ2A",0.350348706897823,4.55679983745535,2.6511850561707,0.0294528828100689,0.655256052558992,-3.27398233032679,"Not significant","BAZ2A"
"GLUL",0.357666746704989,4.26955738763873,2.65091540457619,0.0294651486821727,0.655256052558992,-3.27429071836709,"Not significant","GLUL"
"RPL7",-0.36100563125877,5.53389473523781,-2.64731210107208,0.0296295583575498,0.655515796240226,-3.27841225238118,"Not significant","RPL7"
"ILF2",-0.341339340854805,4.86457196365093,-2.63913502427958,0.0300061525906384,0.658598157310212,-3.28776948588874,"Not significant","ILF2"
"PHKG2",-0.334766913424124,4.07861735044433,-2.62977341804012,0.0304433227499778,0.658598157310212,-3.29848911652174,"Not significant","PHKG2"
"CD74",-0.407462140267404,4.21522740245763,-2.6253996984387,0.0306497963245767,0.658598157310212,-3.30349978625172,"Not significant","CD74"
"NEDD1",-0.33987143948505,3.73871614346037,-2.62227444587187,0.0307982096493484,0.658598157310212,-3.3070811290963,"Not significant","NEDD1"
