"","logFC","AveExpr","t","P.Value","adj.P.Val","B","Significance","GN"
"PRDX2",-0.591451253417564,5.18094060820115,-4.50755610018891,0.00184321289073868,0.0183126614052093,-1.75872374848158,"Not significant","PRDX2"
"SIGLEC1",1.53526351277818,4.19538049381775,4.50206939884859,0.00185690682853543,0.0184061064851595,-1.766635513315,"Not significant","SIGLEC1"
"CD47",0.532056874265317,5.19890774864514,4.50007223733642,0.00186191869198206,0.0184132604285415,-1.76951644773052,"Not significant","CD47"
"MCM3AP",0.514553804027329,3.61548513675768,4.48305425699606,0.00190522303655905,0.0187697675350049,-1.7940878169763,"Not significant","MCM3AP"
"CCS",-0.551830596859464,4.69162214449335,-4.48090295830858,0.00191077430755173,0.0187697675350049,-1.7971968530055,"Not significant","CCS"
"CHMP2A",-0.514490505831428,4.85388421831707,-4.48078170955842,0.00191108770102449,0.0187697675350049,-1.79737209981152,"Not significant","CHMP2A"
"GPD2",0.504455747171256,4.83702802692494,4.47769566049049,0.0019190829832708,0.0188052606488545,-1.80183321156943,"Not significant","GPD2"
"IAH1",-0.699214950888868,4.74370057802875,-4.4692606186641,0.00194112130270978,0.018977887542666,-1.81403348470534,"Not significant","IAH1"
"BLVRA",0.647134204476098,5.34786239302191,4.46414141585091,0.0019546295015653,0.0190567257159342,-1.82144264571414,"Not significant","BLVRA"
"SNX2",0.522476770242357,5.21275803196257,4.4628454663675,0.00195806524714049,0.0190567257159342,-1.82331888929395,"Not significant","SNX2"
"ANAPC1",0.538984484675462,3.98375664091608,4.45943305402743,0.00196714327701476,0.0190939119839869,-1.82826041730275,"Not significant","ANAPC1"
"TRIM25",0.595953906233912,5.18883439244058,4.45711627998521,0.00197333248747996,0.0190939119839869,-1.83161627364693,"Not significant","TRIM25"
"SARNP",-0.571761223255418,5.17895293875838,-4.45640671694283,0.00197523227420554,0.0190939119839869,-1.83264422837339,"Not significant","SARNP"
"MGAT1",0.524810582432089,4.02876001787593,4.45283723898224,0.00198481921840742,0.0191121071563858,-1.83781645077957,"Not significant","MGAT1"
"SRPRA",0.531818810349289,4.9622875675067,4.45239129945863,0.00198602045474093,0.0191121071563858,-1.83846274815333,"Not significant","SRPRA"
"MOB1B",0.646175300339622,5.25456652797486,4.44453265357838,0.00200731878919107,0.0192738528930829,-1.84985678461223,"Not significant","MOB1B"
"CDKN2AIPNL",-0.527274822402781,3.77927088465409,-4.43979106245599,0.00202028855975245,0.0193550859340569,-1.85673565121853,"Not significant","CDKN2AIPNL"
"KDM3A",-0.617755615949674,3.97879758304318,-4.43158017123529,0.00204296249169329,0.0195287194083465,-1.86865501075816,"Not significant","KDM3A"
"PLK1",-0.54236898779477,3.54536143488803,-4.41590746018199,0.00208700819391945,0.019905420374005,-1.89143236209128,"Not significant","PLK1"
"DHFR",-0.50760460254178,4.96821188074603,-4.4127907284992,0.00209588887114924,0.0199457983037085,-1.89596601429181,"Not significant","DHFR"
"RAB7B",0.566069733587964,5.24075184560805,4.40549207119436,0.00211684533401016,0.0201006641008221,-1.90658804010055,"Not significant","RAB7B"
"LPCAT4",-0.576448490099874,4.16814535307544,-4.40163151902822,0.00212802139329836,0.0201379789840631,-1.91220944047922,"Not significant","LPCAT4"
"ANXA2",0.594355008094956,5.40322834484042,4.40089561482361,0.00213015900716791,0.0201379789840631,-1.91328123446839,"Not significant","ANXA2"
"CD63",0.869082190535266,5.52946352570113,4.39871231000521,0.00213651459664366,0.0201536717555925,-1.91646150943815,"Not significant","CD63"
"SCARB2",0.633545567821723,4.86570684491674,4.38852118860248,0.00216645276613882,0.0203912615619909,-1.93131496409452,"Not significant","SCARB2"
"PYM1",-0.50788299100759,4.70627231991945,-4.38315589254553,0.00218239585118666,0.0204963741647552,-1.93914059779725,"Not significant","PYM1"
"SPAG5",-0.67434471643837,3.67612118137682,-4.37898508986871,0.00219487691015713,0.0205685844943109,-1.94522673183223,"Not significant","SPAG5"
"EEF2K",-0.657690730294281,4.61531020958027,-4.37235784683961,0.00221486747618042,0.0207106997990553,-1.95490229962552,"Not significant","EEF2K"
"HMGB1",-0.516952543327498,5.72031418789759,-4.36282286315215,0.00224397431727826,0.0209372560212136,-1.96883370006895,"Not significant","HMGB1"
"SNX18",-0.55819765937209,3.55331206702013,-4.36016102699174,0.00225217339978487,0.020948768420691,-1.97272509856107,"Not significant","SNX18"
"CLUH",0.578635115877602,4.47501965279934,4.3592555160331,0.00225496994649563,0.020948768420691,-1.97404910778378,"Not significant","CLUH"
"GHITM",-0.58304625951072,4.04857023212689,-4.35759903166314,0.00226009546729305,0.0209510361676496,-1.97647145829293,"Not significant","GHITM"
"ELP3",-0.592417668039213,4.42137345253796,-4.35505100572937,0.00226800415088514,0.0209790383956876,-1.98019828628438,"Not significant","ELP3"
"ACADM",-0.533576908013977,5.42434302151309,-4.35240633202419,0.00227624438509803,0.0210099804319155,-1.98406741859251,"Not significant","ACADM"
"RCL1",0.534175454959103,4.46684062631564,4.34572181632325,0.00229721615321778,0.0211580509219114,-1.99385108513116,"Not significant","RCL1"
"FAM20B",-0.632594286487927,3.58667643993001,-4.32570684276906,0.00236126577967302,0.0217013977009777,-2.02318227746916,"Not significant","FAM20B"
"RRP36",0.555447637119992,4.22274937715908,4.32278602814847,0.00237077246491808,0.0217422124346761,-2.02746720822919,"Not significant","RRP36"
"LRMP",-0.50587743152867,4.13011366515921,-4.31996523620426,0.00237999275999907,0.02178023225142,-2.03160650961711,"Not significant","LRMP"
"PHGDH",-0.486657595203985,4.92372912552358,-4.31224153369579,0.0024054374883504,0.0219662504255318,-2.04294602887888,"Not significant","PHGDH"
"SNAP29",-0.493780912420564,4.42531484696264,-4.30790434486279,0.00241985418005909,0.0220509854369716,-2.04931722311391,"Not significant","SNAP29"
"ASCC3",0.560643590937376,4.19725819891032,4.30549077715579,0.00242791710510473,0.0220585220788028,-2.05286378924083,"Not significant","ASCC3"
"NT5C2",0.500717494204525,5.27098799870496,4.30343369274807,0.00243481198737209,0.0220585220788028,-2.05588715521151,"Not significant","NT5C2"
"UBE2C",-0.658018462345521,4.31439616702468,-4.30305023093773,0.00243609959584169,0.0220585220788028,-2.05645080565498,"Not significant","UBE2C"
"BIN1",0.508362562556489,4.76574655734053,4.30138026481267,0.00244171565699199,0.0220628286311781,-2.0589057221023,"Not significant","BIN1"
"CYP51A1",-0.624641267445931,5.04273734287612,-4.29960333171439,0.00244770676594404,0.0220704988223358,-2.06151830129599,"Not significant","CYP51A1"
"AIM1",0.487348582019969,3.60920004218135,4.29490814823986,0.00246361338408154,0.0221673556488007,-2.06842357730254,"Not significant","AIM1"
"UCHL3",-0.50467529944336,4.1810621507598,-4.29336383399883,0.00246886960958637,0.022168176494445,-2.07069547861032,"Not significant","UCHL3"
"TXLNA",0.490797520883682,4.96151901162554,4.28876619666339,0.00248458976156172,0.0222627541891919,-2.07746116288177,"Not significant","TXLNA"
"GNA15",0.545903641086699,4.47061566568388,4.2850021675117,0.00249753992165473,0.0223214176371882,-2.08300228342512,"Not significant","GNA15"
"HEATR1",0.541550347512666,4.67472907057239,4.28384429803779,0.00250153818347798,0.0223214176371882,-2.08470719864884,"Not significant","HEATR1"
"SIRT6",-0.537376846419627,4.44161907346995,-4.27929571861239,0.0025173118307224,0.0224155650984659,-2.09140655599706,"Not significant","SIRT6"
"FAF1",-0.515351925128007,4.49766266844229,-4.27429149286668,0.00253478940723087,0.0225244640493476,-2.09878025131433,"Not significant","FAF1"
"PPIE",-0.516549714468771,4.81861448043488,-4.27264124421497,0.00254058161967775,0.0225292899001176,-2.10121262635353,"Not significant","PPIE"
"PTMA",-0.706073776249451,4.4999840370121,-4.26828998464496,0.00255592255750013,0.0226185971480218,-2.10762790964625,"Not significant","PTMA"
"NKX2-4",-0.60813971517825,3.94531297737066,-4.26639894513751,0.00256262073154913,0.0226312102465203,-2.11041676408371,"Not significant","NKX2-4"
"DIAPH2",0.593528098750862,4.74488138353172,4.26488161048471,0.00256800888665954,0.0226322261633321,-2.11265483834592,"Not significant","DIAPH2"
"SCLY",-0.57120444793058,4.65479941335506,-4.26247785507453,0.00257656976245124,0.0226611422550015,-2.11620102367362,"Not significant","SCLY"
"OGFR",0.496215984740032,4.23215337638369,4.2604957240011,0.00258365215451023,0.0226769632866215,-2.11912578720872,"Not significant","OGFR"
"RAPGEF1",0.498311951514023,3.23133933651016,4.25349628794814,0.00260883013188803,0.0228512222980886,-2.12945815575502,"Not significant","RAPGEF1"
"SUMO3",-0.501936572858563,6.23087650871336,-4.24247238743284,0.00264902176800767,0.0231560110555783,-2.14574472072095,"Not significant","SUMO3"
"UBXN7",-0.527735214636991,4.90504054636352,-4.23874607955168,0.00266275766456444,0.0232101868645114,-2.15125361893286,"Not significant","UBXN7"
"CA2",-0.62040340793981,5.07171676126,-4.23786005832725,0.00266603497768037,0.0232101868645114,-2.15256376959614,"Not significant","CA2"
"PYGL",-0.524111164401974,5.06238085581716,-4.23313939572201,0.00268356961269196,0.0233155481329431,-2.15954594443482,"Not significant","PYGL"
"HPF1",-0.475308468246001,4.2424843910816,-4.21684199243159,0.00274506544764265,0.0237829699004806,-2.1836738721016,"Not significant","HPF1"
"AARS",-0.482163804851204,5.14197428050818,-4.21501703898297,0.00275204545582842,0.0237829699004806,-2.18637788843653,"Not significant","AARS"
"ABCA1",0.887368256361923,4.42754083262142,4.21369998509972,0.00275709472996075,0.0237829699004806,-2.18832963152284,"Not significant","ABCA1"
"PRIM2",-0.510297461996287,4.67657919671265,-4.21306471008108,0.00275953378621607,0.0237829699004806,-2.18927112894707,"Not significant","PRIM2"
"PHLDB1",0.692716371705446,3.89960118875884,4.21027112191341,0.00277028698247677,0.0237986798574017,-2.19341195407868,"Not significant","PHLDB1"
"FLNB",-0.478486320180257,4.68859095830877,-4.20971153129425,0.00277244639531707,0.0237986798574017,-2.19424153846655,"Not significant","FLNB"
"TRAF2",-0.50173283460133,4.64512719835397,-4.1973885704264,0.00282046145326985,0.0241334521789536,-2.2125207300813,"Not significant","TRAF2"
"CBX3",-0.519988980485757,5.02159870873223,-4.19682166376644,0.00282269175066047,0.0241334521789536,-2.2133621348674,"Not significant","CBX3"
"HEBP2",-0.6339676154437,5.32245227677851,-4.19486872449245,0.00283038944264903,0.0241511560394625,-2.21626102162252,"Not significant","HEBP2"
"NOLC1",-0.507478996651,5.0215969400886,-4.19338638162922,0.00283624730289045,0.0241531218730274,-2.21846170758671,"Not significant","NOLC1"
"SERF2",-0.474740325190988,5.55121898378929,-4.18924555673555,0.00285268001543951,0.0242097512995537,-2.22461072446163,"Not significant","SERF2"
"GSE1",-0.692818371857333,4.01484692053114,-4.18860900262854,0.00285521522165334,0.0242097512995537,-2.22555619288981,"Not significant","GSE1"
"CBX1",-0.534521517717604,5.73170226951904,-4.18543567703059,0.00286788982467809,0.0242097512995537,-2.23027030987549,"Not significant","CBX1"
"YWHAB",-0.493318771283991,5.05293689102284,-4.1853806829191,0.00286811000956617,0.0242097512995537,-2.23035201787869,"Not significant","YWHAB"
"PGK1",-0.594650710392248,5.36098389403066,-4.18409801165407,0.00287325071485774,0.0242097512995537,-2.23225787234982,"Not significant","PGK1"
"BCL2L13",0.595206326042053,4.64270334471348,4.18322850067434,0.00287674118424334,0.0242097512995537,-2.2335499576937,"Not significant","BCL2L13"
"DUS3L",0.506160213434481,4.58267925619967,4.17942912903536,0.00289204652767041,0.0242909269995331,-2.23919696619736,"Not significant","DUS3L"
"TMOD2",-0.521838212501074,5.79848824208709,-4.17433423456321,0.00291270828075848,0.0243851137247574,-2.24677251565805,"Not significant","TMOD2"
"CEBPA",-0.527666808776427,4.92348564727777,-4.17158445557823,0.0029239255674499,0.0243851137247574,-2.25086256436122,"Not significant","CEBPA"
"ANXA7",0.49428621993332,4.84164835261148,4.17151772856696,0.00292419834605413,0.0243851137247574,-2.25096182722418,"Not significant","ANXA7"
"RAB8B",0.572378026916599,4.67214058891233,4.17108050443919,0.00292598638589237,0.0243851137247574,-2.25161225485207,"Not significant","RAB8B"
"ATP2C1",0.469620423871819,4.03492403921945,4.16876286136626,0.00293548409336481,0.0244168560634143,-2.25506047210644,"Not significant","ATP2C1"
"HAUS1",-0.485577819466951,4.730248057752,-4.16625338323433,0.00294580531456674,0.024455312205262,-2.25879490496341,"Not significant","HAUS1"
"ATF6",0.495639914795636,3.9355907661024,4.16332318708502,0.00295790628394819,0.0244690616256588,-2.2631564748596,"Not significant","ATF6"
"ANP32A",-0.556459916945837,5.15322473767305,-4.16127638078253,0.00296639076049319,0.0244690616256588,-2.26620379994228,"Not significant","ANP32A"
"REPS1",-0.479990976404698,4.86227338833149,-4.16069240481421,0.00296881626578737,0.0244690616256588,-2.26707333615597,"Not significant","REPS1"
"BRI3BP",-0.611675027902797,4.63680469865455,-4.16034363644869,0.00297026586835234,0.0244690616256588,-2.26759267133139,"Not significant","BRI3BP"
"LRCH3",0.534286280489713,4.27498206538712,4.15154774927714,0.00300707724088747,0.0247248573139637,-2.28069553262631,"Not significant","LRCH3"
"ADPRHL2",0.478368033516359,4.0311271244038,4.14779679589617,0.00302292404468148,0.0247713686754405,-2.28628626927197,"Not significant","ADPRHL2"
"SATB1",-0.477107207088118,4.32695987817158,-4.14747751276457,0.00302427707034735,0.0247713686754405,-2.28676224122998,"Not significant","SATB1"
"RCN1",0.51107221875536,4.80983018074542,4.14035209397751,0.00305464233616823,0.0248947629808849,-2.29738796005995,"Not significant","RCN1"
"RIPK2",0.543154280818626,4.85213377399697,4.13969007653412,0.0030574801328495,0.0248947629808849,-2.29837552643601,"Not significant","RIPK2"
"CUL2",0.499072983591757,5.05498671388462,4.13895316235021,0.00306064231188489,0.0248947629808849,-2.29947488789399,"Not significant","CUL2"
"FCHSD1",-0.753121306550241,3.44478983807406,-4.13851060324251,0.00306254306940988,0.0248947629808849,-2.30013515156952,"Not significant","FCHSD1"
"CCDC91",-0.49510113112696,4.54244118558132,-4.13521401464532,0.00307674162575087,0.02496290181044,-2.30505421321739,"Not significant","CCDC91"
"GCLM",0.594262607396992,4.8222945863092,4.12781463101546,0.00310886919985403,0.0251478886928576,-2.31610051752539,"Not significant","GCLM"
"RRBP1",0.488332589747059,5.2773539207788,4.1272672340868,0.00311126022737824,0.0251478886928576,-2.31691799373584,"Not significant","RRBP1"
"ARPP19",-0.604119300862313,4.53697805542225,-4.12472056010733,0.00312241008282909,0.0251905715704934,-2.32072168236402,"Not significant","ARPP19"
"RFC3",0.891343169375439,4.52678860160045,4.12269616634324,0.00313130389949333,0.0252149274608356,-2.32374590299091,"Not significant","RFC3"
"AAMDC",-0.727182213913876,4.8503478328604,-4.11175062728921,0.00317986468013939,0.025558013496551,-2.3401065953313,"Not significant","AAMDC"
"CST3",-0.680519646068904,4.7445407304472,-4.10786700058503,0.0031972885182551,0.0256500230286932,-2.34591534549317,"Not significant","CST3"
"WHSC1",-0.503890154016967,4.37107733323691,-4.10501223241046,0.00321016174371202,0.0257052503806194,-2.3501864808963,"Not significant","WHSC1"
"DDAH2",-0.519656155818651,4.82111894352219,-4.0962217316128,0.00325015205454151,0.0259359712599109,-2.3633449585815,"Not significant","DDAH2"
"ELANE",-1.04875395454864,4.27917203198283,-4.09491193327168,0.00325615629964511,0.0259359712599109,-2.36530645061475,"Not significant","ELANE"
"PPP1R18",0.62300113895584,4.11017069443452,4.0947055280409,0.00325710356689003,0.0259359712599109,-2.36561557360774,"Not significant","PPP1R18"
"SLC7A1",-0.597584548122824,4.81329289539656,-4.08652134328283,0.00329490307863909,0.0261883778028129,-2.37787707233366,"Not significant","SLC7A1"
"ARIH1",0.711184488514433,3.59184370116757,4.07657215356436,0.00334148950041319,0.0264641334760455,-2.39279455203695,"Not significant","ARIH1"
"HINT2",-0.484858771875581,4.78074640743831,-4.07647894914732,0.00334192925070286,0.0264641334760455,-2.39293435998345,"Not significant","HINT2"
"SEC24A",0.468781890592163,3.54708367884725,4.07332234081023,0.0033568592481479,0.0265334068011985,-2.39766997814892,"Not significant","SEC24A"
"CHD1",0.498280451701779,3.82168172831091,4.0700117993067,0.00337259421299142,0.0265936724370145,-2.40263790892401,"Not significant","CHD1"
"RCOR3",-0.476348246162194,4.74033123718312,-4.06887300438714,0.00337802516516792,0.0265936724370145,-2.40434715602422,"Not significant","RCOR3"
"SMCHD1",0.46955106695529,4.61639568471347,4.06666117181451,0.00338860029313402,0.0265936724370145,-2.40766742986956,"Not significant","SMCHD1"
"ARHGDIB",-0.55931567573078,5.38881186789172,-4.06652173910954,0.00338926813211718,0.0265936724370145,-2.40787675916979,"Not significant","ARHGDIB"
"P2RX4",0.75872313008848,3.75834202215461,4.0637636931062,0.00340250736411431,0.0266028755274401,-2.41201790676012,"Not significant","P2RX4"
"MAP3K4",0.493156069154969,4.35004566705502,4.06300109682551,0.00340617777596734,0.0266028755274401,-2.41316310128861,"Not significant","MAP3K4"
"CETN2",-0.616666850500221,4.79041752283837,-4.0624079047687,0.0034090357735536,0.0266028755274401,-2.41405395228891,"Not significant","CETN2"
"LTN1",0.669205456114405,3.78757944036411,4.05589890643905,0.00344056559442727,0.0268001951565914,-2.42383207737756,"Not significant","LTN1"
"PARK7",-0.536887734937938,5.09621720220326,-4.05318290194724,0.00345381435910841,0.026839406721919,-2.42791379275795,"Not significant","PARK7"
"NUP205",0.500200168604926,4.65796802092349,4.05130479601199,0.00346300781372186,0.026839406721919,-2.43073683421193,"Not significant","NUP205"
"LTA4H",-0.504045417474294,4.98257476749629,-4.05102909792634,0.00346435958153381,0.026839406721919,-2.43115128284722,"Not significant","LTA4H"
"IRF9",0.77022425716297,4.67577524387328,4.04832481644196,0.00347764890302993,0.0268938181834314,-2.43521706289666,"Not significant","IRF9"
"TMEM165",0.552266301068552,4.19306260339814,4.04669159469842,0.00348570131120679,0.0269076079634884,-2.43767299962697,"Not significant","TMEM165"
"SEPT9",-0.467014478979841,4.78558103111636,-4.04506684021563,0.00349373181099639,0.0269211794125611,-2.44011654176341,"Not significant","SEPT9"
"XPO6",0.691193170897859,4.1399398348312,4.04167193052994,0.00351057556099931,0.0270024915910556,-2.44522338795565,"Not significant","XPO6"
"POM121C",0.467283951327299,3.84789632972642,4.03510516806484,0.00354340393213576,0.0272062427132857,-2.45510571144527,"Not significant","POM121C"
"PSMB6",-0.493422858214908,4.45443292999592,-4.03112625739375,0.0035634551700119,0.0272701940213149,-2.46109624508567,"Not significant","PSMB6"
"FADS1",-0.479420283996497,3.887848318038,-4.0309313401919,0.00356444055124829,0.0272701940213149,-2.46138975852032,"Not significant","FADS1"
"QRICH1",-0.460947128161726,4.36021456885312,-4.02689447443656,0.00358491425096432,0.0273766158814216,-2.46746970273513,"Not significant","QRICH1"
"DPYD",-0.590140816580471,4.76676038130295,-4.02567813582094,0.00359110781482767,0.0273766158814216,-2.46930204193823,"Not significant","DPYD"
"NSMAF",0.525018205565906,4.89195633854247,4.0216876725839,0.0036115078010476,0.0274765638465614,-2.47531474580592,"Not significant","NSMAF"
"MORC3",0.471411670054803,4.78380064777507,4.02061317370476,0.00361702203478733,0.0274765638465614,-2.47693411141575,"Not significant","MORC3"
"VAMP3",-0.538975360195934,3.69654285811806,-4.01009705778281,0.00367146851958921,0.0278408884913019,-2.49279054111367,"Not significant","VAMP3"
"ACYP1",-0.567902540068787,5.00265049465257,-4.0060676838729,0.00369256244400652,0.0279514603345256,-2.49886981764766,"Not significant","ACYP1"
"LYPLA1",-0.565066265753281,4.62356512925914,-3.9996668765202,0.00372633828427352,0.0281574716832781,-2.5085311725067,"Not significant","LYPLA1"
"TIMM13",-0.460654299795887,5.51411914356818,-3.99562420918751,0.00374784106678614,0.0282701825283763,-2.51463581259767,"Not significant","TIMM13"
"UBR7",-0.556692827943282,4.71843276718821,-3.99101955593265,0.0037724950325636,0.0283912202180246,-2.52159157855093,"Not significant","UBR7"
"PSME2",0.460106642395313,5.06234919510485,3.9888888160346,0.00378396204329246,0.0283912202180246,-2.5248111624992,"Not significant","PSME2"
"NCAM1",-0.481995393047397,5.0525792093805,-3.9881738698148,0.0037878180306858,0.0283912202180246,-2.52589158563708,"Not significant","NCAM1"
"EXOSC6",-0.473886609017263,4.28994129010653,-3.98770539770535,0.00379034696759742,0.0283912202180246,-2.52659957302064,"Not significant","EXOSC6"
"PTMS",-0.495173312702,4.57986113809412,-3.9810683740948,0.00382637029476862,0.028572470537278,-2.53663284866078,"Not significant","PTMS"
"RAB11FIP1",-0.49994355962915,4.24057862596072,-3.9807955442737,0.00382785893731007,0.028572470537278,-2.53704540679994,"Not significant","RAB11FIP1"
"TM9SF2",0.742163026182763,4.50403466696968,3.97828432580126,0.00384159006589036,0.0286251815326414,-2.54084316829595,"Not significant","TM9SF2"
"CTSS",0.751894362546956,4.81268871082255,3.97171881654265,0.00387773948333451,0.0288444676992577,-2.55077602023962,"Not significant","CTSS"
"IFT27",-0.470102659752967,4.62157978662853,-3.97011071374004,0.00388664903590538,0.0288607225987991,-2.55320971050419,"Not significant","IFT27"
"CHMP1A",-0.586397553776377,4.83344557465015,-3.95949748776946,0.00394600297647265,0.0292083307504831,-2.56927973449528,"Not significant","CHMP1A"
"DCXR",-0.508617417152301,4.80362589433671,-3.95655133484708,0.00396265067660796,0.0292083307504831,-2.57374312870615,"Not significant","DCXR"
"PUS3",0.493265111366456,5.20538852006353,3.95621587356751,0.00396455101422799,0.0292083307504831,-2.57425141748679,"Not significant","PUS3"
"STUB1",-0.514634270886354,5.05605723429351,-3.9550938747384,0.00397091405745095,0.0292083307504831,-2.5759515639771,"Not significant","STUB1"
"NUDCD3",-0.462628677648347,4.43277850158026,-3.95405116099877,0.00397683725959021,0.0292083307504831,-2.57753171050984,"Not significant","NUDCD3"
"MRPS26",-0.460373294695877,4.77073333855927,-3.95394633929794,0.00397743322874603,0.0292083307504831,-2.57769056656682,"Not significant","MRPS26"
"RBBP7",-0.474816028225568,4.91972480063004,-3.9533020965258,0.00398109820340927,0.0292083307504831,-2.57866693872117,"Not significant","RBBP7"
"PFDN4",-0.481904902034554,4.70076250392582,-3.94949839990186,0.00400281049062243,0.0293175130132278,-2.58443261623042,"Not significant","PFDN4"
"PCNP",-0.477874739282734,5.24619173089285,-3.94434659162831,0.00403242031536869,0.0294482864416723,-2.59224461688267,"Not significant","PCNP"
"PPIF",0.471612370043713,4.79184513588878,3.94400570486191,0.00403438779769416,0.0294482864416723,-2.59276163949938,"Not significant","PPIF"
"PAPSS2",0.697096300199323,4.36509125435711,3.93930393615573,0.00406162982505316,0.0295968000154977,-2.59989426477776,"Not significant","PAPSS2"
"ARF4",0.56708118372159,5.44391805143467,3.93260818648511,0.00410076513958716,0.0298313287781493,-2.61005646064081,"Not significant","ARF4"
"TNIP1",0.886264437745616,4.5908930330868,3.92766583104581,0.00412991086515043,0.0299925168074884,-2.61756103749784,"Not significant","TNIP1"
"KPNA3",0.513126918004363,4.79725546049009,3.92410888045651,0.0041510237297693,0.0300665043899476,-2.62296383375537,"Not significant","KPNA3"
"IKZF1",-0.554398674486408,4.96495336783148,-3.92327561203598,0.00415598639923881,0.0300665043899476,-2.62422974215128,"Not significant","IKZF1"
"UBAC1",-0.453149339882787,4.43656261970498,-3.92241567676247,0.00416111454045407,0.0300665043899476,-2.62553625184978,"Not significant","UBAC1"
"NDUFA2",-0.52973590656014,4.96654072286167,-3.91693770120284,0.00419394116746516,0.0302214037951547,-2.63386111922276,"Not significant","NDUFA2"
"EDF1",-0.477237916355311,5.58468302824213,-3.91639810500743,0.00419718963228431,0.0302214037951547,-2.63468133999824,"Not significant","EDF1"
"GSDMD",0.696558279980929,3.92423595439956,3.91532197566868,0.00420367615696816,0.0302214037951547,-2.63631723123322,"Not significant","GSDMD"
"GRAMD4",-0.58329224070108,3.69693984016397,-3.90443186098224,0.00426992417412991,0.0306463454103103,-2.6528798821796,"Not significant","GRAMD4"
"TSN",-0.647127602270784,5.59442279525671,-3.90231711412783,0.0042829177731069,0.0306882856129796,-2.65609784234333,"Not significant","TSN"
"DDX5",0.510269080820362,5.30424760400109,3.90049340518946,0.00429415709298355,0.030717537071809,-2.65887337113853,"Not significant","DDX5"
"POLR1A",0.452853794764806,4.14506958165586,3.89730095712515,0.00431390776333676,0.0308074744097194,-2.66373297054342,"Not significant","POLR1A"
"ALDOA",-0.481481438235724,4.8220826784613,-3.89321592825237,0.0043393222570432,0.030910904646193,-2.66995306441413,"Not significant","ALDOA"
"RANBP1",-0.527750594467975,5.23535410935305,-3.89265974282427,0.00434279485127083,0.030910904646193,-2.67080009898632,"Not significant","RANBP1"
"AP3M1",0.443635406381179,4.78562215798797,3.88402984480098,0.00439705859458217,0.0312453236555409,-2.68394764286523,"Not significant","AP3M1"
"TJP2",0.76940255006025,3.58196702313314,3.8795192030106,0.00442570882890454,0.0313969294110054,-2.69082310588763,"Not significant","TJP2"
"TBC1D9B",0.461616401804309,4.5648893445688,3.87583630452391,0.00444924937622262,0.0315118454170751,-2.69643866520146,"Not significant","TBC1D9B"
"PSMD9",-0.456601728248207,4.7200565079393,-3.87056244364247,0.0044831923065113,0.0316999363748706,-2.7044828908076,"Not significant","PSMD9"
"COQ8A",-0.599260504328641,3.62188448293333,-3.85898397834645,0.00455868605148908,0.0321807245608407,-2.72215515015695,"Not significant","COQ8A"
"PBXIP1",-0.448654140725154,3.9571962297938,-3.84753083995535,0.00463469953780575,0.032663596742631,-2.73965175330918,"Not significant","PBXIP1"
"MAFG",-0.46622581344368,4.52892319588155,-3.84333597800683,0.00466287806122352,0.0328083158012645,-2.74606398608456,"Not significant","MAFG"
"MYO9B",0.663402039382149,4.34695072522663,3.83802862463459,0.00469879193233571,0.0330068984837723,-2.7541797296756,"Not significant","MYO9B"
"CHI3L1",-0.454424028649314,4.3528650609846,-3.83043493419062,0.00475069129058065,0.0332633004367949,-2.76579737130634,"Not significant","CHI3L1"
"LGALS3BP",0.452427699656495,4.90477005836527,3.8304201527264,0.00475079290954224,0.0332633004367949,-2.76581999215452,"Not significant","LGALS3BP"
"ARL6IP4",-0.540248444910767,4.67711818558728,-3.82709242140922,0.00477372939547595,0.0333686370407695,-2.77091324308337,"Not significant","ARL6IP4"
"ADAM17",0.481812608830493,4.58279930576197,3.82598525925262,0.00478138671483533,0.0333686370407695,-2.77260809390779,"Not significant","ADAM17"
"TTK",-0.753601941103334,3.60789539080846,-3.82250135957374,0.00480556756890718,0.0334829480612819,-2.77794220165533,"Not significant","TTK"
"SMG1",0.431539209976853,4.21260377630542,3.81891602043756,0.00483058876125849,0.0336027341382844,-2.78343309567892,"Not significant","SMG1"
"CNDP2",0.456698309848583,5.07023336572823,3.81055820539775,0.00488945705085717,0.0339062611056473,-2.79623875967957,"Not significant","CNDP2"
"DCPS",-0.459702778012647,4.22868077449759,-3.81047847829658,0.00489002227968213,0.0339062611056473,-2.79636095478737,"Not significant","DCPS"
"GOLPH3L",-0.533496288263353,4.35826872998926,-3.80687121472328,0.00491566918327184,0.0340067942129066,-2.80189045781985,"Not significant","GOLPH3L"
"DYNLL1",-0.53312315180794,3.79354783494635,-3.80621250533839,0.00492036794180219,0.0340067942129066,-2.80290034270531,"Not significant","DYNLL1"
"ZC3HC1",0.453405334827932,4.45573021149484,3.80153219961867,0.00495389210618976,0.0341834484240618,-2.81007728481586,"Not significant","ZC3HC1"
"TSTA3",-0.535176851536867,4.52002311281116,-3.79864949244524,0.00497466154785763,0.0342716651097993,-2.81449898266751,"Not significant","TSTA3"
"LY75",-0.541802788876786,4.28812218715333,-3.79081758481276,0.0050315593575758,0.0346080973761464,-2.82651692867644,"Not significant","LY75"
"LASP1",-0.4464892560953,4.95623054253285,-3.78492771058517,0.00507480544865184,0.0348497039769819,-2.83555947992297,"Not significant","LASP1"
