"","logFC","AveExpr","t","P.Value","adj.P.Val","B","Significance","GN"
"MX2",3.35206470076184,4.75983362124312,19.9793392121286,2.87468846895318e-08,8.74181271825054e-06,9.87918258846651,"Upregulated (FDR < 0.01, log2FC > 0.6)","MX2"
"MARCKS",3.11785152167234,4.21074299973612,19.8478731501628,3.03225366550561e-08,8.74181271825054e-06,9.82766173530957,"Upregulated (FDR < 0.01, log2FC > 0.6)","MARCKS"
"EPSTI1",3.19052892837925,3.60529051459836,19.8294043009872,3.05515355950042e-08,8.74181271825054e-06,9.82039033645731,"Upregulated (FDR < 0.01, log2FC > 0.6)","EPSTI1"
"OAS2",2.44074633426301,4.76077256293453,19.6688477084764,3.26259274221786e-08,8.75190503099942e-06,9.7568257976453,"Upregulated (FDR < 0.01, log2FC > 0.6)","OAS2"
"IFIT1",2.79858235228318,4.78419818545507,19.0645401443967,4.19750169439702e-08,1.03930242992934e-05,9.51179030734122,"Upregulated (FDR < 0.01, log2FC > 0.6)","IFIT1"
"HELZ2",2.37781496831407,4.2303434293813,18.975719633858,4.3586774787344e-08,1.03930242992934e-05,9.47498376378256,"Upregulated (FDR < 0.01, log2FC > 0.6)","HELZ2"
"CXCL10",2.5166994403538,4.73653515397414,18.4813754335088,5.39255696375754e-08,1.21815023623407e-05,9.26628624684481,"Upregulated (FDR < 0.01, log2FC > 0.6)","CXCL10"
"MX1",4.04063503711603,4.3927880323676,17.5166359638507,8.3026837814859e-08,1.78175593950687e-05,8.83927489006705,"Upregulated (FDR < 0.01, log2FC > 0.6)","MX1"
"IFIH1",3.25550107463403,4.30219280796162,17.3091965806163,9.13698702061797e-08,1.8674261091663e-05,8.74386230448552,"Upregulated (FDR < 0.01, log2FC > 0.6)","IFIH1"
"IL1RN",2.05356061671526,5.5972075562528,17.0497784544981,1.03152584171782e-07,2.01241314211494e-05,8.62266431275933,"Upregulated (FDR < 0.01, log2FC > 0.6)","IL1RN"
"TAP1",1.87439373073752,4.48534475604241,16.4957924051114,1.34452419894982e-07,2.50899907038809e-05,8.35661417105288,"Upregulated (FDR < 0.01, log2FC > 0.6)","TAP1"
"SGTB",1.83215434539721,4.60344772116657,15.9060183601865,1.79964178572456e-07,3.21835939347076e-05,8.06201051868146,"Upregulated (FDR < 0.01, log2FC > 0.6)","SGTB"
"PDCD4",-2.26266937735222,3.92923487044541,-15.5375921018273,2.17045449335544e-07,3.72623627419263e-05,7.8716999817638,"Downregulated (FDR < 0.01, log2FC < -0.6)","PDCD4"
"STAT2",1.84043673179804,4.53188232910874,15.0087791120067,2.86130340128676e-07,4.62145908705792e-05,7.58964203731571,"Upregulated (FDR < 0.01, log2FC > 0.6)","STAT2"
"NT5C3A",2.09205806789498,4.62497045837476,14.9788115121648,2.90725525047912e-07,4.62145908705792e-05,7.57333293274956,"Upregulated (FDR < 0.01, log2FC > 0.6)","NT5C3A"
"DDX60",1.76617692554969,4.51959409337061,14.8572635096546,3.10228024771445e-07,4.75184241839249e-05,7.50681689334321,"Upregulated (FDR < 0.01, log2FC > 0.6)","DDX60"
"MT2A",4.27826493104932,3.95549768370562,14.7868717530303,3.22188479815872e-07,4.75184241839249e-05,7.4680244044133,"Upregulated (FDR < 0.01, log2FC > 0.6)","MT2A"
"OAS3",2.5031043342914,4.94360720411588,14.7304831145315,3.32141827939829e-07,4.75184241839249e-05,7.43680407484059,"Upregulated (FDR < 0.01, log2FC > 0.6)","OAS3"
"ISG20",2.67822887819334,4.1880638587484,14.6570093623606,3.45630268235989e-07,4.78530681054472e-05,7.39592949687603,"Upregulated (FDR < 0.01, log2FC > 0.6)","ISG20"
"SOD2",4.45811403804698,4.5767504072706,14.4857859639672,3.79503848412159e-07,5.06480979245706e-05,7.29980976183271,"Upregulated (FDR < 0.01, log2FC > 0.6)","SOD2"
"CCL5",2.43774710547127,4.76198710028157,14.4388813464097,3.89419205850613e-07,5.06480979245706e-05,7.27326516055122,"Upregulated (FDR < 0.01, log2FC > 0.6)","CCL5"
"DTX3L",1.77090060517148,4.99246093202856,14.0553774515148,4.82272672911832e-07,6.08798327099289e-05,7.05269982950238,"Upregulated (FDR < 0.01, log2FC > 0.6)","DTX3L"
"SP110",2.2474010084079,4.80468275055579,13.7803266806253,5.64109284680641e-07,6.91759157099804e-05,6.89052648414624,"Upregulated (FDR < 0.01, log2FC > 0.6)","SP110"
"PARP14",1.81743559456116,4.67493501356209,13.6250187613928,6.17102108581079e-07,7.35722847230553e-05,6.79743715069813,"Upregulated (FDR < 0.01, log2FC > 0.6)","PARP14"
"NCF1C",2.39950187464073,5.29473321418875,13.4541113380919,6.81937723276723e-07,7.91047759000998e-05,6.69370058780808,"Upregulated (FDR < 0.01, log2FC > 0.6)","NCF1C"
"AMPD3",1.50191045506749,4.71440334199156,12.9755625491515,9.07795835197657e-07,0.000102533150649167,6.3957599707028,"Upregulated (FDR < 0.01, log2FC > 0.6)","AMPD3"
"LACTB",1.50567448446295,5.34810994198982,12.8459862430798,9.82545496668942e-07,0.000108130391582131,6.3131299705037,"Upregulated (FDR < 0.01, log2FC > 0.6)","LACTB"
"RET",-1.53641774512768,3.37568370165612,-12.6200204084905,1.12991448128855e-06,0.000119108599679099,6.16696699296009,"Downregulated (FDR < 0.01, log2FC < -0.6)","RET"
"NAMPT",1.51571866386096,5.36237693610964,12.6088657323759,1.13780349180873e-06,0.000119108599679099,6.15968265772092,"Upregulated (FDR < 0.01, log2FC > 0.6)","NAMPT"
"CLEC11A",-2.21461746977372,4.09319905668676,-12.4842179304968,1.23026802974181e-06,0.000122138995135284,6.07783494731986,"Downregulated (FDR < 0.01, log2FC < -0.6)","CLEC11A"
"SH3PXD2B",1.53210835590951,4.60731623331394,12.4711589589445,1.24043087539314e-06,0.000122138995135284,6.06921200675764,"Upregulated (FDR < 0.01, log2FC > 0.6)","SH3PXD2B"
"SAMD9",1.63149337501136,4.83158476907709,12.456280637407,1.25212390166647e-06,0.000122138995135284,6.05937656650074,"Upregulated (FDR < 0.01, log2FC > 0.6)","SAMD9"
"NADK",2.05690335344511,4.36336440839531,12.2160843885822,1.45897990700998e-06,0.000137413612022206,5.89892729265213,"Upregulated (FDR < 0.01, log2FC > 0.6)","NADK"
"RSAD2",3.44301843654453,3.61959472824915,12.2014688613297,1.47274607479532e-06,0.000137413612022206,5.88906179977076,"Upregulated (FDR < 0.01, log2FC > 0.6)","RSAD2"
"APOL2",2.77523401142,4.7045533226608,12.0242766095158,1.65169365757982e-06,0.00015083125911346,5.76850431035398,"Upregulated (FDR < 0.01, log2FC > 0.6)","APOL2"
"RFTN1",2.21133699916473,3.46910300232852,11.9815014901086,1.6984439320621e-06,0.00015186919492522,5.73913466293716,"Upregulated (FDR < 0.01, log2FC > 0.6)","RFTN1"
"SP140L",1.83685441972727,3.3846607039023,11.8429450624894,1.86031059476095e-06,0.000162948021892123,5.6432781692236,"Upregulated (FDR < 0.01, log2FC > 0.6)","SP140L"
"SQSTM1",2.00543211358177,3.89852251772553,11.7913093806883,1.92497581300529e-06,0.000165239923788374,5.6072699464892,"Upregulated (FDR < 0.01, log2FC > 0.6)","SQSTM1"
"WARS",1.59879828340814,5.66605458809904,11.6579226445059,2.10393365446154e-06,0.000173752972459826,5.5135246463169,"Upregulated (FDR < 0.01, log2FC > 0.6)","WARS"
"TYMP",1.33472375071912,4.20721569060856,11.6570845243811,2.10511523017496e-06,0.000173752972459826,5.51293226306597,"Upregulated (FDR < 0.01, log2FC > 0.6)","TYMP"
"PIK3AP1",1.54444063923379,4.97492470811434,11.5978622036935,2.19051004840072e-06,0.000177389983542186,5.47096722910044,"Upregulated (FDR < 0.01, log2FC > 0.6)","PIK3AP1"
"HLA-A",1.34100317002808,5.30827716137502,11.5460107815776,2.2684555582048e-06,0.000180300208441019,5.43405158108184,"Upregulated (FDR < 0.01, log2FC > 0.6)","HLA-A"
"KIAA0101",-2.23113387860675,4.05620786547167,-11.5034948740475,2.33467787724039e-06,0.000182189771802105,5.4036605492957,"Downregulated (FDR < 0.01, log2FC < -0.6)","KIAA0101"
"LAP3",1.30197905328654,5.43957167486411,11.4749910737736,2.38028109125573e-06,0.000182431543636957,5.38322378762229,"Upregulated (FDR < 0.01, log2FC > 0.6)","LAP3"
"TPX2",-1.2783326664841,4.56201902626835,-11.2942786392374,2.69357945294318e-06,0.000199868372371542,5.25248833339278,"Downregulated (FDR < 0.01, log2FC < -0.6)","TPX2"
"TMOD1",-1.28701749021689,4.54219506220977,-11.2903278917622,2.70092395096678e-06,0.000199868372371542,5.24960743589721,"Downregulated (FDR < 0.01, log2FC < -0.6)","TMOD1"
"CD36",1.70006678372716,4.38420921358212,11.2249640761059,2.82573345288312e-06,0.000205560135250413,5.20180102905077,"Upregulated (FDR < 0.01, log2FC > 0.6)","CD36"
"PARP9",1.75090648122603,4.81078134803351,11.1610934926433,2.95393054462809e-06,0.000211304498292396,5.1548247989032,"Upregulated (FDR < 0.01, log2FC > 0.6)","PARP9"
"GFI1",-2.50421489913929,3.48172054899927,-11.116532209698,3.0472078109481e-06,0.000214403539747365,5.12189580605545,"Downregulated (FDR < 0.01, log2FC < -0.6)","GFI1"
"CMTR1",1.30199174603325,4.47408705882493,11.0580736748047,3.17459033078163e-06,0.000219763575801851,5.07850314933201,"Upregulated (FDR < 0.01, log2FC > 0.6)","CMTR1"
"CD14",1.414992343942,4.84501786909362,10.9085219079125,3.52833546852525e-06,0.000240374854458895,4.96647899046541,"Upregulated (FDR < 0.01, log2FC > 0.6)","CD14"
"SAMD9L",2.08374862630389,4.75750466357923,10.867377388851,3.63320994152195e-06,0.000243652141703316,4.93540010513855,"Upregulated (FDR < 0.01, log2FC > 0.6)","SAMD9L"
"PTPRF",-1.46131410601663,4.15335342855485,-10.7829129979803,3.85956227904879e-06,0.000254849866179652,4.87124451969361,"Downregulated (FDR < 0.01, log2FC < -0.6)","PTPRF"
"CTSV",1.64098141870988,5.41574334335087,10.7462194398741,3.96275474051584e-06,0.000257699141610515,4.84322389902115,"Upregulated (FDR < 0.01, log2FC > 0.6)","CTSV"
"SASH1",1.19757225229528,4.23407945924416,10.5666395907025,4.51419131035882e-06,0.000289177747821792,4.70476290804961,"Upregulated (FDR < 0.01, log2FC > 0.6)","SASH1"
"OASL",2.17404984323832,4.3341617524602,10.4558950579696,4.89661217803911e-06,0.000304844390265535,4.61826024137056,"Upregulated (FDR < 0.01, log2FC > 0.6)","OASL"
"PSAP",1.20236557294329,5.80132267504022,10.440467044626,4.9526946215188e-06,0.000304844390265535,4.60614087510394,"Upregulated (FDR < 0.01, log2FC > 0.6)","PSAP"
"IRF7",2.04347104672921,3.86544364821992,10.4352466282543,4.97183301924218e-06,0.000304844390265535,4.60203619542609,"Upregulated (FDR < 0.01, log2FC > 0.6)","IRF7"
"CYBB",2.1617860733334,4.47468525274709,10.3994572900144,5.10527785614361e-06,0.000308617641669977,4.5738438197878,"Upregulated (FDR < 0.01, log2FC > 0.6)","CYBB"
"PNPT1",1.19203520900231,5.12897491759058,10.3574156637385,5.26715339415792e-06,0.000313980866218414,4.54060962694411,"Upregulated (FDR < 0.01, log2FC > 0.6)","PNPT1"
"TNFAIP2",1.64698555087443,4.63127890444496,10.293376341271,5.52482241767969e-06,0.000323904956797018,4.48974217740747,"Upregulated (FDR < 0.01, log2FC > 0.6)","TNFAIP2"
"OPTN",1.17539289112022,5.06955316178632,10.2790020497461,5.58456822063824e-06,0.000323904956797018,4.47828374291432,"Upregulated (FDR < 0.01, log2FC > 0.6)","OPTN"
"TAP2",1.41035800037063,5.25854047607717,10.2240598105226,5.81965116608492e-06,0.00033303923739782,4.43434823294208,"Upregulated (FDR < 0.01, log2FC > 0.6)","TAP2"
"CD40",2.33415046405065,4.76679446413624,10.2038102572429,5.90905455926519e-06,0.000333706081162713,4.41809974583529,"Upregulated (FDR < 0.01, log2FC > 0.6)","CD40"
"SPATS2L",1.15723963985793,5.22605896024996,10.0210724264966,6.78874030545099e-06,0.000378406147935008,4.27009758478034,"Upregulated (FDR < 0.01, log2FC > 0.6)","SPATS2L"
"GTSF1",-1.30809217100042,3.75121989132366,-9.95407718960386,7.14700519429064e-06,0.000393268542229428,4.21521052476927,"Downregulated (FDR < 0.01, log2FC < -0.6)","GTSF1"
"IL4I1",3.00983132224186,4.24420218524758,9.90939477408814,7.3976285499231e-06,0.000401906604256582,4.17841407185748,"Upregulated (FDR < 0.01, log2FC > 0.6)","IL4I1"
"RTN1",1.64781074846787,4.2357414790545,9.8538498083452,7.72291208045774e-06,0.000414334233116558,4.13245895679032,"Upregulated (FDR < 0.01, log2FC > 0.6)","RTN1"
"CCNB2",-1.28665493953685,3.91153721204746,-9.81534066798816,7.9577639993547e-06,0.000421663247965807,4.10045875369406,"Downregulated (FDR < 0.01, log2FC < -0.6)","CCNB2"
"ACSL1",3.11205428581564,4.88568236863418,9.77344650945892,8.22232215758788e-06,0.000430368374394722,4.06551491231859,"Upregulated (FDR < 0.01, log2FC > 0.6)","ACSL1"
"ME1",1.43735642311307,4.90822245470529,9.68541363045827,8.81071710271442e-06,0.00045560961210663,3.99163912388641,"Upregulated (FDR < 0.01, log2FC > 0.6)","ME1"
"PARP12",2.33049416962146,4.13073844251045,9.57184736772652,9.6400806579322e-06,0.000492562216474345,3.89542910324808,"Upregulated (FDR < 0.01, log2FC > 0.6)","PARP12"
"MEF2D",-1.10713931192272,4.22338744449343,-9.50617814237741,1.01590493195006e-05,0.000512972231521135,3.83932355627999,"Downregulated (FDR < 0.01, log2FC < -0.6)","MEF2D"
"HMOX1",2.37896505882575,4.02491692392932,9.36476716365746,1.13853938345225e-05,0.000567221033224788,3.71731246003298,"Upregulated (FDR < 0.01, log2FC > 0.6)","HMOX1"
"PLEK",1.08428377738781,4.92503559669917,9.35266897950989,1.14977236464484e-05,0.000567221033224788,3.70679742304828,"Upregulated (FDR < 0.01, log2FC > 0.6)","PLEK"
"DDX58",2.83658377660218,4.71320075995598,9.27705930923523,1.22282793030966e-05,0.000596406531464668,3.64080532253485,"Upregulated (FDR < 0.01, log2FC > 0.6)","DDX58"
"HLA-B",1.50656464877917,4.00779216109364,9.1960691863636,1.30685496268497e-05,0.000630227134813918,3.56958371985856,"Upregulated (FDR < 0.01, log2FC > 0.6)","HLA-B"
"CENPF",-1.22195147021233,3.81999306391632,-9.12339363104096,1.38774272833627e-05,0.000661799087779917,3.50519870320372,"Downregulated (FDR < 0.01, log2FC < -0.6)","CENPF"
"TOR1B",1.29474829975373,5.06829332570404,9.05611345097312,1.46760787149159e-05,0.000692194833455156,3.44518850396331,"Upregulated (FDR < 0.01, log2FC > 0.6)","TOR1B"
"ST14",-1.05844406721763,4.77138360477117,-9.0238851977785,1.50766266028128e-05,0.000696814934025196,3.41630352706282,"Downregulated (FDR < 0.01, log2FC < -0.6)","ST14"
"ZNFX1",1.30508719007857,3.71201619918026,9.02213378530017,1.50987392507789e-05,0.000696814934025196,3.41473120608739,"Upregulated (FDR < 0.01, log2FC > 0.6)","ZNFX1"
"DDX21",1.07153957496037,5.01242985912013,8.9007702640007,1.67224613489096e-05,0.000755613984607983,3.30512099239829,"Upregulated (FDR < 0.01, log2FC > 0.6)","DDX21"
"GBP4",2.94347535373881,4.91287847064584,8.90059702838036,1.67249134524134e-05,0.000755613984607983,3.30496360234097,"Upregulated (FDR < 0.01, log2FC > 0.6)","GBP4"
"NUSAP1",-1.22304197627319,4.8236794787198,-8.84910016750458,1.74718536297375e-05,0.000781137456029516,3.25805835125314,"Downregulated (FDR < 0.01, log2FC < -0.6)","NUSAP1"
"STAT3",1.01592741095031,4.74831396666203,8.79984343629868,1.82210987616472e-05,0.000801791466282956,3.21297093681309,"Upregulated (FDR < 0.01, log2FC > 0.6)","STAT3"
"CD37",-1.21767127289208,3.7581946333271,-8.79431164131383,1.83074472730032e-05,0.000801791466282956,3.20789371377845,"Downregulated (FDR < 0.01, log2FC < -0.6)","CD37"
"LACC1",2.39252739631002,5.63482859647141,8.72539601832337,1.94221390173557e-05,0.000830885832062458,3.14440842137299,"Upregulated (FDR < 0.01, log2FC > 0.6)","LACC1"
"OAS1",3.3255830716111,4.04807354887477,8.72310131905552,1.94605293882186e-05,0.000830885832062458,3.14228709467458,"Upregulated (FDR < 0.01, log2FC > 0.6)","OAS1"
"NUB1",1.02402587413761,3.92499069038359,8.71762242987609,1.95525323947596e-05,0.000830885832062458,3.13722020743358,"Upregulated (FDR < 0.01, log2FC > 0.6)","NUB1"
"MEFV",0.987311926053256,4.57814102258792,8.65944406439186,2.05598322340503e-05,0.000865125489691608,3.08324684607471,"Upregulated (FDR < 0.01, log2FC > 0.6)","MEFV"
"KYNU",1.41513162486004,5.50139817210059,8.63534404167501,2.09938596563203e-05,0.000874812093640066,3.06079734876478,"Upregulated (FDR < 0.01, log2FC > 0.6)","KYNU"
"CDC20",-1.04394691006389,4.93616616745467,-8.61514529782307,2.13654663272592e-05,0.000881736360351891,3.04194050035964,"Downregulated (FDR < 0.01, log2FC < -0.6)","CDC20"
"FTL",1.0939903440742,5.76867417753728,8.501362089963,2.36000795452287e-05,0.000964681346744014,2.93500462522029,"Upregulated (FDR < 0.01, log2FC > 0.6)","FTL"
"SASS6",-1.10140224308764,4.03217998054208,-8.42842808939767,2.51683152729392e-05,0.0010190793316175,2.86581714797614,"Downregulated (FDR < 0.01, log2FC < -0.6)","SASS6"
"RNASET2",-1.13205948008807,4.84768466244991,-8.39180092836844,2.59992118897756e-05,0.00103811196123645,2.83087997635888,"Downregulated (FDR < 0.01, log2FC < -0.6)","RNASET2"
"AFF1",-0.97506351031046,4.94013571510397,-8.38649380960031,2.61221089966302e-05,0.00103811196123645,2.82580704756429,"Downregulated (FDR < 0.01, log2FC < -0.6)","AFF1"
"SRGN",-1.00918166978634,4.94436326147879,-8.34478051621844,2.71108057116285e-05,0.00106751906526889,2.78583991338096,"Downregulated (FDR < 0.01, log2FC < -0.6)","SRGN"
"CTSG",-1.38687004052238,4.54940369091667,-8.30121554905123,2.81879024084265e-05,0.00109984070124515,2.74391871112092,"Downregulated (FDR < 0.01, log2FC < -0.6)","CTSG"
"CHCHD2",-0.956585260383114,4.77359334570618,-8.27705650958458,2.88056019941798e-05,0.00111381661044162,2.7205915530318,"Downregulated (FDR < 0.01, log2FC < -0.6)","CHCHD2"
"PLD4",-1.08939273132663,4.33405016560928,-8.24147694373554,2.97428067573755e-05,0.00113978684466657,2.68613307500954,"Downregulated (FDR < 0.01, log2FC < -0.6)","PLD4"
"ADGRL2",-1.65032909100439,3.68261336483422,-8.21952286503159,3.03379397893751e-05,0.00115230475730972,2.66480866863889,"Downregulated (FDR < 0.01, log2FC < -0.6)","ADGRL2"
"RRM2",-1.08334233395609,4.08177972523034,-8.1703437002785,3.17195849142807e-05,0.00119421454782538,2.61686714311083,"Downregulated (FDR < 0.01, log2FC < -0.6)","RRM2"
"DAPP1",1.44358305101755,4.12577124236994,8.13343501433638,3.28023274386344e-05,0.00122423990753581,2.58072940953201,"Upregulated (FDR < 0.01, log2FC > 0.6)","DAPP1"
"CTSD",1.08465586762599,5.05209169105275,8.03550388107733,3.58790713769837e-05,0.0013275256409484,2.48418154964004,"Upregulated (FDR < 0.01, log2FC > 0.6)","CTSD"
"JUNB",2.21742468188882,4.22276982840018,8.01654895619181,3.65107904416665e-05,0.00133935309893703,2.46538236851712,"Upregulated (FDR < 0.01, log2FC > 0.6)","JUNB"
"VAMP8",-0.972721421696761,5.11444044917483,-7.99544517431765,3.72286611230502e-05,0.00135282729998448,2.44440895434087,"Downregulated (FDR < 0.01, log2FC < -0.6)","VAMP8"
"NAPA",1.01816282614394,5.21397455204737,7.98734058999957,3.75084922409489e-05,0.00135282729998448,2.43634235673058,"Upregulated (FDR < 0.01, log2FC > 0.6)","NAPA"
"ADA",1.10703900483145,5.28236989600969,7.96972027943186,3.81249523837323e-05,0.00136360246359149,2.41878144972076,"Upregulated (FDR < 0.01, log2FC > 0.6)","ADA"
"EGFL7",-0.931824499832944,5.14546918746614,-7.93333720228463,3.94336681313178e-05,0.00138535937129055,2.38242022128921,"Downregulated (FDR < 0.01, log2FC < -0.6)","EGFL7"
"CCNB1",-0.94275326193944,5.0521101963099,-7.93245536195909,3.94659999449706e-05,0.00138535937129055,2.38153721978816,"Downregulated (FDR < 0.01, log2FC < -0.6)","CCNB1"
"ADAM15",-0.900090625105567,4.20285526740672,-7.91684604213703,4.00431872053523e-05,0.00138535937129055,2.36589406674829,"Downregulated (FDR < 0.01, log2FC < -0.6)","ADAM15"
"SLC30A1",1.25442140642523,3.89309678936358,7.91465558463434,4.01249293520733e-05,0.00138535937129055,2.36369684815282,"Upregulated (FDR < 0.01, log2FC > 0.6)","SLC30A1"
"IFI44L",3.12928837417497,3.89487737223524,7.90872588000678,4.03471391918265e-05,0.00138535937129055,2.35774635156357,"Upregulated (FDR < 0.01, log2FC > 0.6)","IFI44L"
"NMI",0.968275668996982,5.32534252482184,7.88173414874427,4.13759965918554e-05,0.00140941093152574,2.33061395576574,"Upregulated (FDR < 0.01, log2FC > 0.6)","NMI"
"NPC1",0.974010895235383,3.91547327504231,7.85492198573927,4.24268499264875e-05,0.0014338270857046,2.30358712722006,"Upregulated (FDR < 0.01, log2FC > 0.6)","NPC1"
"ZEB2",0.915142720273139,4.65217991916429,7.82892865569504,4.34738911569067e-05,0.00145382487451713,2.27731410015291,"Upregulated (FDR < 0.01, log2FC > 0.6)","ZEB2"
"MMP14",0.979281426932113,4.90474240555983,7.81632936890096,4.39916740543343e-05,0.00145382487451713,2.26455379742115,"Upregulated (FDR < 0.01, log2FC > 0.6)","MMP14"
"TOP2A",-1.08635066903156,4.81568090637196,-7.81528811352224,4.40347701973968e-05,0.00145382487451713,2.26349849034713,"Downregulated (FDR < 0.01, log2FC < -0.6)","TOP2A"
"FAM49A",1.07195592773924,3.92231036325463,7.80486253898576,4.44688569819023e-05,0.00145694911577347,2.25292594749625,"Upregulated (FDR < 0.01, log2FC > 0.6)","FAM49A"
"STMN1",-0.993093305397065,5.26954337130825,-7.77008749175534,4.59513882487788e-05,0.0014941163512406,2.21757797380594,"Downregulated (FDR < 0.01, log2FC < -0.6)","STMN1"
"HLA-C",1.23185803267038,4.46025645474122,7.76013541740241,4.63856750916432e-05,0.00149689712401002,2.20743845067826,"Upregulated (FDR < 0.01, log2FC > 0.6)","HLA-C"
"B2M",1.20664920516715,5.21644404237307,7.74780387423113,4.69301115824976e-05,0.00150316446949313,2.19486010074438,"Upregulated (FDR < 0.01, log2FC > 0.6)","B2M"
"TLR2",0.955130742785012,5.06631220721509,7.7172442551592,4.8310052572086e-05,0.00153225125336274,2.16361931272859,"Upregulated (FDR < 0.01, log2FC > 0.6)","TLR2"
"ENG",1.27670315787251,4.65661318109127,7.71198083082568,4.85522298362844e-05,0.00153225125336274,2.15822853980154,"Upregulated (FDR < 0.01, log2FC > 0.6)","ENG"
"APOBEC3G",0.967898236992766,4.60486703943855,7.69855458898824,4.91760969478457e-05,0.00154061173795733,2.14446407170423,"Upregulated (FDR < 0.01, log2FC > 0.6)","APOBEC3G"
"CKAP2",-1.24358632724215,4.24345486462139,-7.68241068711391,4.99380191914309e-05,0.00155314477079436,2.12788798640086,"Downregulated (FDR < 0.01, log2FC < -0.6)","CKAP2"
"HIST2H2AC",-0.91081734466829,5.48180196733464,-7.6029991085557,5.38811495094623e-05,0.00166372585391807,2.04594302295021,"Downregulated (FDR < 0.01, log2FC < -0.6)","HIST2H2AC"
"FAM192A",-0.891258668916686,4.29983747039096,-7.53676368215182,5.74343359252994e-05,0.00176077264136704,1.97707231746926,"Downregulated (FDR < 0.01, log2FC < -0.6)","FAM192A"
"VLDLR",-0.984608181238384,3.88909477396746,-7.52539993874028,5.80696086714857e-05,0.0017646991575575,1.96520833843307,"Downregulated (FDR < 0.01, log2FC < -0.6)","VLDLR"
"TRIM21",0.890071963430229,4.24591932090893,7.51981388693399,5.83847344765064e-05,0.0017646991575575,1.95937119963216,"Upregulated (FDR < 0.01, log2FC > 0.6)","TRIM21"
"LAPTM5",1.51672474852376,4.066266866414,7.48451264126725,6.04204661235973e-05,0.00181345902519217,1.92240392023478,"Upregulated (FDR < 0.01, log2FC > 0.6)","LAPTM5"
"ANKFY1",1.01821635040956,4.54762604284862,7.45073533961655,6.24420303228674e-05,0.001859522918519,1.88690387025736,"Upregulated (FDR < 0.01, log2FC > 0.6)","ANKFY1"
"TAPBP",0.978862001755247,4.880271972241,7.44452626341654,6.28217202202367e-05,0.001859522918519,1.88036437275608,"Upregulated (FDR < 0.01, log2FC > 0.6)","TAPBP"
"BRD3",-0.96348108643253,4.11710664816983,-7.41894042220786,6.44134730622208e-05,0.00189357963276063,1.85337179659776,"Downregulated (FDR < 0.01, log2FC < -0.6)","BRD3"
"SPC24",-1.11727354381566,5.0949663540345,-7.3997946078446,6.56337489059918e-05,0.00191632687281984,1.83312566118833,"Downregulated (FDR < 0.01, log2FC < -0.6)","SPC24"
"KIF20B",-1.22289477833133,4.45972752919311,-7.36191821635347,6.81238429115738e-05,0.00197559144443564,1.79295179572262,"Downregulated (FDR < 0.01, log2FC < -0.6)","KIF20B"
"HIST1H1D",-0.946779663658381,5.50722529084107,-7.33527821477377,6.99377494568611e-05,0.00201089669500456,1.76459944469495,"Downregulated (FDR < 0.01, log2FC < -0.6)","HIST1H1D"
